ticker,891074Z US Equity
2000-05-23,1.8868
2000-05-24,-1.4815
2000-05-25,0.7519
2000-05-26,-0.3731
2000-05-30,3.7453
2000-05-31,-1.083
2000-06-01,0.7299
2000-06-02,0.0
2000-06-05,1.4493
2000-06-06,0.7143
2000-06-07,2.1277
2000-06-08,-0.6944
2000-06-09,3.8462
2000-06-12,-3.367
2000-06-13,-4.1812
2000-06-14,0.3636
2000-06-15,-0.7246
2000-06-16,1.4599
2000-06-19,3.2374
2000-06-20,-1.7422
2000-06-21,-2.1277
2000-06-22,-5.7971
2000-06-23,6.1538
2000-06-26,-0.3623
2000-06-27,-1.8182
2000-06-28,1.8519
2000-06-29,1.0909
2000-06-30,3.5971
2000-07-03,1.0417
2000-07-05,0.6873
2000-07-06,0.3413
2000-07-07,-1.0204
2000-07-10,0.3436
2000-07-11,2.0548
2000-07-12,7.3826
2000-07-13,2.5
2000-07-14,0.0
2000-07-17,2.1341
2000-07-18,-4.4776
2000-07-19,-1.25
2000-07-20,-0.6329
2000-07-21,-1.2739
2000-07-24,-5.8065
2000-07-25,0.0
2000-07-26,-0.3425
2000-07-27,-4.1237
2000-07-28,-2.8674
2000-07-31,1.107
2000-08-01,-1.0949
2000-08-02,-1.476
2000-08-03,-0.764
2000-08-04,10.6061
2000-08-07,-2.7397
2000-08-08,4.2254
2000-08-09,13.1757
2000-08-10,-1.791
2000-08-11,-0.304
2000-08-14,4.2683
2000-08-15,-0.8772
2000-08-16,-1.1799
2000-08-17,1.4925
2000-08-18,5.8824
2000-08-21,0.0
2000-08-22,7.2222
2000-08-23,-0.7772
2000-08-24,-5.483
2000-08-25,-3.8674
2000-08-28,1.7241
2000-08-29,9.6045
2000-08-30,-0.2577
2000-08-31,-2.584
2000-09-01,3.9788
2000-09-05,-0.2551
2000-09-06,1.2788
2000-09-07,0.5051
2000-09-08,-2.7638
2000-09-11,0.5168
2000-09-12,-2.3136
2000-09-13,2.8947000000000003
2000-09-14,-1.7903
2000-09-15,0.5208
2000-09-18,-5.4404
2000-09-19,5.2055
2000-09-20,0.0
2000-09-21,-2.6042
2000-09-22,-5.3476
2000-09-25,-1.1299
2000-09-26,-2.2857
2000-09-27,3.5088
2000-09-28,12.4294
2000-09-29,2.0101
2000-10-02,5.9113
2000-10-03,0.0
2000-10-04,-7.6744
2000-10-05,1.5112999999999999
2000-10-06,-4.7146
2000-10-09,0.7812
2000-10-10,6.9767
2000-10-11,-7.2464
2000-10-12,-9.375
2000-10-13,4.023
2000-10-16,-2.7624
2000-10-17,-4.5455
2000-10-18,1.1905000000000001
2000-10-19,6.4706
2000-10-20,-2.7624
2000-10-23,-3.125
2000-10-24,-0.2933
2000-10-25,-2.6471
2000-10-26,-2.1148
2000-10-27,2.4691
2000-10-30,1.2048
2000-10-31,10.119
2000-11-01,-1.0811
2000-11-02,1.3552
2000-11-03,4.0541
2000-11-06,5.4545
2000-11-07,-1.7241
2000-11-08,-5.2632
2000-11-09,-2.6455
2000-11-10,-0.8152
2000-11-13,-6.3014
2000-11-14,-2.3392
2000-11-15,-0.5988
2000-11-16,-5.4217
2000-11-17,2.2293
2000-11-20,-3.1153
2000-11-21,-0.3215
2000-11-22,-2.2580999999999998
2000-11-24,-1.9802
2000-11-27,3.0303
2000-11-28,-1.9607999999999999
2000-11-29,-4.0
2000-11-30,-4.8611
2000-12-01,5.8394
2000-12-04,-4.4828
2000-12-05,9.3863
2000-12-06,0.9901
2000-12-07,0.0
2000-12-08,7.8431
2000-12-11,8.4848
2000-12-12,-6.1453
2000-12-13,-2.6786
2000-12-14,-1.8349
2000-12-15,0.9346
2000-12-18,4.6296
2000-12-19,-0.295
2000-12-20,-1.1834
2000-12-21,4.1916
2000-12-22,2.8736
2000-12-26,3.0726
2000-12-27,2.981
2000-12-28,-0.2632
2000-12-29,3.6939
2001-01-02,-6.8702
2001-01-03,6.5574
2001-01-04,4.1026
2001-01-05,-0.9852
2001-01-08,-5.9701
2001-01-09,-7.1429
2001-01-10,4.2735
2001-01-11,0.2732
2001-01-12,0.0
2001-01-16,-1.9074
2001-01-17,0.0
2001-01-18,-3.6111
2001-01-19,-3.17
2001-01-22,0.2976
2001-01-23,1.1869
2001-01-24,0.8798
2001-01-25,-5.2326
2001-01-26,2.7607
2001-01-29,8.4179
2001-01-30,-0.8811
2001-01-31,0.4444
2001-02-01,4.469
2001-02-02,2.0391
2001-02-05,-0.0833
2001-02-06,-0.6667
2001-02-07,0.755
2001-02-08,0.4163
2001-02-09,-0.9121
2001-02-12,-5.2301
2001-02-13,2.6932
2001-02-14,0.6019
2001-02-15,3.7179
2001-02-16,1.4009
2001-02-20,-2.8444000000000003
2001-02-21,-0.6692
2001-02-22,0.1684
2001-02-23,-0.7987
2001-02-26,4.9153
2001-02-27,-2.2617
2001-02-28,-2.686
2001-03-01,-2.3355
2001-03-02,-0.4783
2001-03-05,-0.8301
2001-03-06,2.7313
2001-03-07,0.1286
2001-03-08,-0.3854
2001-03-09,-1.0748
2001-03-12,-4.4763
2001-03-13,0.3185
2001-03-14,-6.8027
2001-03-15,2.9196999999999997
2001-03-16,-1.8913
2001-03-19,-1.6867
2001-03-20,-3.4314
2001-03-21,-2.2843
2001-03-22,-4.9351
2001-03-23,3.2787
2001-03-26,0.0
2001-03-27,0.5291
2001-03-28,-4.1053
2001-03-29,-3.1284
2001-03-30,7.3654
2001-04-02,-2.1108
2001-04-03,-3.7736
2001-04-04,-6.1625
2001-04-05,10.1493
2001-04-06,-5.1491
2001-04-09,2.5714
2001-04-10,1.9499
2001-04-11,9.8361
2001-04-12,6.3682
2001-04-16,-3.6483
2001-04-17,-0.6796
2001-04-18,-2.0039
2001-04-19,-0.7481
2001-04-20,-4.6734
2001-04-23,-1.4233
2001-04-24,2.6738
2001-04-25,3.3854
2001-04-26,3.7782999999999998
2001-04-27,2.233
2001-04-30,-1.3295
2001-05-01,-1.2993000000000001
2001-05-02,2.9254
2001-05-03,-0.4737
2001-05-04,1.8563
2001-05-07,-1.8224
2001-05-08,0.9995
2001-05-09,-0.0943
2001-05-10,-0.9434
2001-05-11,0.4762
2001-05-14,-2.4171
2001-05-15,-0.4371
2001-05-16,7.3171
2001-05-17,-0.9091
2001-05-18,1.8349
2001-05-21,-0.9009
2001-05-22,2.2727
2001-05-23,-2.0
2001-05-24,0.7256
2001-05-25,-1.3958
2001-05-29,-0.5936
2001-05-30,2.4345
2001-05-31,-1.7936999999999999
2001-06-01,0.6849
2001-06-04,0.2268
2001-06-05,3.7104
2001-06-06,3.1414
2001-06-07,2.7919
2001-06-08,-1.2346
2001-06-11,-1.25
2001-06-12,0.2532
2001-06-13,-0.2104
2001-06-14,-3.4163
2001-06-15,-0.4367
2001-06-18,0.2193
2001-06-19,-2.8446
2001-06-20,1.2612999999999999
2001-06-21,2.3132
2001-06-22,-4.3478
2001-06-25,-0.2273
2001-06-26,-2.5057
2001-06-27,4.4393
2001-06-28,-0.3579
2001-06-29,-1.2124
2001-07-02,1.5909
2001-07-03,-0.1342
2001-07-05,-0.5376
2001-07-06,-0.6757
2001-07-09,-0.2268
2001-07-10,0.0909
2001-07-11,2.634
2001-07-12,15.0442
2001-07-13,3.6538
2001-07-16,-0.5566
2001-07-17,2.2388
2001-07-18,-2.9562
2001-07-19,-1.0906
2001-07-20,-1.7109999999999999
2001-07-23,0.7737
2001-07-24,0.1919
2001-07-25,4.4444
2001-07-26,-0.9538
2001-07-27,-8.2593
2001-07-30,-1.3323
2001-07-31,-2.0049
2001-08-01,-1.4196
2001-08-02,0.1271
2001-08-03,0.2115
2001-08-06,-0.0847
2001-08-07,0.339
2001-08-08,-0.2534
2001-08-09,0.0847
2001-08-10,0.0
2001-08-13,0.0
2001-08-14,0.1692
2001-08-15,-0.0422
2001-08-16,0.1267
2001-08-17,-0.1688
2001-08-20,0.1268
2001-08-21,-0.0844
2001-08-22,0.0845
2001-08-23,0.1266
2001-08-24,0.0
2001-08-27,0.0843
2001-08-28,0.0
2001-08-29,0.0
2001-08-30,0.0
2001-08-31,0.0
2001-09-04,0.0842
2001-09-05,0.0842
2001-09-06,0.0
2001-09-07,0.0
2001-09-10,0.0
2001-09-17,-0.6728
2001-09-18,0.0423
2001-09-19,0.0423
2001-09-20,-0.2961
2001-09-21,-0.891
2001-09-24,1.5838999999999999
2001-09-25,0.0843
2001-09-26,-0.0421
2001-09-27,0.2527
2001-09-28,0.1681
2001-10-01,-0.3775
2001-10-02,0.0
2001-10-03,0.0842
2001-10-04,0.3786
2001-10-05,-0.1676
2001-10-08,0.042
2001-10-09,0.042
2001-10-10,-0.0419
2001-10-11,0.042
2001-10-12,0.2097
2001-10-15,0.1256
2001-10-16,0.0418
2001-10-17,0.0418
2001-10-18,0.0835
2001-10-19,-0.0417
2001-10-22,0.1253
2001-10-23,-0.1668
2001-10-24,0.1253
2001-10-25,0.0834
2001-10-26,0.0
2001-10-29,-0.1251
2001-10-30,0.0835
2001-10-31,-0.0834
