ticker,891074Z US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.0
2000-01-04,0.0
2000-01-05,-1.1696
2000-01-06,-0.5917
2000-01-07,1.1905000000000001
2000-01-10,4.7059
2000-01-11,-2.2472
2000-01-12,1.7241
2000-01-13,-1.6949
2000-01-14,1.1494
2000-01-18,0.5682
2000-01-19,1.1299
2000-01-20,0.0
2000-01-21,-1.6760000000000002
2000-01-24,-1.1364
2000-01-25,-1.1494
2000-01-26,-1.7442
2000-01-27,-2.3669000000000002
2000-01-28,6.0606
2000-01-31,-1.7143000000000002
2000-02-01,2.3256
2000-02-02,0.0
2000-02-03,9.5455
2000-02-04,-1.5625
2000-02-07,-0.5291
2000-02-08,1.5957
2000-02-09,-0.5236
2000-02-10,4.7368
2000-02-11,12.5628
2000-02-14,-2.6786
2000-02-15,-1.3761
2000-02-16,-4.186
2000-02-17,1.4563
2000-02-18,-3.3493
2000-02-22,-2.4752
2000-02-23,2.5381
2000-02-24,0.9901
2000-02-25,0.9804
2000-02-28,0.9709
2000-02-29,6.7308
2000-03-01,-3.6036
2000-03-02,0.0
2000-03-03,-1.4019
2000-03-06,1.4218
2000-03-07,-1.4019
2000-03-08,-3.3175
2000-03-09,0.9804
2000-03-10,5.8252
2000-03-13,2.7523
2000-03-14,-0.8929
2000-03-15,-0.9009
2000-03-16,2.2727
2000-03-17,0.0
2000-03-20,0.8889
2000-03-21,-0.4405
2000-03-22,8.8496
2000-03-23,-0.4065
2000-03-24,2.8571
2000-03-27,-1.5873
2000-03-28,-1.2097
2000-03-29,-2.8571
2000-03-30,2.9412000000000003
2000-03-31,2.0408
2000-04-03,0.0
2000-04-04,-0.8
2000-04-05,-0.8065
2000-04-06,-0.4065
2000-04-07,4.4898
2000-04-10,-0.7813
2000-04-11,1.5748
2000-04-12,0.7752
2000-04-13,-0.7692
2000-04-14,-8.5271
2000-04-17,-2.5423999999999998
2000-04-18,17.8261
2000-04-19,-1.107
2000-04-20,-2.6119
2000-04-24,-3.0651
2000-04-25,1.1858
2000-04-26,-9.7656
2000-04-27,6.4935
2000-04-28,8.9431
2000-05-01,0.7463
2000-05-02,0.3704
2000-05-03,-0.738
2000-05-04,-0.0149
2000-05-05,1.1194
2000-05-08,-2.583
2000-05-09,2.2727
2000-05-10,-1.8519
2000-05-11,3.0189
2000-05-12,-1.4652
2000-05-15,2.6022
2000-05-16,-1.087
2000-05-17,0.0
2000-05-18,3.2967
2000-05-19,-1.4184
2000-05-22,-4.6763
