ticker,HSD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.9412000000000003
2000-01-04,6.0606
2000-01-05,0.0
2000-01-06,2.8571
2000-01-07,0.0
2000-01-10,5.5556
2000-01-11,0.0
2000-01-12,2.6316
2000-01-13,0.0
2000-01-14,0.0
2000-01-18,0.0
2000-01-19,2.5641
2000-01-20,-2.5
2000-01-21,0.0
2000-01-24,-2.5641
2000-01-25,0.0
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,2.6316
2000-01-31,-5.1282
2000-02-01,8.1081
2000-02-02,-2.5
2000-02-03,0.0
2000-02-04,0.0
2000-02-07,-2.5641
2000-02-08,-2.6316
2000-02-09,-2.7027
2000-02-10,2.7778
2000-02-11,-5.4054
2000-02-14,5.7143
2000-02-15,-5.4054
2000-02-16,-2.8571
2000-02-17,0.0
2000-02-18,-2.9412000000000003
2000-02-22,0.0
2000-02-23,0.0
2000-02-24,0.0
2000-02-25,3.0303
2000-02-28,0.0
2000-02-29,2.9412000000000003
2000-03-01,0.0
2000-03-02,-2.8571
2000-03-03,0.0
2000-03-06,11.7647
2000-03-07,0.0
2000-03-08,2.6316
2000-03-09,0.0
2000-03-10,2.5641
2000-03-13,-2.5
2000-03-14,2.5641
2000-03-15,0.0
2000-03-16,5.0
2000-03-17,0.0
2000-03-20,0.0
2000-03-21,0.0
2000-03-22,4.7619
2000-03-23,-2.2727
2000-03-24,18.6047
2000-03-27,1.9607999999999999
2000-03-28,0.0
2000-03-29,-1.9231
2000-03-30,0.0
2000-03-31,0.0
2000-04-03,0.0
2000-04-04,1.9607999999999999
2000-04-05,0.0
2000-04-06,-1.9231
2000-04-07,1.9607999999999999
2000-04-10,-1.9231
2000-04-11,1.9607999999999999
2000-04-12,-1.9231
2000-04-13,0.0
2000-04-14,0.0
2000-04-17,0.0
2000-04-18,0.0
2000-04-19,0.0
2000-04-20,0.0
2000-04-24,1.9607999999999999
2000-04-25,0.0
2000-04-26,1.9231
2000-04-27,-1.8868
2000-04-28,0.0
2000-05-01,15.3846
2000-05-02,5.0
2000-05-03,0.0
2000-05-04,1.5873
2000-05-05,0.0
2000-05-08,0.0
2000-05-09,0.0
2000-05-10,1.5625
2000-05-11,-1.5385
2000-05-12,0.0
2000-05-15,0.0
2000-05-16,0.0
2000-05-17,1.5625
2000-05-18,0.0
2000-05-19,-1.5385
2000-05-22,1.5625
2000-05-23,-1.5385
2000-05-24,0.0
2000-05-25,0.0
2000-05-26,1.5625
2000-05-30,1.5385
2000-05-31,-1.5152
2000-06-01,1.5385
2000-06-02,-1.5152
2000-06-05,0.0
2000-06-06,1.5385
2000-06-07,1.5152
