ticker,TGX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.2069
2000-01-04,1.4706000000000001
2000-01-05,1.4493
2000-01-06,17.1429
2000-01-07,-3.6585
2000-01-10,1.2658
2000-01-11,-1.25
2000-01-12,1.8987
2000-01-13,-2.4845
2000-01-14,-5.7325
2000-01-18,4.7297
2000-01-19,-2.5806
2000-01-20,3.3113
2000-01-21,-0.641
2000-01-24,-0.6452
2000-01-25,0.0
2000-01-26,-0.6494
2000-01-27,1.3072
2000-01-28,-1.2903
2000-01-31,6.5359
2000-02-01,9.2025
2000-02-02,-2.809
2000-02-03,-0.578
2000-02-04,1.1628
2000-02-07,2.8736
2000-02-08,5.5866
2000-02-09,-2.6455
2000-02-10,2.1739
2000-02-11,-2.1277
2000-02-14,-2.7174
2000-02-15,-3.9106
2000-02-16,9.8837
2000-02-17,1.5873
2000-02-18,0.0
2000-02-22,21.3542
2000-02-23,-4.721
2000-02-24,-1.3514
2000-02-25,-4.1096
2000-02-28,-4.7619
2000-02-29,10.5
2000-03-01,0.905
2000-03-02,1.3453
2000-03-03,0.0
2000-03-06,-0.885
2000-03-07,1.7856999999999998
2000-03-08,10.526299999999999
2000-03-09,4.7619
2000-03-10,-6.0606
2000-03-13,-0.8065
2000-03-14,-10.9756
2000-03-15,-5.9361
2000-03-16,0.9709
2000-03-17,0.9615
2000-03-20,-3.8095
2000-03-21,5.4455
2000-03-22,14.0845
2000-03-23,-5.7613
2000-03-24,-0.4367
2000-03-27,-2.6316
2000-03-28,0.0
2000-03-29,-0.9009
2000-03-30,-7.2727
2000-03-31,4.902
2000-04-03,-5.1402
2000-04-04,-4.4335
2000-04-05,-1.5464
2000-04-06,-3.6649000000000003
2000-04-07,0.5435
2000-04-10,-8.1081
2000-04-11,-6.4706
2000-04-12,0.6289
2000-04-13,0.625
2000-04-14,-8.0745
2000-04-17,0.6757
2000-04-18,-18.1208
2000-04-19,-4.0984
2000-04-20,5.9829
2000-04-24,16.129
2000-04-25,0.6944
2000-04-26,-1.3793
2000-04-27,7.6923
2000-04-28,3.2468
2000-05-01,-0.6289
2000-05-02,-4.4304
2000-05-03,-1.3245
2000-05-04,-0.6711
2000-05-05,1.3514
2000-05-08,-1.3333
2000-05-09,2.7027
2000-05-10,-7.8947
2000-05-11,0.7143
2000-05-12,1.4184
2000-05-15,-2.0979
2000-05-16,2.8571
2000-05-17,-4.1667
2000-05-18,0.7246
2000-05-19,-2.1583
2000-05-22,-4.4118
2000-05-23,0.0
