ticker,NGT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.6061
2000-01-04,2.4096
2000-01-05,2.3529
2000-01-06,6.8966
2000-01-07,0.5376
2000-01-10,0.0
2000-01-11,-1.0695000000000001
2000-01-12,-1.6216
2000-01-13,3.8462
2000-01-14,-3.7037
2000-01-18,3.2967
2000-01-19,2.1277
2000-01-20,-0.5208
2000-01-21,0.5236
2000-01-24,1.0417
2000-01-25,0.0
2000-01-26,1.5464
2000-01-27,-1.5228000000000002
2000-01-28,0.5155
2000-01-31,2.5641
2000-02-01,-1.0
2000-02-02,1.0101
2000-02-03,-0.5
2000-02-04,2.0101
2000-02-07,-1.4778
2000-02-08,0.5
2000-02-09,0.995
2000-02-10,0.4926
2000-02-11,0.0
2000-02-14,0.9804
2000-02-15,0.0
2000-02-16,0.9709
2000-02-17,0.0
2000-02-18,0.9615
2000-02-22,1.4285999999999999
2000-02-23,-1.4085
2000-02-24,0.9524
2000-02-25,-4.4288
2000-02-28,1.5228000000000002
2000-02-29,0.0
2000-03-01,0.0
2000-03-02,-0.5
2000-03-03,-0.5025
2000-03-06,-1.0101
2000-03-07,-2.0408
2000-03-08,-1.0417
2000-03-09,-0.5263
2000-03-10,1.0582
2000-03-13,-2.6178
2000-03-14,5.3763
2000-03-15,0.0
2000-03-16,-2.0408
2000-03-17,-2.6042
2000-03-20,2.1390000000000002
2000-03-21,1.0471
2000-03-22,0.5181
2000-03-23,-0.5155
2000-03-24,2.5907
2000-03-27,-1.0101
2000-03-28,1.5306
2000-03-29,-2.0101
2000-03-30,-0.5128
2000-03-31,0.0
2000-04-03,0.5155
2000-04-04,2.5641
2000-04-05,-0.5
2000-04-06,0.5025
2000-04-07,-0.5
2000-04-10,1.005
2000-04-11,0.0
2000-04-12,-0.995
2000-04-13,-1.005
2000-04-14,-0.5076
2000-04-17,1.5306
2000-04-18,-1.005
2000-04-19,-0.5076
2000-04-20,-0.5102
2000-04-24,2.0513
2000-04-25,1.5074999999999998
2000-04-26,-1.9802
2000-04-27,0.0
2000-04-28,1.0101
2000-05-01,3.0
2000-05-02,-0.9709
2000-05-03,0.0
2000-05-04,-0.4902
2000-05-05,-0.9852
2000-05-08,0.4975
2000-05-09,0.495
2000-05-10,-2.4631
2000-05-11,2.5253
2000-05-12,-0.4926
2000-05-15,0.9901
2000-05-16,1.9607999999999999
2000-05-17,-2.4038
2000-05-18,1.9704000000000002
2000-05-19,-1.4493
2000-05-22,-0.9804
2000-05-23,0.9901
