ticker,UVV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.7397
2000-01-04,1.6901000000000002
2000-01-05,1.385
2000-01-06,-1.6503
2000-01-07,3.662
2000-01-10,4.0761
2000-01-11,-0.2611
2000-01-12,-2.0942
2000-01-13,2.1390000000000002
2000-01-14,0.0
2000-01-18,-3.4031000000000002
2000-01-19,-0.813
2000-01-20,-3.5519
2000-01-21,0.2833
2000-01-24,-2.5423999999999998
2000-01-25,-2.029
2000-01-26,0.2959
2000-01-27,-0.59
2000-01-28,-1.7804
2000-01-31,-1.2085
2000-02-01,-1.2232
2000-02-02,-0.6192
2000-02-03,0.6231
2000-02-04,0.3096
2000-02-07,-2.4691
2000-02-08,-1.8987
2000-02-09,1.2903
2000-02-10,-0.9554
2000-02-11,-2.5723000000000003
2000-02-14,-1.3201
2000-02-15,0.0
2000-02-16,-2.6756
2000-02-17,-0.3436
2000-02-18,-1.0345
2000-02-22,0.0
2000-02-23,-2.0906
2000-02-24,-1.7793999999999999
2000-02-25,-1.8115999999999999
2000-02-28,-2.583
2000-02-29,-0.7576
2000-03-01,-1.145
2000-03-02,-2.3166
2000-03-03,-1.9763
2000-03-06,-0.8065
2000-03-07,-2.8455
2000-03-08,0.0
2000-03-09,-0.8368
2000-03-10,-2.9536
2000-03-13,-0.8696
2000-03-14,-1.7544
2000-03-15,1.7856999999999998
2000-03-16,1.7544
2000-03-17,-1.2931
2000-03-20,3.0568
2000-03-21,0.0
2000-03-22,-2.1186
2000-03-23,-2.5974
2000-03-24,0.0
2000-03-27,1.7778
2000-03-28,-5.2402
2000-03-29,4.1475
2000-03-30,6.1947
2000-03-31,0.4167
2000-04-03,6.2241
2000-04-04,2.7344
2000-04-05,1.5209000000000001
2000-04-06,4.8539
2000-04-07,-0.3636
2000-04-10,-3.6496
2000-04-11,2.6515
2000-04-12,13.6531
2000-04-13,-3.8961
2000-04-14,1.6892
2000-04-17,0.0
2000-04-18,-1.6611
2000-04-19,0.0
2000-04-20,2.027
2000-04-24,-2.9801
2000-04-25,0.6826
2000-04-26,1.0169
2000-04-27,1.6779
2000-04-28,-0.33
2000-05-01,2.3179
2000-05-02,1.6181
2000-05-03,-2.2293
2000-05-04,1.3029
2000-05-05,0.6431
2000-05-08,1.278
2000-05-09,0.6309
2000-05-10,-0.3135
2000-05-11,1.5723
2000-05-12,0.9288
2000-05-15,6.135
2000-05-16,1.7341
2000-05-17,-0.5682
2000-05-18,-1.4285999999999999
2000-05-19,-0.2899
