ticker,PAS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.4651
2000-01-04,-4.6296
2000-01-05,-2.9126
2000-01-06,-0.5
2000-01-07,-1.5074999999999998
2000-01-10,2.0408
2000-01-11,-1.5
2000-01-12,4.0609
2000-01-13,-2.9268
2000-01-14,-1.5074999999999998
2000-01-18,-0.5102
2000-01-19,-3.5897
2000-01-20,-0.5319
2000-01-21,0.0
2000-01-24,-3.7433
2000-01-25,0.0
2000-01-26,6.6667
2000-01-27,0.0
2000-01-28,-2.0833
2000-01-31,6.9149
2000-02-01,-2.4876
2000-02-02,-2.551
2000-02-03,2.0942
2000-02-04,2.5641
2000-02-07,1.0
2000-02-08,0.9901
2000-02-09,0.4902
2000-02-10,-2.9268
2000-02-11,-1.5074999999999998
2000-02-14,1.0204
2000-02-15,2.0202
2000-02-16,0.0
2000-02-17,1.4851
2000-02-18,0.0
2000-02-22,-0.4878
2000-02-23,-1.4706000000000001
2000-02-24,-2.4876
2000-02-25,1.0204
2000-02-28,1.0101
2000-02-29,0.0
2000-03-01,6.0
2000-03-02,-6.3019
2000-03-03,-6.0606
2000-03-06,-3.7634
2000-03-07,-4.4693
2000-03-08,1.1696
2000-03-09,3.4682
2000-03-10,0.5587
2000-03-13,-2.2222
2000-03-14,0.5682
2000-03-15,5.0847
2000-03-16,4.3011
2000-03-17,-4.1237
2000-03-20,3.2258
2000-03-21,3.125
2000-03-22,-3.5354
2000-03-23,-0.5236
2000-03-24,-0.5263
2000-03-27,-1.5873
2000-03-28,-0.5376
2000-03-29,0.5405
2000-03-30,5.3763
2000-03-31,13.7755
2000-04-03,-11.2108
2000-04-04,0.0
2000-04-05,-3.5354
2000-04-06,3.1414
2000-04-07,-2.0305
2000-04-10,0.5181
2000-04-11,1.5464
2000-04-12,0.0
2000-04-13,-2.0305
2000-04-14,-2.5907
2000-04-17,4.7872
2000-04-18,1.5228000000000002
2000-04-19,-5.5
2000-04-20,-2.6455
2000-04-24,-1.6303999999999998
2000-04-25,1.105
2000-04-26,0.0
2000-04-27,-2.7321999999999997
2000-04-28,2.809
2000-05-01,-0.5464
2000-05-02,1.0989
2000-05-03,2.1739
2000-05-04,0.5319
2000-05-05,2.1164
2000-05-08,0.5181
2000-05-09,0.5155
2000-05-10,0.0
2000-05-11,1.5385
2000-05-12,-0.5051
2000-05-15,1.5228000000000002
2000-05-16,-3.5
2000-05-17,-0.5181
2000-05-18,0.5208
2000-05-19,-0.5181
2000-05-22,-1.5625
