ticker,RYL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.878
2000-01-04,-2.849
2000-01-05,0.2933
2000-01-06,-0.5848
2000-01-07,3.5294
2000-01-10,1.1364
2000-01-11,-0.5618
2000-01-12,-2.3616
2000-01-13,-1.1594
2000-01-14,-0.2933
2000-01-18,-1.1764999999999999
2000-01-19,-1.4881
2000-01-20,0.0
2000-01-21,0.0
2000-01-24,-3.6254
2000-01-25,-4.0752
2000-01-26,-15.3595
2000-01-27,10.4247
2000-01-28,-5.2448
2000-01-31,-2.952
2000-02-01,-2.6616
2000-02-02,-0.3906
2000-02-03,1.1764999999999999
2000-02-04,-1.5504
2000-02-07,0.3937
2000-02-08,0.3922
2000-02-09,-4.6875
2000-02-10,0.0
2000-02-11,1.6393
2000-02-14,2.8226
2000-02-15,2.3529
2000-02-16,0.3831
2000-02-17,4.1985
2000-02-18,0.0
2000-02-22,0.3663
2000-02-23,-0.365
2000-02-24,0.0
2000-02-25,1.8315000000000001
2000-02-28,1.4388
2000-02-29,0.7092
2000-03-01,-2.1127
2000-03-02,3.5971
2000-03-03,2.4306
2000-03-06,-6.1017
2000-03-07,0.361
2000-03-08,0.7194
2000-03-09,-1.7856999999999998
2000-03-10,-0.3636
2000-03-13,-4.0146
2000-03-14,-1.1407
2000-03-15,6.9231
2000-03-16,7.554
2000-03-17,0.0
2000-03-20,-0.3344
2000-03-21,2.0134
2000-03-22,1.3158
2000-03-23,0.0
2000-03-24,0.3247
2000-03-27,3.2362
2000-03-28,-2.5078
2000-03-29,2.2508
2000-03-30,-0.6289
2000-03-31,-5.0633
2000-04-03,6.6667
2000-04-04,-1.875
2000-04-05,0.6369
2000-04-06,-3.7975
2000-04-07,1.3158
2000-04-10,0.6494
2000-04-11,1.2903
2000-04-12,1.7962
2000-04-13,0.9404
2000-04-14,-4.6584
2000-04-17,-3.9088000000000003
2000-04-18,0.339
2000-04-19,3.3784
2000-04-20,0.6536
2000-04-24,-1.2987
2000-04-25,1.6447
2000-04-26,1.2945
2000-04-27,0.9585
2000-04-28,1.8987
2000-05-01,3.1056
2000-05-02,1.8072
2000-05-03,-0.2959
2000-05-04,2.0772
2000-05-05,0.0
2000-05-08,-0.8721
2000-05-09,0.5865
2000-05-10,-1.1662
2000-05-11,0.59
2000-05-12,-1.4663
2000-05-15,1.4881
2000-05-16,3.5191
2000-05-17,0.5666
2000-05-18,-0.5634
2000-05-19,-2.5496
2000-05-22,-3.7791
2000-05-23,-0.3021
