ticker,GTK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.8409
2000-01-04,-0.5848
2000-01-05,-0.2941
2000-01-06,-0.59
2000-01-07,3.2641
2000-01-10,3.7356
2000-01-11,-4.7091
2000-01-12,0.5814
2000-01-13,-0.578
2000-01-14,-0.8721
2000-01-18,-0.2933
2000-01-19,3.5294
2000-01-20,1.4205
2000-01-21,-0.5602
2000-01-24,-3.9436999999999998
2000-01-25,0.2933
2000-01-26,0.5848
2000-01-27,-0.2907
2000-01-28,2.3324
2000-01-31,1.4245
2000-02-01,-0.5618
2000-02-02,0.0
2000-02-03,2.2599
2000-02-04,-0.5525
2000-02-07,-0.8333
2000-02-08,-0.2801
2000-02-09,1.9663
2000-02-10,-2.2039
2000-02-11,-2.8169
2000-02-14,0.0
2000-02-15,-0.2899
2000-02-16,0.0
2000-02-17,-2.907
2000-02-18,-0.5988
2000-02-22,-1.2048
2000-02-23,1.5244
2000-02-24,-3.6036
2000-02-25,-0.3115
2000-02-28,-2.5
2000-02-29,2.5641
2000-03-01,0.9375
2000-03-02,-4.3344
2000-03-03,0.3236
2000-03-06,-0.7258
2000-03-07,-0.8936
2000-03-08,-0.3279
2000-03-09,3.6184
2000-03-10,-1.5873
2000-03-13,-3.2258
2000-03-14,-1.6667
2000-03-15,-2.3729
2000-03-16,5.5556
2000-03-17,1.9737
2000-03-20,-0.3226
2000-03-21,-0.9709
2000-03-22,0.9804
2000-03-23,-1.6181
2000-03-24,1.3158
2000-03-27,-0.974
2000-03-28,-0.3279
2000-03-29,-2.6316
2000-03-30,3.7161999999999997
2000-03-31,-3.2573
2000-04-03,1.3468
2000-04-04,0.3322
2000-04-05,-1.3245
2000-04-06,2.6846
2000-04-07,2.9412000000000003
2000-04-10,-0.6349
2000-04-11,1.278
2000-04-12,3.4699999999999998
2000-04-13,2.7439
2000-04-14,-2.6706
2000-04-17,-2.1341
2000-04-18,1.5575999999999999
2000-04-19,-1.5337
2000-04-20,1.8692
2000-04-24,-1.8349
2000-04-25,1.5575999999999999
2000-04-26,-1.8405
2000-04-27,1.25
2000-04-28,2.4691
2000-05-01,-1.506
2000-05-02,-0.9174
2000-05-03,-2.4691
2000-05-04,1.5823
2000-05-05,0.9346
2000-05-08,1.8519
2000-05-09,-1.5152
2000-05-10,1.8462
2000-05-11,3.3233
2000-05-12,4.386
2000-05-15,1.6806999999999999
2000-05-16,-1.1019
2000-05-17,-3.3426
2000-05-18,1.7290999999999999
2000-05-19,-2.8329
