ticker,MDC US Equity
2000-05-25,-0.9868
2000-05-26,1.9933999999999998
2000-05-30,0.0
2000-05-31,0.6515
2000-06-01,0.6472
2000-06-02,2.5723000000000003
2000-06-05,-3.4483
2000-06-06,-0.6494
2000-06-07,-0.6536
2000-06-08,1.3158
2000-06-09,1.2987
2000-06-12,0.3205
2000-06-13,0.0
2000-06-14,0.639
2000-06-15,-4.7619
2000-06-16,-2.6667
2000-06-19,1.7123
2000-06-20,-6.3972999999999995
2000-06-21,-1.7986
2000-06-22,-0.3663
2000-06-23,0.0
2000-06-26,5.5147
2000-06-27,-0.3484
2000-06-28,4.1958
2000-06-29,1.3423
2000-06-30,-1.3245
2000-07-03,1.6779
2000-07-05,0.6601
2000-07-06,2.2951
2000-07-07,-1.9231
2000-07-10,0.0
2000-07-11,3.5948
2000-07-12,0.3155
2000-07-13,1.8868
2000-07-14,0.9259
2000-07-17,-0.3058
2000-07-18,-1.227
2000-07-19,-0.3106
2000-07-20,1.2461
2000-07-21,-1.8462
2000-07-24,-1.8809
2000-07-25,4.4728
2000-07-26,0.9174
2000-07-27,-1.2121
2000-07-28,-6.135
2000-07-31,4.5752
2000-08-01,1.2375
2000-08-02,-2.1672
2000-08-03,4.1139
2000-08-04,1.2158
2000-08-07,8.1081
2000-08-08,7.2222
2000-08-09,1.8135
2000-08-10,-4.0712
2000-08-11,3.4483
2000-08-14,1.0256
2000-08-15,-2.7919
2000-08-16,-3.9164
2000-08-17,7.6087
2000-08-18,-1.0101
2000-08-21,0.5102
2000-08-22,-0.1269
2000-08-23,-1.3977
2000-08-24,2.5773
2000-08-25,-2.2613
2000-08-28,-3.856
2000-08-29,-3.2086
2000-08-30,0.5525
2000-08-31,10.1648
2000-09-01,-1.2469000000000001
2000-09-05,-0.2525
2000-09-06,1.0127
2000-09-07,0.0
2000-09-08,-0.2506
2000-09-11,-0.5025
2000-09-12,2.7778
2000-09-13,-1.4742
2000-09-14,-0.2494
2000-09-15,-4.5
2000-09-18,-4.4503
2000-09-19,-4.6575
2000-09-20,2.5862
2000-09-21,0.5602
2000-09-22,-2.2284
2000-09-25,0.2849
2000-09-26,9.943200000000001
2000-09-27,5.4264
2000-09-28,2.9412000000000003
2000-09-29,-0.9524
2000-10-02,4.3269
2000-10-03,1.3825
2000-10-04,4.0909
2000-10-05,-4.1485
2000-10-06,-2.0501
2000-10-09,2.5581
2000-10-10,1.3605
2000-10-11,-2.0134
2000-10-12,-3.1963
2000-10-13,-1.6509
2000-10-16,0.9592
2000-10-17,-0.4751
2000-10-18,2.3866
2000-10-19,0.9324
2000-10-20,-0.9238
2000-10-23,-0.4662
2000-10-24,0.4684
2000-10-25,-2.331
2000-10-26,-2.148
2000-10-27,0.9756
2000-10-30,4.3478
2000-10-31,1.3889
2000-11-01,2.0548
2000-11-02,0.6711
2000-11-03,-0.4533
2000-11-06,-3.8031
2000-11-07,5.5814
2000-11-08,0.0
2000-11-09,5.2863
2000-11-10,3.3473
2000-11-13,-0.8097
2000-11-14,1.0204
2000-11-15,-0.6061
2000-11-16,-0.813
2000-11-17,-1.0246
2000-11-20,-3.3125999999999998
2000-11-21,-2.1413
2000-11-22,-0.6565
2000-11-24,0.8811
2000-11-27,2.1834
2000-11-28,0.2137
2000-11-29,-1.0661
2000-11-30,-3.2328
2000-12-01,4.2316
2000-12-04,-0.5128
2000-12-05,7.3883
2000-12-06,-0.128
2000-12-07,2.0506
2000-12-08,4.427
2000-12-11,0.6915
2000-12-12,1.5228000000000002
2000-12-13,-0.3824
2000-12-14,-3.7496
2000-12-15,0.0
2000-12-18,0.4294
2000-12-19,-1.6494
2000-12-20,-4.9689
2000-12-21,0.817
2000-12-22,4.4084
2000-12-26,1.6764999999999999
2000-12-27,0.7328
2000-12-28,1.5459
2000-12-29,-1.6418
2001-01-02,-0.7891
2001-01-03,0.1835
2001-01-04,1.9847000000000001
2001-01-05,0.5389
2001-01-08,1.6974
2001-01-09,7.1742
2001-01-10,-0.1913
2001-01-11,1.9436
2001-01-12,4.8872
2001-01-16,-1.3057
2001-01-17,-3.3722
2001-01-18,-3.7584
2001-01-19,-7.5872
2001-01-22,1.8714
2001-01-23,3.4074
2001-01-24,4.0115
2001-01-25,0.551
2001-01-26,0.5479
2001-01-29,1.2262
2001-01-30,-3.7685
2001-01-31,-3.4965
2001-02-01,3.8609
2001-02-02,1.1378
2001-02-05,14.0164
2001-02-06,2.6667
2001-02-07,5.0909
2001-02-08,-4.7207
2001-02-09,-1.4267
2001-02-12,2.0526
2001-02-13,-2.5271
2001-02-14,0.1323
2001-02-15,-0.6605
2001-02-16,-2.4734
2001-02-20,-4.5541
2001-02-21,-0.9429
2001-02-22,-5.1341
2001-02-23,12.3442
2001-02-26,-0.6766
2001-02-27,-1.6349
2001-02-28,-0.9695
2001-03-01,-3.7762000000000002
2001-03-02,2.3256
2001-03-05,3.267
2001-03-06,4.3466000000000005
2001-03-07,1.2919
2001-03-08,-2.9151
2001-03-09,1.3405
2001-03-12,-5.291
2001-03-13,-0.2793
2001-03-14,-4.6218
2001-03-15,0.5874
2001-03-16,-2.4234
2001-03-19,1.7056
2001-03-20,7.6493
2001-03-21,0.9839
2001-03-22,-6.4953
2001-03-23,4.1389
2001-03-26,-0.0834
2001-03-27,-0.6954
2001-03-28,8.4034
2001-03-29,-0.1292
2001-03-30,1.8111000000000002
2001-04-02,0.0
2001-04-03,-4.1423
2001-04-04,2.5981
2001-04-05,0.7494
2001-04-06,-5.1039
2001-04-09,6.8919
2001-04-10,1.8963
2001-04-11,-0.4467
2001-04-12,4.013
2001-04-16,-0.7908
2001-04-17,-2.971
2001-04-18,3.6843
2001-04-19,0.8403
2001-04-20,0.0
2001-04-23,0.5952
2001-04-24,2.1065
2001-04-25,-0.3245
2001-04-26,0.5581
2001-04-27,7.4237
2001-04-30,-7.3843
2001-05-01,-1.3947
2001-05-02,-8.9816
2001-05-03,0.8806
2001-05-04,1.5918
2001-05-07,2.2025
2001-05-08,-0.2973
2001-05-09,-1.6149
2001-05-10,3.5354
2001-05-11,-3.6585
2001-05-14,-1.4684
2001-05-15,2.518
2001-05-16,-8.5213
2001-05-17,2.3836
2001-05-18,-2.7295
2001-05-21,-6.7675
2001-05-22,1.1508
2001-05-23,-5.4842
2001-05-24,2.1605
2001-05-25,-3.3837
2001-05-29,-0.2814
2001-05-30,0.3763
2001-05-31,-1.4995
2001-06-01,3.8376
2001-06-04,1.2523
2001-06-05,-3.3183
2001-06-06,2.3401
2001-06-07,0.9146
2001-06-08,1.2387
2001-06-11,-1.5219
2001-06-12,-0.4545
2001-06-13,-0.4566
2001-06-14,-0.9174
2001-06-15,-0.7716
2001-06-18,1.3064
2001-06-19,1.0132
2001-06-20,5.9271
2001-06-21,1.8938000000000001
2001-06-22,-5.3224
2001-06-25,0.7436
2001-06-26,1.8601
2001-06-27,2.3188
2001-06-28,4.7309
2001-06-29,-4.2467
2001-07-02,4.0113
2001-07-03,1.9011
2001-07-05,2.2122
2001-07-06,0.2608
2001-07-09,-0.1821
2001-07-10,2.8661
2001-07-11,0.4813
2001-07-12,1.336
2001-07-13,2.5622
2001-07-16,0.2425
2001-07-17,-1.1614
2001-07-18,6.9767
2001-07-19,1.1442
2001-07-20,-1.5836999999999999
2001-07-23,-2.2989
2001-07-24,-3.6706
2001-07-25,-1.5877
2001-07-26,0.1489
2001-07-27,-0.917
2001-07-30,-1.2006000000000001
2001-07-31,6.1772
2001-08-01,-0.6915
2001-08-02,-1.8007
2001-08-03,-3.6675
2001-08-06,-9.0863
2001-08-07,-2.3776
2001-08-08,-2.8367
2001-08-09,0.2064
2001-08-10,-0.0589
2001-08-13,-0.9128
2001-08-14,-0.4458
2001-08-15,0.2985
2001-08-16,2.8274
2001-08-17,-3.589
2001-08-20,1.1708
2001-08-21,-2.4036
2001-08-22,-3.01
2001-08-23,0.9404
2001-08-24,3.7267
2001-08-27,-4.9401
2001-08-28,0.1575
2001-08-29,-0.5031
2001-08-30,-3.6029999999999998
2001-08-31,0.0
2001-09-04,-0.6557
2001-09-05,-0.9901
2001-09-06,-3.0
2001-09-07,-0.3436
2001-09-10,-0.2759
2001-09-17,-8.0221
2001-09-18,-1.5038
2001-09-19,-3.0534
2001-09-20,-3.3465
2001-09-21,1.0183
2001-09-24,8.4274
2001-09-25,0.4091
2001-09-26,-0.7407
2001-09-27,-3.3955
2001-09-28,7.0684
2001-10-01,-4.1847
2001-10-02,2.5979
2001-10-03,8.2569
2001-10-04,-0.8136
2001-10-05,-2.9733
2001-10-08,-2.7827
2001-10-09,-0.1812
2001-10-10,7.1143
2001-10-11,3.4565
2001-10-12,-2.6204
2001-10-15,-2.7918
2001-10-16,-3.1488
2001-10-17,-4.7874
2001-10-18,0.2627
2001-10-19,1.8338
2001-10-22,-3.2341
2001-10-23,-0.8735
2001-10-24,0.0
2001-10-25,2.7203
2001-10-26,2.0142
2001-10-29,-3.4735
2001-10-30,-0.7197
2001-10-31,1.7551
2001-11-01,5.3618
2001-11-02,-1.1032
2001-11-05,-0.6477
2001-11-06,1.1256
2001-11-07,6.0682
2001-11-08,3.216
2001-11-09,-4.1981
2001-11-12,3.3893
2001-11-13,6.7219
2001-11-14,0.9929
2001-11-15,-3.533
2001-11-16,1.4968
2001-11-19,0.251
2001-11-20,-2.3474
2001-11-21,0.3205
2001-11-23,2.7157
2001-11-26,-3.0793
2001-11-27,-1.027
2001-11-28,2.3022
2001-11-29,4.3423
2001-11-30,8.7181
2001-12-03,1.397
2001-12-04,2.232
2001-12-05,7.1698
2001-12-06,-2.7666
2001-12-07,-0.8019
2001-12-10,0.5215
2001-12-11,0.1297
2001-12-12,3.1088
2001-12-13,5.1633
2001-12-14,-3.5742000000000003
2001-12-17,1.1175
2001-12-18,0.8625
2001-12-19,1.0155
2001-12-20,-2.1164
2001-12-21,0.2703
2001-12-24,2.0485
2001-12-26,1.5584
2001-12-27,-0.4941
2001-12-28,-0.575
2001-12-31,-0.6572
2002-01-02,-0.8732
2002-01-03,-0.961
2002-01-04,2.1563
2002-01-07,-1.4512
2002-01-08,0.8032
2002-01-09,0.8499
2002-01-10,-3.6081
2002-01-11,-4.9454
2002-01-14,2.0408
2002-01-15,1.831
2002-01-16,-1.1895
2002-01-17,3.3035
2002-01-18,-0.1355
2002-01-22,-0.9498
2002-01-23,1.3425
2002-01-24,2.1627
2002-01-25,1.1908
2002-01-28,0.8107
2002-01-29,3.3204000000000002
2002-01-30,4.3184000000000005
2002-01-31,-3.4176
2002-02-01,0.623
2002-02-04,1.0401
2002-02-05,-0.6863
2002-02-06,-2.3486000000000002
2002-02-07,-2.9114
2002-02-08,-0.0782
2002-02-11,2.166
2002-02-12,0.613
2002-02-13,-1.4978
2002-02-14,-1.2629000000000001
2002-02-15,-1.2006999999999999
2002-02-19,2.2457
2002-02-20,-0.4393
2002-02-21,0.0519
2002-02-22,0.1816
2002-02-25,2.9259
2002-02-26,6.5409
2002-02-27,1.2279
2002-02-28,2.3793
2002-03-01,0.524
2002-03-04,5.9837
2002-03-05,-4.2558
2002-03-06,2.658
2002-03-07,1.3925
2002-03-08,-0.1288
2002-03-11,0.1289
2002-03-12,0.9871
2002-03-13,-0.4675
2002-03-14,-3.2878
2002-03-15,-1.457
2002-03-18,-1.4113
2002-03-19,1.9087
2002-03-20,-2.1182
2002-03-21,-4.3736
2002-03-22,2.2868
2002-03-25,-2.0959
2002-03-26,8.4206
2002-03-27,-3.2032
2002-03-28,-2.0852
2002-04-01,-1.6204
2002-04-02,0.1647
2002-04-03,0.9866
2002-04-04,0.1396
2002-04-05,1.7654
2002-04-08,4.9989
2002-04-09,4.2826
2002-04-10,0.1251
2002-04-11,-1.9155
2002-04-12,1.8679999999999999
2002-04-15,-1.3961000000000001
2002-04-16,0.803
2002-04-17,2.2851
2002-04-18,-2.6235
2002-04-19,2.0627
2002-04-22,1.6911
2002-04-23,0.9126
2002-04-24,1.2661
2002-04-25,-0.3572
2002-04-26,-2.4099
2002-04-29,1.4082
2002-04-30,1.6301
2002-05-01,0.2772
2002-05-02,3.0608
2002-05-03,1.1688
2002-05-06,-4.053
2002-05-07,1.6186
2002-05-08,-1.8288
2002-05-09,-0.1189
2002-05-10,-3.373
2002-05-13,-0.5749
2002-05-14,2.974
2002-05-15,-1.2234
2002-05-16,-7.0254
2002-05-17,2.4896
2002-05-20,2.2161
2002-05-21,-4.065
2002-05-22,0.4998
2002-05-23,2.3568
2002-05-24,-1.2674
2002-05-28,-1.1125
2002-05-29,-1.1251
2002-05-30,-3.1072
2002-05-31,0.5194
2002-06-03,-2.9656000000000002
2002-06-04,-0.2084
2002-06-05,3.8515
2002-06-06,0.7819
2002-06-07,4.7883
2002-06-10,-2.2636
2002-06-11,-0.7576
2002-06-12,0.6543
2002-06-13,-4.117
2002-06-14,2.1469
2002-06-17,3.4292
2002-06-18,3.7861000000000002
2002-06-19,3.7304
2002-06-20,-1.2517
2002-06-21,0.0
2002-06-24,0.0604
2002-06-25,-1.9908000000000001
2002-06-26,1.0874
2002-06-27,2.4559
2002-06-28,3.0111
2002-07-01,0.6731
2002-07-02,-3.4002
2002-07-03,-0.435
2002-07-05,4.1509
2002-07-08,-2.1739
2002-07-09,-1.2671000000000001
2002-07-10,-1.4808
2002-07-11,-4.4088
2002-07-12,-1.3208
2002-07-15,-0.1487
2002-07-16,-10.1915
2002-07-17,3.6721
2002-07-18,-3.5648999999999997
2002-07-19,-4.6209
2002-07-22,-6.4348
2002-07-23,3.2926
2002-07-24,5.6555
2002-07-25,-1.2652
2002-07-26,0.0493
2002-07-29,9.0887
2002-07-30,-1.445
2002-07-31,-4.6964
2002-08-01,-0.8894
2002-08-02,-6.8397
2002-08-05,0.1822
2002-08-06,5.1302
2002-08-07,-1.1147
2002-08-08,4.0581
2002-08-09,1.9499
2002-08-12,-1.9599
2002-08-13,-0.7466
2002-08-14,0.7037
2002-08-15,5.7831
2002-08-16,-1.1617
2002-08-19,1.982
2002-08-20,-1.7852999999999999
2002-08-21,-0.9434
2002-08-22,3.7398
2002-08-23,-3.605
2002-08-26,2.3229
2002-08-27,-4.8808
2002-08-28,-1.2411
2002-08-29,-3.2141
2002-08-30,0.3745
2002-09-03,-5.796
2002-09-04,8.5292
2002-09-05,-1.7275
2002-09-06,0.2476
2002-09-09,3.3836
2002-09-10,-0.215
2002-09-11,0.3112
2002-09-12,-4.2959
2002-09-13,3.2419000000000002
2002-09-16,-0.2657
2002-09-17,-3.4875
2002-09-18,-1.6311
2002-09-19,-7.551
2002-09-20,2.787
2002-09-23,-2.4966
2002-09-24,-2.2577
2002-09-25,0.7042
2002-09-26,4.2797
2002-09-27,-3.4871
2002-09-30,-1.8899
2002-10-01,2.8612
2002-10-02,-2.3134
2002-10-03,-2.7065
2002-10-04,-4.6363
2002-10-07,-6.2899
2002-10-08,6.3554
2002-10-09,-8.5671
2002-10-10,10.4035
2002-10-11,5.3458
2002-10-14,-0.5447
2002-10-15,7.9562
2002-10-16,-4.5928
2002-10-17,9.5158
2002-10-18,-1.5845
2002-10-21,5.2973
2002-10-22,-6.4858
2002-10-23,4.3249
2002-10-24,-4.1709
2002-10-25,1.8729
2002-10-28,-4.8679
2002-10-29,2.6673999999999998
2002-10-30,-2.492
2002-10-31,2.2888
2002-11-01,0.5061
2002-11-04,1.5107
2002-11-05,-1.6449
2002-11-06,2.3626
2002-11-07,-8.6878
2002-11-08,-3.1241
2002-11-11,-2.2281
2002-11-12,-1.4693
2002-11-13,1.0651
2002-11-14,2.9509
2002-11-15,1.3747
2002-11-18,-2.914
2002-11-19,-2.526
2002-11-20,2.439
2002-11-21,4.7024
2002-11-22,-0.5117
2002-11-25,3.8857
2002-11-26,-2.9153000000000002
2002-11-27,3.3711
2002-11-29,-2.165
2002-12-02,0.1681
2002-12-03,-4.9216999999999995
2002-12-04,-0.7941
2002-12-05,-0.7115
2002-12-06,2.0006
2002-12-09,-0.2049
2002-12-10,2.5521000000000003
2002-12-11,0.7437
2002-12-12,3.8614
2002-12-13,-1.4489
2002-12-16,5.5201
2002-12-17,1.2618
2002-12-18,-0.0519
2002-12-19,2.2857
2002-12-20,0.8126
2002-12-23,-0.1763
2002-12-24,0.1009
2002-12-26,-0.7814
2002-12-27,-1.4228
2002-12-30,-2.3711
2002-12-31,1.0032
2003-01-02,4.9399
2003-01-03,-3.2628
2003-01-06,1.1843
2003-01-07,0.229
2003-01-08,1.1424
2003-01-09,-0.4769
2003-01-10,1.6393
2003-01-13,1.2407
2003-01-14,0.1716
2003-01-15,-1.8106
2003-01-16,3.4139
2003-01-17,-1.0843
2003-01-21,-1.8514
2003-01-22,-1.514
2003-01-23,2.8226
2003-01-24,-2.2059
2003-01-27,-1.6541000000000001
2003-01-28,-0.2294
2003-01-29,2.2733
2003-01-30,-3.0969
2003-01-31,1.8041
2003-02-03,-0.8861
2003-02-04,0.3831
2003-02-05,2.0908
2003-02-06,-3.3217
2003-02-07,-1.5758
2003-02-10,1.5223
2003-02-11,-1.4995
2003-02-12,-0.9449
2003-02-13,-1.4308
2003-02-14,3.5484
2003-02-18,2.5441000000000003
2003-02-19,-1.4177
2003-02-20,-1.6692
2003-02-21,1.1752
2003-02-24,-2.4006
2003-02-25,2.2216
2003-02-26,-1.9664000000000001
2003-02-27,-0.5015
2003-02-28,-0.4244
2003-03-03,-0.293
2003-03-04,-4.0342
2003-03-05,0.6125
2003-03-06,-0.1384
2003-03-07,1.7732999999999999
2003-03-10,-1.5791
2003-03-11,0.7746
2003-03-12,1.5646
2003-03-13,3.2432
2003-03-14,-0.2618
2003-03-17,1.9948000000000001
2003-03-18,-0.5661
2003-03-19,1.2681
2003-03-20,0.2811
2003-03-21,3.7207
2003-03-24,-3.0467
2003-03-25,-0.6589
2003-03-26,-0.3827
2003-03-27,-0.1536
2003-03-28,0.0256
2003-03-31,-1.5897000000000001
2003-04-01,2.0584
2003-04-02,3.8805
2003-04-03,0.172
2003-04-04,-1.5947
2003-04-07,4.1636
2003-04-08,-0.0957
2003-04-09,0.575
2003-04-10,0.1667
2003-04-11,1.5457999999999998
2003-04-14,2.6464
2003-04-15,1.4146
2003-04-16,-0.6074
2003-04-17,0.7243
2003-04-21,-0.5618
2003-04-22,2.5989
2003-04-23,0.8811
2003-04-24,-0.6332
2003-04-25,-1.8237999999999999
2003-04-28,2.6634
2003-04-29,-0.109
2003-04-30,0.6111
2003-05-01,-1.5401
2003-05-02,2.0048
2003-05-05,-0.0864
2003-05-06,0.5837
2003-05-07,1.354
2003-05-08,5.1293
2003-05-09,0.0
2003-05-12,1.7337
2003-05-13,-0.5025
2003-05-14,-0.1318
2003-05-15,1.3412
2003-05-16,-2.2565
2003-05-19,-2.2641999999999998
2003-05-20,-0.159
2003-05-21,0.4322
2003-05-22,3.9185
2003-05-23,5.1003
2003-05-27,-0.4355
2003-05-28,2.6869
2003-05-29,-0.7505
2003-05-30,1.7576
2003-06-02,0.0402
2003-06-03,-0.1004
2003-06-04,2.5322
2003-06-05,1.7835999999999999
2003-06-06,-2.6574
2003-06-09,-3.8576
2003-06-10,2.8807
2003-06-11,6.0
2003-06-12,-1.7925
2003-06-13,-1.6138
2003-06-16,3.3197
2003-06-17,-1.9656
2003-06-18,-2.5834
2003-06-19,-0.1583
2003-06-20,-4.559
2003-06-23,-0.4154
2003-06-24,0.5631
2003-06-25,-2.6545
2003-06-26,5.5603
2003-06-27,-0.8073
2003-06-30,-1.7701
2003-07-01,1.8434
2003-07-02,1.7896999999999998
2003-07-03,-1.0989
2003-07-07,3.3939
2003-07-08,2.0125
2003-07-09,-0.3639
2003-07-10,-2.4221
2003-07-11,-0.6107
2003-07-14,2.9534000000000002
2003-07-15,-3.6773
2003-07-16,-0.9394
2003-07-17,-0.4237
2003-07-18,0.0811
2003-07-21,-0.7896
2003-07-22,2.6939
2003-07-23,0.8744
2003-07-24,0.0
2003-07-25,0.4925
2003-07-28,0.6665
2003-07-29,-2.6095
2003-07-30,1.3797
2003-07-31,-1.854
2003-08-01,-3.8384
2003-08-04,1.8809
2003-08-05,-1.4359
2003-08-06,2.8928000000000003
2003-08-07,0.5259
2003-08-08,2.2334
2003-08-11,-1.299
2003-08-12,0.9272
2003-08-13,-3.5453
2003-08-14,0.5339
2003-08-15,1.9607999999999999
2003-08-18,0.4607
2003-08-19,2.7318
2003-08-20,0.8346
2003-08-21,0.5582
2003-08-22,-2.0865
2003-08-25,0.8602
2003-08-26,-0.7366
2003-08-27,-0.8592
2003-08-28,1.3394
2003-08-29,-0.6997
2003-09-02,0.2153
2003-09-03,2.832
2003-09-04,2.1842
2003-09-05,-2.5651
2003-09-08,0.9157
2003-09-09,-1.8526
2003-09-10,-3.9869
2003-09-11,1.7050999999999998
2003-09-12,0.5128
2003-09-15,1.5110000000000001
2003-09-16,1.5657999999999999
2003-09-17,-1.1801
2003-09-18,2.4653
2003-09-19,0.094
2003-09-22,-1.9718
2003-09-23,0.1341
2003-09-24,0.4018
2003-09-25,1.2767
2003-09-26,-1.6933
2003-09-29,0.823
2003-09-30,2.5057
2003-10-01,8.5185
2003-10-02,0.3072
2003-10-03,0.5614
2003-10-06,3.8741
2003-10-07,0.0326
2003-10-08,1.1885
2003-10-09,2.3009
2003-10-10,-1.5885
2003-10-13,3.0686
2003-10-14,0.5582
2003-10-15,-2.0817
2003-10-16,0.2677
2003-10-17,0.0942
2003-10-20,1.9928
2003-10-21,-0.0615
2003-10-22,-0.4464
2003-10-23,2.0411
2003-10-24,-1.3942
2003-10-27,2.6894
2003-10-28,1.0177
2003-10-29,0.8741
2003-10-30,-0.7784
2003-10-31,-0.3552
2003-11-03,1.79
2003-11-04,-0.7895
2003-11-05,3.3009
2003-11-06,0.0
2003-11-07,-5.6348
2003-11-10,-2.8723
2003-11-11,0.7626
2003-11-12,2.1934
2003-11-13,-0.0605
2003-11-14,-2.3745
2003-11-17,-1.007
2003-11-18,0.8764
2003-11-19,1.4893
2003-11-20,0.9783
2003-11-21,0.6055
2003-11-24,4.1228
2003-11-25,-0.1445
2003-11-26,-0.4342
2003-11-28,0.814
2003-12-01,1.658
2003-12-02,0.2127
2003-12-03,-1.3162
2003-12-04,-1.219
2003-12-05,0.0581
2003-12-08,2.5827
2003-12-09,-4.1726
2003-12-10,-8.4871
2003-12-11,2.7419000000000002
2003-12-12,0.5651
2003-12-15,-1.6078999999999999
2003-12-16,1.0471
2003-12-17,0.5338
2003-12-18,0.1406
2003-12-19,1.5284
2003-12-22,1.8433000000000002
2003-12-23,-0.6335
2003-12-24,-1.275
2003-12-26,1.1378
2003-12-29,0.1368
2003-12-30,-0.4099
2003-12-31,-1.6768
2004-01-02,-4.155
2004-01-05,-1.8441
2004-01-06,2.5049
2004-01-07,-0.0482
2004-01-08,-3.8443
2004-01-09,4.4329
2004-01-12,-5.4461
2004-01-13,0.7623
2004-01-14,2.8077
2004-01-15,2.2077
2004-01-16,0.4
2004-01-20,0.6375
2004-01-21,5.004
2004-01-22,0.3469
2004-01-23,0.1202
2004-01-26,-0.06
2004-01-27,-0.1202
2004-01-28,-6.6917
2004-01-29,1.2409
2004-01-30,-0.2706
2004-02-02,2.0112
2004-02-03,1.3769
2004-02-04,-2.4541
2004-02-05,0.4905
2004-02-06,3.8104
2004-02-09,-0.2958
2004-02-10,0.0305
2004-02-11,3.154
2004-02-12,-0.8715
2004-02-13,-0.4768
2004-02-17,2.8897
2004-02-18,-0.9022
2004-02-19,-0.6608
2004-02-20,-1.9364
2004-02-23,-0.8894
2004-02-24,0.3042
2004-02-25,1.7286000000000001
2004-02-26,3.8307
2004-02-27,1.1054
2004-03-01,5.1683
2004-03-02,0.567
2004-03-03,-0.2819
2004-03-04,3.5878
2004-03-05,1.2152
2004-03-08,-1.1158
2004-03-09,-1.2998
2004-03-10,-2.0839
2004-03-11,-0.0887
2004-03-12,2.9586
2004-03-15,-0.6178
2004-03-16,-0.2313
2004-03-17,-0.6956
2004-03-18,-0.0146
2004-03-19,-1.4886
2004-03-22,-0.4
2004-03-23,0.2826
2004-03-24,0.1928
2004-03-25,0.7402
2004-03-26,0.5584
2004-03-29,-0.2338
2004-03-30,3.0028
2004-03-31,0.1138
2004-04-01,0.4119
2004-04-02,-4.258
2004-04-05,-2.8811999999999998
2004-04-06,0.6846
2004-04-07,-0.0302
2004-04-08,-1.0278
2004-04-12,-0.6414
2004-04-13,-0.9991
2004-04-14,0.7297
2004-04-15,0.5703
2004-04-16,1.6245
2004-04-19,-2.8653
2004-04-20,-2.2667
2004-04-21,1.0643
2004-04-22,3.0179
2004-04-23,-2.7312
2004-04-26,0.0157
2004-04-27,2.4937
2004-04-28,-2.9686
2004-04-29,-2.6652
2004-04-30,0.1134
2004-05-03,0.1457
2004-05-04,-0.2101
2004-05-05,0.5668
2004-05-06,-2.8341
2004-05-07,-4.6735
2004-05-10,-0.8693
2004-05-11,0.8616
2004-05-12,1.0286
2004-05-13,1.415
2004-05-14,0.5445
2004-05-17,-1.5908
2004-05-18,1.6337000000000002
2004-05-19,-1.9797
2004-05-20,1.3292
2004-05-21,1.8569
2004-05-24,2.4586
2004-05-25,3.8198
2004-05-26,-0.0786
2004-05-27,0.9441
2004-05-28,0.2806
2004-06-01,-1.4457
