ticker,AZR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.023
2000-01-04,0.5988
2000-01-05,-1.1905000000000001
2000-01-06,0.0
2000-01-07,0.0
2000-01-10,-0.6024
2000-01-11,-3.6364
2000-01-12,1.2579
2000-01-13,1.2422
2000-01-14,0.0
2000-01-18,2.454
2000-01-19,-1.1976
2000-01-20,-0.6061
2000-01-21,-3.0488
2000-01-24,-3.1447
2000-01-25,5.8442
2000-01-26,-4.908
2000-01-27,2.5806
2000-01-28,-3.1447
2000-01-31,-0.6494
2000-02-01,3.9215999999999998
2000-02-02,-1.8868
2000-02-03,0.0
2000-02-04,1.2821
2000-02-07,-2.5316
2000-02-08,1.2987
2000-02-09,-2.5641
2000-02-10,-2.6316
2000-02-11,1.3514
2000-02-14,1.3333
2000-02-15,1.3158
2000-02-16,-0.6494
2000-02-17,0.6536
2000-02-18,-2.5974
2000-02-22,-4.0
2000-02-23,-0.6944
2000-02-24,-1.3986
2000-02-25,0.7092
2000-02-28,0.7042
2000-02-29,6.2937
2000-03-01,1.3158
2000-03-02,0.0
2000-03-03,1.2987
2000-03-06,-1.9231
2000-03-07,2.6144
2000-03-08,3.8217
2000-03-09,2.454
2000-03-10,0.0
2000-03-13,-1.7964
2000-03-14,-1.2195
2000-03-15,-0.6173
2000-03-16,0.6211
2000-03-17,1.8519
2000-03-20,0.6061
2000-03-21,-2.4096
2000-03-22,0.0
2000-03-23,-1.2346
2000-03-24,-1.875
2000-03-27,0.0
2000-03-28,-1.2739
2000-03-29,-1.9355
2000-03-30,0.0
2000-03-31,0.0
2000-04-03,1.9737
2000-04-04,-3.2258
2000-04-05,-2.6667
2000-04-06,4.7945
2000-04-07,3.9215999999999998
2000-04-10,-5.0314
2000-04-11,3.3113
2000-04-12,-2.5641
2000-04-13,-1.3158
2000-04-14,-0.6667
2000-04-17,-0.6711
2000-04-18,12.1622
2000-04-19,9.6386
2000-04-20,5.4945
2000-04-24,-4.1667
2000-04-25,3.2609
2000-04-26,-1.0526
2000-04-27,0.5319
2000-04-28,1.0582
2000-05-01,1.5707
2000-05-02,-0.5155
2000-05-03,4.6632
2000-05-04,-0.495
2000-05-05,-1.99
2000-05-08,0.5076
2000-05-09,-1.5152
2000-05-10,-4.1026
2000-05-11,6.4171
2000-05-12,-1.005
2000-05-15,0.0
2000-05-16,2.0305
2000-05-17,0.995
2000-05-18,1.4778
2000-05-19,-2.4272
2000-05-22,-1.99
2000-05-23,0.5076
2000-05-24,2.0202
