ticker,SIB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.5139
2000-01-04,-2.5455
2000-01-05,0.0
2000-01-06,1.4925
2000-01-07,2.2059
2000-01-10,-0.7194
2000-01-11,-1.087
2000-01-12,-2.9304
2000-01-13,8.4906
2000-01-14,-1.5652
2000-01-18,1.7668
2000-01-19,-2.0833
2000-01-20,0.7092
2000-01-21,-2.4648
2000-01-24,-1.444
2000-01-25,0.3663
2000-01-26,2.1898
2000-01-27,0.0
2000-01-28,0.7143
2000-01-31,-3.5461
2000-02-01,2.5735
2000-02-02,-1.1039
2000-02-03,0.365
2000-02-04,-1.4545
2000-02-07,-0.369
2000-02-08,0.7407
2000-02-09,1.1029
2000-02-10,-1.0909
2000-02-11,0.7353
2000-02-14,-0.365
2000-02-15,0.7326
2000-02-16,-2.9091
2000-02-17,-0.3745
2000-02-18,-3.3835
2000-02-22,0.3891
2000-02-23,-1.5504
2000-02-24,1.5748
2000-02-25,-1.5504
2000-02-28,1.9685000000000001
2000-02-29,2.7027
2000-03-01,2.2556
2000-03-02,-0.3676
2000-03-03,1.476
2000-03-06,0.0
2000-03-07,-1.0909
2000-03-08,1.4706000000000001
2000-03-09,3.9855
2000-03-10,-3.4843
2000-03-13,-1.083
2000-03-14,-0.365
2000-03-15,1.8315000000000001
2000-03-16,0.7194
2000-03-17,0.0
2000-03-20,-1.4285999999999999
2000-03-21,-0.7246
2000-03-22,3.6496
2000-03-23,-1.4085
2000-03-24,-2.5
2000-03-27,-1.0989
2000-03-28,0.7407
2000-03-29,-0.3676
2000-03-30,-1.107
2000-03-31,2.2388
2000-04-03,1.0949
2000-04-04,3.9711
2000-04-05,-1.0417
2000-04-06,0.3509
2000-04-07,-3.1469
2000-04-10,0.0
2000-04-11,0.0
2000-04-12,1.083
2000-04-13,-2.1429
2000-04-14,-2.9196999999999997
2000-04-17,0.7519
2000-04-18,0.7463
2000-04-19,-0.3704
2000-04-20,2.6022
2000-04-24,-4.3478
2000-04-25,0.0
2000-04-26,1.8939
2000-04-27,1.1152
2000-04-28,1.4412
2000-05-01,-1.0949
2000-05-02,-1.476
2000-05-03,-1.1236
2000-05-04,0.7576
2000-05-05,1.8797000000000001
2000-05-08,-1.476
2000-05-09,-0.7491
2000-05-10,-1.8868
2000-05-11,1.9231
2000-05-12,3.0189
2000-05-15,0.0
2000-05-16,0.0
2000-05-17,-0.3663
2000-05-18,-0.7353
2000-05-19,-1.8519
2000-05-22,-1.1320999999999999
