ticker,DME US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.1983
2000-01-04,-1.7621
2000-01-05,1.7936999999999999
2000-01-06,-1.7621
2000-01-07,0.0
2000-01-10,0.0
2000-01-11,0.0
2000-01-12,0.0
2000-01-13,5.3812
2000-01-14,1.2766
2000-01-18,-3.3613
2000-01-19,-2.1739
2000-01-20,-1.3333
2000-01-21,0.4505
2000-01-24,-1.7936999999999999
2000-01-25,0.4566
2000-01-26,4.5455
2000-01-27,-2.1739
2000-01-28,0.0
2000-01-31,0.4444
2000-02-01,0.4425
2000-02-02,-2.2026
2000-02-03,-2.2523
2000-02-04,0.4608
2000-02-07,-3.6696999999999997
2000-02-08,-0.9524
2000-02-09,-0.0192
2000-02-10,-4.3478
2000-02-11,1.0101
2000-02-14,-3.5
2000-02-15,1.5544
2000-02-16,2.0408
2000-02-17,0.5
2000-02-18,-4.4776
2000-02-22,0.0
2000-02-23,0.0
2000-02-24,-3.125
2000-02-25,4.8387
2000-02-28,7.6923
2000-02-29,-7.1429
2000-03-01,3.5897
2000-03-02,-2.4752
2000-03-03,5.0761
2000-03-06,14.9758
2000-03-07,-1.6806999999999999
2000-03-08,-3.8462
2000-03-09,7.1111
2000-03-10,0.8299
2000-03-13,-1.2346
2000-03-14,-0.4167
2000-03-15,3.7657
2000-03-16,1.6129
2000-03-17,1.1905000000000001
2000-03-20,-1.1764999999999999
2000-03-21,1.9841
2000-03-22,3.5019
2000-03-23,0.7519
2000-03-24,-1.1194
2000-03-27,-2.6414999999999997
2000-03-28,2.7132
2000-03-29,0.0
2000-03-30,1.1320999999999999
2000-03-31,10.4478
2000-04-03,-5.0676
2000-04-04,-0.7117
2000-04-05,-0.7168
2000-04-06,-2.8881
2000-04-07,0.3717
2000-04-10,2.2222
2000-04-11,-0.7246
2000-04-12,4.0146
2000-04-13,0.3509
2000-04-14,-6.993
2000-04-17,6.015
2000-04-18,0.3546
2000-04-19,0.7067
2000-04-20,2.1053
2000-04-24,-1.3746
2000-04-25,4.878
2000-04-26,1.3289
2000-04-27,-1.6393
2000-04-28,0.0
2000-05-01,2.6667
2000-05-02,-0.974
2000-05-03,-0.9836
2000-05-04,-0.3311
2000-05-05,0.3322
2000-05-08,-4.6358
2000-05-09,-1.3889
2000-05-10,-0.7042
2000-05-11,1.7730000000000001
2000-05-12,0.3484
2000-05-15,-2.0833
2000-05-16,0.7092
2000-05-17,-5.1831
2000-05-18,1.4925
2000-05-19,-2.2059
2000-05-22,-1.1278
