ticker,DME US Equity
2000-05-23,3.0418
2000-05-24,4.428
2000-05-25,-3.5336
2000-05-26,6.9597
2000-05-30,1.3699
2000-05-31,-1.3514
2000-06-01,2.3973
2000-06-02,2.3411
2000-06-05,-3.268
2000-06-06,0.6757
2000-06-07,-1.0067
2000-06-08,-1.0169
2000-06-09,-0.6849
2000-06-12,0.3448
2000-06-13,-0.3436
2000-06-14,-2.069
2000-06-15,-4.5775
2000-06-16,-1.845
2000-06-19,1.5038
2000-06-20,-0.3704
2000-06-21,-2.2305
2000-06-22,-0.3802
2000-06-23,3.0534
2000-06-26,-2.5926
2000-06-27,2.6616
2000-06-28,-1.8519
2000-06-29,3.0189
2000-06-30,-7.6923
2000-07-03,5.5556
2000-07-05,2.2556
2000-07-06,0.3676
2000-07-07,-7.326
2000-07-10,-1.1858
2000-07-11,2.0
2000-07-12,2.3529
2000-07-13,-2.682
2000-07-14,1.1811
2000-07-17,0.3891
2000-07-18,-0.3876
2000-07-19,-0.3891
2000-07-20,3.125
2000-07-21,-1.1364
2000-07-24,-1.5326
2000-07-25,-1.9455
2000-07-26,-0.3968
2000-07-27,3.1873
2000-07-28,0.0
2000-07-31,-0.3861
2000-08-01,3.4884
2000-08-02,1.8727
2000-08-03,0.3676
2000-08-04,2.9304
2000-08-07,0.0
2000-08-08,-0.7117
2000-08-09,0.7168
2000-08-10,1.0676
2000-08-11,-0.7042
2000-08-14,-1.4184
2000-08-15,0.7194
2000-08-16,0.7143
2000-08-17,-1.4184
2000-08-18,0.7194
2000-08-21,-0.3571
2000-08-22,1.7921
2000-08-23,1.5070000000000001
2000-08-24,-1.3937
2000-08-25,0.0
2000-08-28,1.0601
2000-08-29,1.049
2000-08-30,0.346
2000-08-31,1.3793
2000-09-01,-0.3401
2000-09-05,1.3652
2000-09-06,1.6835
2000-09-07,2.3179
2000-09-08,2.9126
2000-09-11,4.0881
2000-09-12,-3.3233
2000-09-13,0.3125
2000-09-14,0.3115
2000-09-15,7.4534
2000-09-18,-0.578
2000-09-19,0.5814
2000-09-20,-3.1792
2000-09-21,-2.3881
2000-09-22,2.7523
2000-09-25,1.7856999999999998
2000-09-26,0.5848
2000-09-27,5.5233
2000-09-28,4.1322
2000-09-29,-5.8201
2000-10-02,0.2809
2000-10-03,0.2801
2000-10-04,1.6760000000000002
2000-10-05,4.9451
2000-10-06,-0.7853
2000-10-09,-2.6385
2000-10-10,-4.607
2000-10-11,-0.8523
2000-10-12,-0.5731
2000-10-13,7.4928
2000-10-16,1.3405
2000-10-17,-2.9101
2000-10-18,-0.2725
2000-10-19,3.0055
2000-10-20,0.5305
2000-10-23,0.2639
2000-10-24,-1.5789
2000-10-25,-2.1390000000000002
2000-10-26,-0.5464
2000-10-27,4.9451
2000-10-30,3.4031000000000002
2000-10-31,-1.0127
2000-11-01,0.2558
2000-11-02,-1.0204
2000-11-03,-1.2887
2000-11-06,-0.5222
2000-11-07,-0.7874
2000-11-08,0.7937
2000-11-09,1.3123
2000-11-10,0.5181
2000-11-13,-3.0928
2000-11-14,0.0
2000-11-15,-1.5957
2000-11-16,-0.5405
2000-11-17,-0.2717
2000-11-20,-0.8174
2000-11-21,2.9121
2000-11-22,-2.681
2000-11-24,2.2039
2000-11-27,0.8086
2000-11-28,0.0
2000-11-29,4.0107
2000-11-30,2.3136
2000-12-01,1.2563
2000-12-04,-0.7444
2000-12-05,6.5
2000-12-06,-0.939
2000-12-07,2.6066000000000003
2000-12-08,-0.4619
2000-12-11,-0.464
2000-12-12,-2.5641
2000-12-13,-1.1962
2000-12-14,-1.4527999999999999
2000-12-15,-0.2457
2000-12-18,8.1281
2000-12-19,-0.9112
2000-12-20,0.6897
2000-12-21,2.968
2000-12-22,3.3259
2000-12-26,3.0043
2000-12-27,-1.6667
2000-12-28,0.6356
2000-12-29,-0.4211
2001-01-02,-3.1618
2001-01-03,-3.7445
2001-01-04,-5.0343
2001-01-05,-1.4458
2001-01-08,0.7335
2001-01-09,1.6989999999999998
2001-01-10,4.7733
2001-01-11,-4.328
2001-01-12,-0.4762
2001-01-16,3.3493
2001-01-17,-0.2315
2001-01-18,-4.8724
2001-01-19,2.9268
2001-01-22,3.0806
2001-01-23,2.2989
2001-01-24,-0.6742
2001-01-25,2.7149
2001-01-26,-0.6608
2001-01-29,1.1086
2001-01-30,-0.5614
2001-01-31,-2.2936
2001-02-01,3.2142
2001-02-02,1.4696
2001-02-05,0.3103
2001-02-06,1.4094
2001-02-07,-1.661
2001-02-08,1.7235
2001-02-09,0.3728
2001-02-12,1.2154
2001-02-13,1.4009
2001-02-14,-0.7895
2001-02-15,-1.3639000000000001
2001-02-16,1.1804000000000001
2001-02-20,-0.3333
2001-02-21,-2.1739
2001-02-22,-1.3675
2001-02-23,-2.1144
2001-02-26,3.7535
2001-02-27,0.6485
2001-02-28,1.3902999999999999
2001-03-01,0.5686
2001-03-02,5.4207
2001-03-05,-1.8927
2001-03-06,0.1608
2001-03-07,1.5409000000000002
2001-03-08,-0.411
2001-03-09,3.8413
2001-03-12,-6.9092
2001-03-13,1.1494
2001-03-14,-2.9221
2001-03-15,2.1739
2001-03-16,2.8151
2001-03-19,1.8784
2001-03-20,-1.25
2001-03-21,-2.3734
2001-03-22,-2.7553
2001-03-23,3.9333
2001-03-26,2.6299
2001-03-27,0.0938
2001-03-28,-0.0312
2001-03-29,-0.406
2001-03-30,2.6968
2001-04-02,0.3359
2001-04-03,-2.4954
2001-04-04,-2.9026
2001-04-05,0.2893
2001-04-06,2.5321
2001-04-09,2.3757
2001-04-10,0.8244
2001-04-11,-0.4543
2001-04-12,-0.0608
2001-04-16,-1.8265
2001-04-17,-0.2791
2001-04-18,3.2338
2001-04-19,-0.1506
2001-04-20,1.3575
2001-04-23,-1.4881
2001-04-24,0.0604
2001-04-25,-0.3623
2001-04-26,-1.0606
2001-04-27,1.807
2001-04-30,0.3309
2001-05-01,0.2999
2001-05-02,0.6876
2001-05-03,-1.0986
2001-05-04,2.5218
2001-05-07,-1.9034
2001-05-08,0.8955
2001-05-09,0.6509
2001-05-10,0.9994
2001-05-11,0.3492
2001-05-14,-0.232
2001-05-15,0.5523
2001-05-16,3.527
2001-05-17,-0.1121
2001-05-18,-1.4025
2001-05-21,1.2802
2001-05-22,1.6292
2001-05-23,-0.5252
2001-05-24,-1.3615
2001-05-25,-0.7606
2001-05-29,-0.9367
2001-05-30,0.1433
2001-05-31,1.0014
2001-06-01,0.4816
2001-06-04,1.4942
2001-06-05,1.7222
2001-06-06,0.5188
2001-06-07,-1.3855
2001-06-08,-0.8264
2001-06-11,-0.7778
2001-06-12,0.7839
2001-06-13,0.3611
2001-06-14,-0.5536
2001-06-15,0.9185
2001-06-18,-1.2135
2001-06-19,1.3959
2001-06-20,1.1289
2001-06-21,3.6755
2001-06-22,-3.1513
2001-06-25,2.7657
2001-06-26,-0.5277
2001-06-27,-0.1326
2001-06-28,1.992
2001-06-29,-2.9948
2001-07-02,3.4899
2001-07-03,0.3372
2001-07-05,0.2585
2001-07-06,-0.5931
2001-07-09,0.5966
2001-07-10,0.6447
2001-07-11,0.4099
2001-07-12,0.2807
2001-07-13,1.6539000000000001
2001-07-16,0.5257
2001-07-17,3.2122
2001-07-18,1.9300000000000002
2001-07-19,-1.7751000000000001
2001-07-20,-2.0482
2001-07-23,-0.369
2001-07-24,-0.2469
2001-07-25,1.0891
2001-07-26,-0.0979
2001-07-27,0.4412
2001-07-30,-0.244
2001-07-31,-0.318
2001-08-01,1.7178
2001-08-02,0.0
2001-08-03,-0.8926
2001-08-06,-0.1947
2001-08-07,0.4878
2001-08-08,-0.0485
2001-08-09,0.6314
2001-08-10,0.6274
2001-08-13,1.8944999999999999
2001-08-14,-0.6608
2001-08-15,-0.0238
2001-08-16,0.8793
2001-08-17,-0.5889
2001-08-20,-0.1659
2001-08-21,0.0475
2001-08-22,-1.8268
2001-08-23,0.29
2001-08-24,-5.6627
2001-08-27,-3.576
2001-08-28,2.0132
2001-08-29,0.3116
2001-08-30,0.3365
2001-08-31,-0.4128
2001-09-04,-0.0259
2001-09-05,-1.9176
2001-09-06,-1.4531
2001-09-07,-0.5362
2001-09-10,0.2965
2001-09-17,2.9293
2001-09-18,3.4987
2001-09-19,0.6559
2001-09-20,-6.5664
2001-09-21,-1.4217
2001-09-24,2.966
2001-09-25,0.6871
2001-09-26,1.0499
2001-09-27,1.8182
2001-09-28,0.3061
2001-10-01,0.6104
2001-10-02,1.7189
2001-10-03,-1.2177
2001-10-04,-2.0881
2001-10-05,2.0041
2001-10-08,-1.8892
2001-10-09,-1.5918
2001-10-10,-0.9914
2001-10-11,0.1318
2001-10-12,-2.9474
2001-10-15,4.5282
2001-10-16,1.1673
2001-10-17,-7.8718
2001-10-18,-4.2583
2001-10-19,0.0872
2001-10-22,1.5103
2001-10-23,-0.2003
2001-10-24,-1.9495
2001-10-25,0.7018
2001-10-26,0.4646
2001-10-29,-0.4624
2001-10-30,-0.8711
2001-10-31,-0.7616
2001-11-01,-3.5124
2001-11-02,0.6424
2001-11-05,4.1033
2001-11-06,0.146
2001-11-07,0.8455
2001-11-08,-1.8213
2001-11-09,1.7079
2001-11-12,0.4632
2001-11-13,1.8732
2001-11-14,-0.4243
2001-11-15,0.3977
2001-11-16,0.5093
2001-11-19,2.6836
2001-11-20,-1.2105
2001-11-21,-0.5848
2001-11-23,1.0924
2001-11-26,0.4433
2001-11-27,-1.3793
2001-11-28,-1.4266
2001-11-29,-0.1135
2001-11-30,-1.9318
2001-12-03,-0.3476
2001-12-04,0.9302
2001-12-05,-2.0737
2001-12-06,2.0294
2001-12-07,0.663
2001-12-10,0.2577
2001-12-11,-0.0286
2001-12-12,-0.4
2001-12-13,-1.3195999999999999
2001-12-14,0.1163
2001-12-17,0.1452
2001-12-18,1.1308
2001-12-19,-0.6594
2001-12-20,1.7316
2001-12-21,1.2766
2001-12-24,-1.2605
2001-12-26,0.4823
2001-12-27,0.6494
2001-12-28,0.4769
2001-12-31,0.7259
2002-01-02,-0.5543
2002-01-03,-0.641
2002-01-04,2.805
