ticker,RLR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.8708
2000-01-04,-3.6125
2000-01-05,-1.5332
2000-01-06,-1.0381
2000-01-07,-2.0979
2000-01-10,-1.4285999999999999
2000-01-11,-0.9058
2000-01-12,-1.4625
2000-01-13,-0.3711
2000-01-14,0.3724
2000-01-18,-3.3395
2000-01-19,-2.4952
2000-01-20,-4.4724
2000-01-21,0.8299
2000-01-24,-0.2058
2000-01-25,-2.0619
2000-01-26,-0.4211
2000-01-27,2.7484
2000-01-28,-2.0576
2000-01-31,-0.2101
2000-02-01,0.4211
2000-02-02,12.369
2000-02-03,1.8657
2000-02-04,-1.8315000000000001
2000-02-07,7.8358
2000-02-08,-1.7301
2000-02-09,-2.4648
2000-02-10,-3.6101
2000-02-11,-2.809
2000-02-14,0.7707
2000-02-15,-1.1472
2000-02-16,-2.5145
2000-02-17,-2.1825
2000-02-18,-2.4341
2000-02-22,1.2474
2000-02-23,-1.8479999999999999
2000-02-24,-2.0921
2000-02-25,0.2137
2000-02-28,-2.3454
2000-02-29,-2.4017
2000-03-01,1.7896999999999998
2000-03-02,-3.7363
2000-03-03,0.4566
2000-03-06,-7.2727
2000-03-07,-5.1471
2000-03-08,1.292
2000-03-09,1.0204
2000-03-10,2.5253
2000-03-13,-1.2315
2000-03-14,0.9975
2000-03-15,9.3827
2000-03-16,12.6411
2000-03-17,-2.2044
2000-03-20,-2.459
2000-03-21,2.521
2000-03-22,-1.6393
2000-03-23,9.1667
2000-03-24,-0.3817
2000-03-27,-6.5134
2000-03-28,1.6393
2000-03-29,-0.4032
2000-03-30,3.8462
2000-03-31,5.6530000000000005
2000-04-03,-5.7196
2000-04-04,-2.544
2000-04-05,-1.2048
2000-04-06,-1.8293
2000-04-07,-1.2422
2000-04-10,1.0482
2000-04-11,-0.4149
2000-04-12,4.1667
2000-04-13,-1.8
2000-04-14,-6.721
2000-04-17,0.655
2000-04-18,3.2538
2000-04-19,-1.7814999999999999
2000-04-20,-0.8621
2000-04-24,-0.4348
2000-04-25,9.1703
2000-04-26,-2.6
2000-04-27,1.232
2000-04-28,42.7992
2000-05-01,15.9091
2000-05-02,-0.2451
2000-05-03,-0.4914
2000-05-04,0.1235
2000-05-05,0.2466
2000-05-08,-0.246
2000-05-09,0.2466
2000-05-10,-0.123
2000-05-11,0.4926
2000-05-12,0.1225
2000-05-15,0.0
2000-05-16,0.1224
2000-05-17,0.2064
2000-05-18,-0.2059
2000-05-19,-0.1222
2000-05-22,0.0
2000-05-23,0.2448
2000-05-24,0.2442
2000-05-25,-0.1218
2000-05-26,0.4878
2000-05-30,0.0
2000-05-31,0.0
2000-06-01,0.1214
2000-06-02,-0.2424
2000-06-05,0.1215
2000-06-06,0.4854
2000-06-07,-0.1208
2000-06-08,0.1209
2000-06-09,0.1208
2000-06-12,0.1206
2000-06-13,0.6024
2000-06-14,0.0
2000-06-15,-0.479
2000-06-16,0.1203
2000-06-19,0.0
2000-06-20,0.3606
2000-06-21,0.0
2000-06-22,0.1198
2000-06-23,0.5981
2000-06-26,-0.1189
2000-06-27,0.119
2000-06-28,0.0
2000-06-29,0.0
2000-06-30,-0.1635
2000-07-03,0.1638
2000-07-05,0.1189
2000-07-06,0.1188
2000-07-07,0.0
2000-07-10,0.2372
2000-07-11,0.0
2000-07-12,0.0
2000-07-13,-0.1183
2000-07-14,0.1185
2000-07-17,-0.1183
2000-07-18,0.1185
2000-07-19,0.2367
2000-07-20,0.2975
2000-07-21,-0.1182
2000-07-24,0.0
2000-07-25,0.1183
2000-07-26,0.0
2000-07-27,0.4728
2000-07-28,-0.1176
2000-07-31,0.1178
2000-08-01,0.2353
2000-08-02,0.1174
2000-08-03,0.0
2000-08-04,0.0
2000-08-07,0.1172
2000-08-08,0.0
2000-08-09,0.2342
2000-08-10,0.0
2000-08-11,0.2336
2000-08-14,-0.1166
2000-08-15,0.0
2000-08-16,0.0
2000-08-17,-0.1167
2000-08-18,0.0
2000-08-21,0.2336
2000-08-22,0.0
2000-08-23,0.0
2000-08-24,0.2331
2000-08-25,0.0
2000-08-28,-0.2326
2000-08-29,0.1166
2000-08-30,-0.1164
2000-08-31,0.3497
2000-09-01,0.2323
