ticker,599864Q US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.4025
2000-01-04,-0.6579
2000-01-05,-0.6623
2000-01-06,1.3333
2000-01-07,1.9737
2000-01-10,1.2903
2000-01-11,-3.8217
2000-01-12,2.649
2000-01-13,3.2258
2000-01-14,0.3125
2000-01-18,3.1153
2000-01-19,-3.9275
2000-01-20,2.5157
2000-01-21,-4.4479
2000-01-24,-3.6917999999999997
2000-01-25,-1.6667
2000-01-26,-1.6949
2000-01-27,0.0
2000-01-28,-0.6897
2000-01-31,4.1667
2000-02-01,0.0
2000-02-02,0.0
2000-02-03,-1.9333
2000-02-04,-0.6803
2000-02-07,0.6849
2000-02-08,0.0
2000-02-09,0.0
2000-02-10,-1.7006999999999999
2000-02-11,-0.346
2000-02-14,1.3889
2000-02-15,-2.0548
2000-02-16,0.3497
2000-02-17,5.9233
2000-02-18,1.9737
2000-02-22,-1.2903
2000-02-23,-3.9215999999999998
2000-02-24,0.6803
2000-02-25,2.027
2000-02-28,-0.3311
2000-02-29,3.6545
2000-03-01,-1.9231
2000-03-02,-2.2876
2000-03-03,0.0
2000-03-06,2.0067
2000-03-07,-2.623
2000-03-08,1.3468
2000-03-09,5.3156
2000-03-10,-6.3091
2000-03-13,-2.6936
2000-03-14,-0.346
2000-03-15,2.7778
2000-03-16,2.3649
2000-03-17,1.3201
2000-03-20,-1.6287
2000-03-21,0.0
2000-03-22,1.9868000000000001
2000-03-23,-1.9481000000000002
2000-03-24,0.0
2000-03-27,-1.3245
2000-03-28,1.3423
2000-03-29,0.0
2000-03-30,2.9801
2000-03-31,-1.9293
2000-04-03,-0.3279
2000-04-04,-0.3289
2000-04-05,0.9901
2000-04-06,0.6536
2000-04-07,3.8961
2000-04-10,-0.625
2000-04-11,2.8302
2000-04-12,1.8349
2000-04-13,0.9009
2000-04-14,-2.0833
2000-04-17,0.0
2000-04-18,0.6079
2000-04-19,1.2085
2000-04-20,0.2985
2000-04-24,0.0
2000-04-25,2.0833
2000-04-26,0.5831
2000-04-27,0.2899
2000-04-28,-0.289
2000-05-01,-1.1594
2000-05-02,-0.8798
2000-05-03,-2.6036
2000-05-04,0.0
2000-05-05,2.7356
2000-05-08,-3.8462
2000-05-09,-5.8462
2000-05-10,-1.3072
2000-05-11,1.3245
2000-05-12,0.9804
2000-05-15,0.0
2000-05-16,0.0
2000-05-17,-1.2945
2000-05-18,-0.6557
2000-05-19,-0.6601
2000-05-22,0.6645
2000-05-23,-0.33
