ticker,BTF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.9355
2000-01-04,-1.8987
2000-01-05,-1.9355
2000-01-06,0.0
2000-01-07,0.6579
2000-01-10,0.6536
2000-01-11,0.0
2000-01-12,-1.2987
2000-01-13,2.6316
2000-01-14,0.0
2000-01-18,-1.2821
2000-01-19,-0.6494
2000-01-20,0.0
2000-01-21,0.0
2000-01-24,0.0
2000-01-25,0.0
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,-0.6536
2000-01-31,0.6579
2000-02-01,0.6536
2000-02-02,0.0
2000-02-03,0.0
2000-02-04,0.0
2000-02-07,0.6494
2000-02-08,0.0
2000-02-09,-1.2903
2000-02-10,-0.6536
2000-02-11,-0.6579
2000-02-14,-1.3245
2000-02-15,-0.6711
2000-02-16,0.0
2000-02-17,0.0
2000-02-18,0.6757
2000-02-22,-1.3423
2000-02-23,1.3605
2000-02-24,-1.3423
2000-02-25,-0.6803
2000-02-28,-3.4247
2000-02-29,0.0
2000-03-01,-0.7092
2000-03-02,0.7143
2000-03-03,1.4184
2000-03-06,-2.7972
2000-03-07,-0.7194
2000-03-08,-2.1739
2000-03-09,-1.4815
2000-03-10,3.7594
2000-03-13,-1.4493
2000-03-14,0.0
2000-03-15,2.9412000000000003
2000-03-16,2.8571
2000-03-17,0.0
2000-03-20,0.0
2000-03-21,1.3889
2000-03-22,1.3425
2000-03-23,2.0408
2000-03-24,-2.0
2000-03-27,2.0408
2000-03-28,0.0
2000-03-29,0.0
2000-03-30,2.0
2000-03-31,0.0
2000-04-03,1.9607999999999999
2000-04-04,-0.641
2000-04-05,1.2903
2000-04-06,0.6369
2000-04-07,0.0
2000-04-10,-1.2658
2000-04-11,-0.641
2000-04-12,1.9355
2000-04-13,0.6329
2000-04-14,-1.8868
2000-04-17,-1.2821
2000-04-18,0.6494
2000-04-19,0.0
2000-04-20,-0.6452
2000-04-24,1.9481000000000002
2000-04-25,0.6369
2000-04-26,-0.6329
2000-04-27,0.0
2000-04-28,-0.6369
2000-05-01,0.0
2000-05-02,1.2821
2000-05-03,-2.5316
2000-05-04,-1.2987
2000-05-05,0.0
2000-05-08,-1.3158
2000-05-09,-2.0
2000-05-10,-0.6803
2000-05-11,2.0548
2000-05-12,0.6711
2000-05-15,2.6667
2000-05-16,-1.2987
2000-05-17,-0.6579
2000-05-18,2.649
2000-05-19,-0.6452
2000-05-22,-0.6494
2000-05-23,-1.9607999999999999
2000-05-24,0.0
2000-05-25,-0.6667
