ticker,AP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,3.7037
2000-01-05,-3.5714
2000-01-06,8.642
2000-01-07,-0.5682
2000-01-10,3.4286
2000-01-11,4.9724
2000-01-12,-2.8421
2000-01-13,-5.4645
2000-01-14,-5.7803
2000-01-18,6.7485
2000-01-19,9.7701
2000-01-20,-1.5707
2000-01-21,-3.1915
2000-01-24,0.5495
2000-01-25,0.5464
2000-01-26,-2.1739
2000-01-27,0.5556
2000-01-28,-5.5249
2000-01-31,2.924
2000-02-01,7.3864
2000-02-02,1.0582
2000-02-03,2.6178
2000-02-04,2.0408
2000-02-07,-0.5
2000-02-08,-0.5025
2000-02-09,-2.0202
2000-02-10,1.0309
2000-02-11,1.0204
2000-02-14,-2.0202
2000-02-15,-3.0928
2000-02-16,-4.2553
2000-02-17,0.5556
2000-02-18,-2.2099
2000-02-22,2.8249
2000-02-23,-2.1978
2000-02-24,1.1236
2000-02-25,0.0
2000-02-28,6.1111
2000-02-29,1.5707
2000-03-01,0.0
2000-03-02,-3.0928
2000-03-03,-2.1277
2000-03-06,-4.3478
2000-03-07,1.7045
2000-03-08,-1.1173
2000-03-09,1.6949
2000-03-10,1.1111
2000-03-13,-1.0989
2000-03-14,-1.1111
2000-03-15,1.6854
2000-03-16,-0.5525
2000-03-17,-1.6667
2000-03-20,-1.6949
2000-03-21,-0.5747
2000-03-22,4.0462
2000-03-23,-1.6667
2000-03-24,-1.1299
2000-03-27,0.5714
2000-03-28,-1.7045
2000-03-29,1.1561
2000-03-30,-0.5714
2000-03-31,0.0
2000-04-03,2.2989
2000-04-04,-1.1236
2000-04-05,0.0
2000-04-06,0.0
2000-04-07,0.0
2000-04-10,0.0
2000-04-11,-1.1364
2000-04-12,0.3448
2000-04-13,-1.7341
2000-04-14,-1.1764999999999999
2000-04-17,-2.3810000000000002
2000-04-18,1.2195
2000-04-19,6.0241
2000-04-20,1.7045
2000-04-24,-0.5587
2000-04-25,-2.809
2000-04-26,1.7341
2000-04-27,4.5455
2000-04-28,0.0
2000-05-01,-1.6303999999999998
2000-05-02,-1.6575
2000-05-03,-1.1236
2000-05-04,0.0
2000-05-05,0.0
2000-05-08,0.0
2000-05-09,0.0
2000-05-10,0.0
2000-05-11,1.1364
2000-05-12,0.0
2000-05-15,7.8652
2000-05-16,-2.0833
2000-05-17,-1.5957
2000-05-18,-1.0811
2000-05-19,0.0
2000-05-22,-2.1858
2000-05-23,-0.5587
2000-05-24,-0.5618
