ticker,GLK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.2863
2000-01-04,-5.1163
2000-01-05,-0.4902
2000-01-06,1.4778
2000-01-07,2.9126
2000-01-10,-6.1321
2000-01-11,-2.0101
2000-01-12,0.8205
2000-01-13,3.5897
2000-01-14,0.0
2000-01-18,1.9802
2000-01-19,-6.7961
2000-01-20,-8.8542
2000-01-21,-2.8571
2000-01-24,-2.3529
2000-01-25,-2.4096
2000-01-26,-2.4691
2000-01-27,0.0
2000-01-28,-1.2658
2000-01-31,1.9231
2000-02-01,0.0
2000-02-02,0.6289
2000-02-03,1.25
2000-02-04,-2.4691
2000-02-07,0.0
2000-02-08,-1.8987
2000-02-09,-3.871
2000-02-10,-4.0268
2000-02-11,3.4965
2000-02-14,-0.6757
2000-02-15,-3.4013999999999998
2000-02-16,-3.5211
2000-02-17,0.0
2000-02-18,0.0
2000-02-22,-2.1898
2000-02-23,-5.9701
2000-02-24,3.9683
2000-02-25,3.8167999999999997
2000-02-28,0.0
2000-02-29,2.9412000000000003
2000-03-01,-7.8571
2000-03-02,-3.1008
2000-03-03,0.8
2000-03-06,-4.7619
2000-03-07,0.8333
2000-03-08,-4.9587
2000-03-09,3.4783
2000-03-10,3.3613
2000-03-13,-1.626
2000-03-14,-3.3058
2000-03-15,5.9829
2000-03-16,4.0323
2000-03-17,2.3256
2000-03-20,-3.7879
2000-03-21,1.5748
2000-03-22,3.1008
2000-03-23,0.0
2000-03-24,2.2556
2000-03-27,0.7353
2000-03-28,-15.3285
2000-03-29,5.1724
2000-03-30,4.0984
2000-03-31,-5.5118
2000-04-03,5.0
2000-04-04,-2.3810000000000002
2000-04-05,2.439
2000-04-06,-1.5873
2000-04-07,0.0
2000-04-10,0.8065
2000-04-11,1.6
2000-04-12,-2.6772
2000-04-13,4.918
2000-04-14,-7.0312
2000-04-17,0.0
2000-04-18,-7.563
2000-04-19,0.0
2000-04-20,-4.5455
2000-04-24,6.6667
2000-04-25,-0.8929
2000-04-26,0.9009
2000-04-27,1.7856999999999998
2000-04-28,0.8772
2000-05-01,6.9565
2000-05-02,-4.878
2000-05-03,-4.2735
2000-05-04,2.6786
2000-05-05,0.0
2000-05-08,0.0
2000-05-09,-1.7391
2000-05-10,0.0
2000-05-11,1.7699
2000-05-12,-4.3478
2000-05-15,4.5455
2000-05-16,7.8261
2000-05-17,-0.8065
2000-05-18,-1.626
2000-05-19,-0.8264
2000-05-22,-0.8333
2000-05-23,2.521
2000-05-24,-2.459
