ticker,AK US Equity
2000-05-23,-0.9756
2000-05-24,-2.4631
2000-05-25,-2.0202
2000-05-26,-2.0619
2000-05-30,2.6316
2000-05-31,-0.5128
2000-06-01,1.5464
2000-06-02,-1.5228000000000002
2000-06-05,-4.1237
2000-06-06,1.0753
2000-06-07,-4.7872
2000-06-08,2.7933
2000-06-09,0.0
2000-06-12,2.1739
2000-06-13,0.0
2000-06-14,2.1277
2000-06-15,4.6875
2000-06-16,-1.99
2000-06-19,1.5228000000000002
2000-06-20,-3.0
2000-06-21,-1.0309
2000-06-22,-4.1667
2000-06-23,-2.1739
2000-06-26,2.7778
2000-06-27,3.2432
2000-06-28,0.0
2000-06-29,0.0
2000-06-30,-1.5707
2000-07-03,1.0638
2000-07-05,7.3684
2000-07-06,2.9412000000000003
2000-07-07,3.8095
2000-07-10,2.2936
2000-07-11,0.0
2000-07-12,-1.3453
2000-07-13,1.8182
2000-07-14,0.0
2000-07-17,-3.5714
2000-07-18,-0.9259
2000-07-19,0.9346
2000-07-20,2.3148
2000-07-21,-2.2624
2000-07-24,-3.7037
2000-07-25,-0.9615
2000-07-26,1.4563
2000-07-27,2.3923
2000-07-28,-6.0748
2000-07-31,1.4925
2000-08-01,-0.9804
2000-08-02,9.901
2000-08-03,-0.4505
2000-08-04,-1.81
2000-08-07,2.3041
2000-08-08,-0.9009
2000-08-09,-0.4545
2000-08-10,-2.7397
2000-08-11,-0.939
2000-08-14,-1.4218
2000-08-15,0.0
2000-08-16,-4.8077
2000-08-17,-7.0707
2000-08-18,-3.8043
2000-08-21,0.565
2000-08-22,-1.6854
2000-08-23,1.7143000000000002
2000-08-24,0.0
2000-08-25,-0.5618
2000-08-28,0.565
2000-08-29,-1.6854
2000-08-30,1.1429
2000-08-31,2.2599
2000-09-01,-1.105
2000-09-05,0.0
2000-09-06,3.352
2000-09-07,-2.7027
2000-09-08,0.0
2000-09-11,-1.6667
2000-09-12,0.0
2000-09-13,2.8249
2000-09-14,0.5495
2000-09-15,-6.0109
2000-09-18,-7.5581
2000-09-19,-1.2579
2000-09-20,0.6369
2000-09-21,3.7975
2000-09-22,3.6585
2000-09-25,10.0
2000-09-26,-1.0695000000000001
2000-09-27,-0.5405
2000-09-28,0.0
2000-09-29,-13.0435
2000-10-02,1.25
2000-10-03,6.1728
2000-10-04,1.1628
2000-10-05,4.5977
2000-10-06,-3.8462
2000-10-09,-2.2857
2000-10-10,-1.1696
2000-10-11,2.9586
2000-10-12,-1.1494
2000-10-13,-0.5814
2000-10-16,2.924
2000-10-17,-2.8409
2000-10-18,-3.5088
2000-10-19,-4.2424
2000-10-20,-3.7975
2000-10-23,-9.2105
2000-10-24,4.3478
2000-10-25,-6.9444
2000-10-26,1.4925
2000-10-27,16.9118
2000-10-30,0.6289
2000-10-31,3.75
2000-11-01,3.6145
2000-11-02,1.7442
2000-11-03,1.7143000000000002
2000-11-06,2.2472
2000-11-07,2.1978
2000-11-08,-1.0753
2000-11-09,-7.0652
2000-11-10,-0.5848
2000-11-13,-5.8824
2000-11-14,0.0
2000-11-15,0.625
2000-11-16,-1.2422
2000-11-17,0.6289
2000-11-20,3.125
2000-11-21,-1.8182
2000-11-22,-5.5556
2000-11-24,1.3072
2000-11-27,-1.2903
2000-11-28,-1.3072
2000-11-29,-2.649
2000-11-30,-6.8027
2000-12-01,0.7299
2000-12-04,-2.1739
2000-12-05,-2.963
2000-12-06,-2.2901
2000-12-07,-1.5625
2000-12-08,7.1429
2000-12-11,0.7407
2000-12-12,2.9412000000000003
2000-12-13,2.8571
2000-12-14,0.0
2000-12-15,-6.9444
2000-12-18,0.0
2000-12-19,0.7463
2000-12-20,-5.1852
2000-12-21,10.1563
2000-12-22,13.4752
2000-12-26,-2.5
2000-12-27,-0.641
2000-12-28,-7.0968
2000-12-29,0.0
2001-01-02,-2.7778
2001-01-03,8.5714
2001-01-04,0.0
2001-01-05,-0.6579
2001-01-08,17.8808
2001-01-09,1.1236
2001-01-10,4.4444
2001-01-11,6.9149
2001-01-12,-2.9851
2001-01-16,13.8462
2001-01-17,3.6036
2001-01-18,4.3478
2001-01-19,-3.3333
2001-01-22,-1.7241
2001-01-23,1.3158
2001-01-24,2.1645
2001-01-25,-2.1186
2001-01-26,3.4632
2001-01-29,-1.5899999999999999
2001-01-30,0.0
2001-01-31,-0.7483
2001-02-01,1.0281
2001-02-02,-0.2714
2001-02-05,0.3401
2001-02-06,-0.678
2001-02-07,-1.0239
2001-02-08,-1.0345
2001-02-09,-1.3937
2001-02-12,-1.0601
2001-02-13,0.3571
2001-02-14,1.4947
2001-02-15,-1.4727000000000001
2001-02-16,-0.3559
2001-02-20,-0.1429
2001-02-21,-0.5007
2001-02-22,1.0065
2001-02-23,-0.427
2001-02-26,0.0715
2001-02-27,-0.2857
2001-02-28,-0.2149
2001-03-01,-0.9332
2001-03-02,4.3478
2001-03-05,2.0833
2001-03-06,0.0
2001-03-07,0.3401
2001-03-08,-1.8305
2001-03-09,-0.6906
2001-03-12,-6.1196
2001-03-13,-2.0
2001-03-14,-0.6047
2001-03-15,-0.3802
2001-03-16,-4.7328
2001-03-19,2.4038
2001-03-20,-1.0172
2001-03-21,-2.7668
2001-03-22,-8.9431
2001-03-23,-3.2143
2001-03-26,-1.845
2001-03-27,2.3496
2001-03-28,3.1221
2001-03-29,-0.4452
2001-03-30,7.7818000000000005
2001-04-02,-1.2448
2001-04-03,-2.0168
2001-04-04,-0.0858
2001-04-05,4.4635
2001-04-06,-3.0403000000000002
2001-04-09,0.7627
2001-04-10,-2.0185
2001-04-11,1.7167
2001-04-12,0.4219
2001-04-16,-2.1008
2001-04-17,-0.4292
2001-04-18,3.0172
2001-04-19,0.251
2001-04-20,-1.6694
2001-04-23,-0.6791
2001-04-24,0.4274
2001-04-25,2.0426
2001-04-26,0.0834
2001-04-27,0.0
2001-04-30,2.0
2001-05-01,-1.1438
2001-05-02,2.0661
2001-05-03,-1.5385
2001-05-04,1.3158
2001-05-07,-0.5682
2001-05-08,0.0
2001-05-09,0.7347
2001-05-10,1.2966
2001-05-11,-0.88
2001-05-14,-0.7264
2001-05-15,1.626
2001-05-16,0.8
2001-05-17,1.1905000000000001
2001-05-18,-2.1176
2001-05-21,-2.6442
2001-05-22,-1.893
2001-05-23,0.2517
2001-05-24,0.4184
2001-05-25,-0.3333
2001-05-29,-0.3344
2001-05-30,-0.2517
2001-05-31,-1.5979999999999999
2001-06-01,-0.5128
2001-06-04,0.5155
2001-06-05,-0.8547
2001-06-06,-0.0862
2001-06-07,-0.0863
2001-06-08,-0.0864
2001-06-11,0.2593
2001-06-12,-0.8621
2001-06-13,-0.6957
2001-06-14,-2.8897
2001-06-15,-1.3526
2001-06-18,0.0914
2001-06-19,-1.0959
2001-06-20,-1.0157
2001-06-21,-2.5187
2001-06-22,0.4785
2001-06-25,0.7619
2001-06-26,1.9849
2001-06-27,1.4828999999999999
2001-06-28,0.6393
2001-06-29,1.7241
2001-07-02,0.1784
2001-07-03,1.5138
2001-07-05,0.614
2001-07-06,1.5693000000000001
2001-07-09,3.0043
2001-07-10,-2.5
2001-07-11,-0.6838
2001-07-12,1.5491000000000001
2001-07-13,2.6271
2001-07-16,2.8076
2001-07-17,4.4177
2001-07-18,3.4615
2001-07-19,1.1896
2001-07-20,1.1021
2001-07-23,-1.2355
2001-07-24,-2.2811
2001-07-25,-0.6024
2001-07-26,0.303
2001-07-27,-2.568
2001-07-30,0.6977
2001-07-31,0.4619
2001-08-01,-0.4598
2001-08-02,-0.6928
2001-08-03,-1.5504
2001-08-06,-2.9920999999999998
2001-08-07,0.1623
2001-08-08,0.8914
2001-08-09,-0.3213
2001-08-10,0.1612
2001-08-13,-0.2414
2001-08-14,-0.1613
2001-08-15,-2.6656
2001-08-16,2.0747
2001-08-17,1.1381999999999999
2001-08-20,1.2058
2001-08-21,-1.112
2001-08-22,-0.5622
2001-08-23,-4.6850000000000005
2001-08-24,-3.4746
2001-08-27,0.9658
2001-08-28,-3.0435
2001-08-29,-2.2422
2001-08-30,9.0826
2001-08-31,13.6249
2001-09-04,2.7387
2001-09-05,2.3055
2001-09-06,2.1127
2001-09-07,-5.931
2001-09-10,-2.4927
2001-09-17,-2.2556
2001-09-18,5.3846
2001-09-19,-5.1095
2001-09-20,-5.0
2001-09-21,-6.8826
2001-09-24,0.2609
2001-09-25,-15.438
2001-09-26,-0.5128
2001-09-27,-1.134
2001-09-28,11.5746
2001-10-01,-5.6075
2001-10-02,-0.9901
2001-10-03,1.0
2001-10-04,1.4851
2001-10-05,7.3171
2001-10-08,21.8182
2001-10-09,0.6716
2001-10-10,5.4114
2001-10-11,6.8917
2001-10-12,-1.0526
2001-10-15,-0.266
2001-10-16,-1.0
2001-10-17,-5.6566
2001-10-18,-1.0707
2001-10-19,0.5772
2001-10-22,4.5911
2001-10-23,1.5775000000000001
2001-10-24,-1.7556
2001-10-25,-2.4055
2001-10-26,2.3239
2001-10-29,-4.68
2001-10-30,-5.7762
2001-10-31,3.0651
2001-11-01,3.4201
2001-11-02,-1.5097
2001-11-05,1.0949
2001-11-06,2.5271
2001-11-07,-0.2817
2001-11-08,2.048
2001-11-09,1.2457
2001-11-12,-0.2051
2001-11-13,6.2329
2001-11-14,6.383
2001-11-15,0.7273
2001-11-16,-0.1203
2001-11-19,0.3614
2001-11-20,-3.3613
2001-11-21,-0.9317
2001-11-23,-0.1254
2001-11-26,1.5694
2001-11-27,0.9889
2001-11-28,-2.6928
2001-11-29,-0.1887
2001-11-30,3.2766
2001-12-03,-2.6846
2001-12-04,3.6991
2001-12-05,2.7811
2001-12-06,2.3529
2001-12-07,-1.8965999999999998
2001-12-10,-2.1675
2001-12-11,-0.2994
2001-12-12,0.7808
2001-12-13,-2.5625999999999998
2001-12-14,-2.0795
2001-12-17,2.1237
2001-12-18,1.6514
2001-12-19,0.7822
2001-12-20,-1.4925
2001-12-21,2.5455
2001-12-24,0.9456
2001-12-26,-0.1756
2001-12-27,1.8182
2001-12-28,1.9585
2001-12-31,-1.1299
2002-01-02,0.3429
2002-01-03,-0.4556
2002-01-04,2.1739
2002-01-07,1.1758
2002-01-08,-1.4942
2002-01-09,-0.8427
2002-01-10,1.2465
2002-01-11,-0.9513
2002-01-14,-0.3955
2002-01-15,1.5314999999999999
2002-01-16,-5.5306999999999995
2002-01-17,-0.5322
2002-01-18,-2.1998
2002-01-22,-0.7903
2002-01-23,0.2451
2002-01-24,3.3752
2002-01-25,-1.5503
2002-01-28,-0.7207
2002-01-29,-4.2952
2002-01-30,-2.3388
2002-01-31,3.754
2002-02-01,-0.6238
2002-02-04,-4.8964
2002-02-05,-1.3201
2002-02-06,0.4013
2002-02-07,6.5956
2002-02-08,4.375
2002-02-11,1.5569
2002-02-12,0.0
2002-02-13,3.066
2002-02-14,-2.46
2002-02-15,-0.3519
2002-02-19,-4.3555
2002-02-20,2.4
2002-02-21,0.9615
2002-02-22,0.4167
2002-02-25,2.3711
2002-02-26,-0.6948
2002-02-27,-4.3732
2002-02-28,2.1341
2002-03-01,-0.8955
2002-03-04,3.0723
2002-03-05,0.2338
2002-03-06,0.0583
2002-03-07,-2.1562
2002-03-08,3.3353
2002-03-11,-0.8646
2002-03-12,-0.5233
2002-03-13,-0.6429
2002-03-14,1.2941
2002-03-15,5.4007
2002-03-18,3.3609
2002-03-19,-1.0128
2002-03-20,1.1309
2002-03-21,-1.4909
2002-03-22,-1.1351
2002-03-25,-1.3669
2002-03-26,-2.6052999999999997
2002-03-27,1.309
2002-03-28,0.3371
2002-04-01,-1.0078
2002-04-02,-3.5633
2002-04-03,0.3519
2002-04-04,2.0456
2002-04-05,2.8064
2002-04-08,-0.3343
2002-04-09,-2.4036
2002-04-10,2.2337
2002-04-11,-3.0812
2002-04-12,2.8902
2002-04-15,-1.7978
2002-04-16,3.5469
2002-04-17,0.442
2002-04-18,-0.6601
2002-04-19,1.8826
2002-04-22,-2.1739
2002-04-23,-0.3889
2002-04-24,1.4501
2002-04-25,-2.5838
2002-04-26,-2.7652
2002-04-29,-4.6431000000000004
2002-04-30,2.3128
2002-05-01,-0.6544
2002-05-02,-2.3952
2002-05-03,-0.6135
2002-05-06,-3.0864
2002-05-07,3.5032
2002-05-08,6.7692
2002-05-09,-2.3055
2002-05-10,-4.8968
2002-05-13,3.9082
2002-05-14,3.5821
2002-05-15,5.3602
2002-05-16,-1.8053
2002-05-17,1.1699
2002-05-20,-0.3304
2002-05-21,-0.9945
2002-05-22,1.0045
2002-05-23,1.6021999999999998
2002-05-24,0.7069
2002-05-28,-0.432
2002-05-29,0.4338
2002-05-30,-0.54
2002-05-31,2.063
2002-06-03,-3.1915
2002-06-04,0.0
2002-06-05,0.989
2002-06-06,-2.6659
2002-06-07,0.0559
2002-06-10,-2.1788
2002-06-11,-0.514
2002-06-12,-7.9793
2002-06-13,-2.121
2002-06-14,-1.211
