ticker,IIF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,4.9242
2000-01-04,-3.2491
2000-01-05,1.1194
2000-01-06,0.738
2000-01-07,-0.7326
2000-01-10,0.738
2000-01-11,-6.2271
2000-01-12,1.1719
2000-01-13,-1.5444
2000-01-14,-0.3922
2000-01-18,1.5748
2000-01-19,0.0
2000-01-20,0.0
2000-01-21,1.1628
2000-01-24,-0.7663
2000-01-25,-1.5444
2000-01-26,2.7451
2000-01-27,3.4351
2000-01-28,-1.476
2000-01-31,-1.1236
2000-02-01,1.8939
2000-02-02,0.7435
2000-02-03,0.738
2000-02-04,2.5641
2000-02-07,2.8571
2000-02-08,3.559
2000-02-09,-4.4426
2000-02-10,1.7544
2000-02-11,1.3793
2000-02-14,-3.0612
2000-02-15,-3.1579
2000-02-16,3.6231999999999998
2000-02-17,2.0979
2000-02-18,-2.7397
2000-02-22,0.0
2000-02-23,-4.2254
2000-02-24,-0.7353
2000-02-25,-0.7407
2000-02-28,-0.7463
2000-02-29,-2.2556
2000-03-01,2.6923
2000-03-02,-2.9962999999999997
2000-03-03,-0.7722
2000-03-06,1.9455
2000-03-07,-0.7634
2000-03-08,-0.3846
2000-03-09,-3.4749
2000-03-10,-2.8
2000-03-13,-5.7613
2000-03-14,-0.4367
2000-03-15,3.0702
2000-03-16,-3.4043
2000-03-17,0.4405
2000-03-20,1.7544
2000-03-21,-2.1552
2000-03-22,1.7621
2000-03-23,0.0
2000-03-24,-0.8658
2000-03-27,0.0
2000-03-28,0.4367
2000-03-29,-1.7391
2000-03-30,-4.8673
2000-03-31,-1.8605
2000-04-03,-4.2654
2000-04-04,-5.9406
2000-04-05,6.3158
2000-04-06,8.9109
2000-04-07,10.0
2000-04-10,-1.6529
2000-04-11,-2.521
2000-04-12,-4.3103
2000-04-13,-4.0541
2000-04-14,-8.4507
2000-04-17,0.0
2000-04-18,0.5128
2000-04-19,-2.0408
2000-04-20,-0.5208
2000-04-24,-4.712
2000-04-25,3.8462
2000-04-26,1.5873
2000-04-27,0.0
2000-04-28,1.0417
2000-05-01,2.5773
2000-05-02,-6.5327
2000-05-03,-0.5376
2000-05-04,4.8649000000000004
2000-05-05,3.6082
2000-05-08,-4.4776
2000-05-09,0.0
2000-05-10,-2.0833
2000-05-11,-4.2553
2000-05-12,-3.3333
2000-05-15,1.7241
2000-05-16,-0.565
2000-05-17,-3.9773
2000-05-18,0.0
2000-05-19,-7.1006
2000-05-22,-1.9108
2000-05-23,2.5974
