ticker,DSD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.3077
2000-01-04,0.7874
2000-01-05,0.0
2000-01-06,4.6875
2000-01-07,1.4925
2000-01-10,3.3088
2000-01-11,-0.3559
2000-01-12,0.0
2000-01-13,2.8571
2000-01-14,1.3889
2000-01-18,1.0274
2000-01-19,30.1695
2000-01-20,1.3021
2000-01-21,-0.7712
2000-01-24,0.0
2000-01-25,-2.5907
2000-01-26,-0.266
2000-01-27,0.2667
2000-01-28,-1.0638
2000-01-31,-0.8065
2000-02-01,0.813
2000-02-02,1.0753
2000-02-03,-0.5319
2000-02-04,0.0
2000-02-07,-0.5348
2000-02-08,1.0753
2000-02-09,0.0
2000-02-10,-0.5319
2000-02-11,0.5348
2000-02-14,1.0638
2000-02-15,0.0
2000-02-16,-0.2632
2000-02-17,-0.7916
2000-02-18,3.1915
2000-02-22,-1.0309
2000-02-23,1.5625
2000-02-24,0.5128
2000-02-25,0.5102
2000-02-28,0.7614
2000-02-29,0.0
2000-03-01,-1.2594
2000-03-02,1.2755
2000-03-03,0.7557
2000-03-06,0.0
2000-03-07,0.0
2000-03-08,0.5
2000-03-09,-0.4975
2000-03-10,-0.5
2000-03-13,0.2513
2000-03-14,0.5013
2000-03-15,-0.2494
2000-03-16,0.25
2000-03-17,0.7481
2000-03-20,0.0
2000-03-21,0.2475
2000-03-22,0.9877
2000-03-23,-0.2445
2000-03-24,0.0
2000-03-27,1.4706000000000001
2000-03-28,0.7246
2000-03-29,-0.7194
2000-03-30,-0.9662
2000-03-31,-1.7073
2000-04-03,-0.7444
2000-04-04,2.0
2000-04-05,-0.4902
2000-04-06,0.4926
2000-04-07,0.0
2000-04-10,-0.7353
2000-04-11,-0.2469
2000-04-12,0.9901
2000-04-13,0.0
2000-04-14,-1.7157
2000-04-17,-0.7481
2000-04-18,0.0
2000-04-19,0.2513
2000-04-20,0.5013
2000-04-24,0.7481
2000-04-25,-1.4851
2000-04-26,1.005
2000-04-27,1.2438
2000-04-28,0.4914
2000-05-01,0.0
2000-05-02,0.2445
2000-05-03,0.7317
2000-05-04,1.937
2000-05-05,0.2375
2000-05-08,-0.4739
2000-05-09,0.7143
2000-05-10,0.4728
2000-05-11,0.0
2000-05-12,0.4706
2000-05-15,0.4684
2000-05-16,-0.2331
2000-05-17,-0.2336
2000-05-18,0.0
2000-05-19,-0.2342
2000-05-22,-1.1737
2000-05-23,-0.7126
2000-05-24,-5.9809
2000-05-25,0.0
2000-05-26,-2.2901
2000-05-30,1.3021
2000-05-31,4.8843
2000-06-01,1.9607999999999999
2000-06-02,-0.4808
2000-06-05,-0.9662
2000-06-06,0.4878
2000-06-07,-0.8039
2000-06-08,1.7891
2000-06-09,2.6442
2000-06-12,0.4684
2000-06-13,0.0
2000-06-14,0.2331
2000-06-15,0.0
2000-06-16,0.2326
