ticker,IDMCQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.9412000000000003
2000-01-04,-5.5556
2000-01-05,1.0695000000000001
2000-01-06,12.1693
2000-01-07,-3.7736
2000-01-10,-3.9215999999999998
2000-01-11,-0.5102
2000-01-12,-2.0513
2000-01-13,-2.6178
2000-01-14,-0.5376
2000-01-18,0.0
2000-01-19,10.2703
2000-01-20,0.0
2000-01-21,-2.9412000000000003
2000-01-24,-2.5253
2000-01-25,0.5181
2000-01-26,3.0928
2000-01-27,-3.5
2000-01-28,-3.1088
2000-01-31,-4.8128
2000-02-01,3.9326
2000-02-02,-2.1622
2000-02-03,1.105
2000-02-04,-3.8251
2000-02-07,0.5682
2000-02-08,-1.6949
2000-02-09,1.1494
2000-02-10,-2.2727
2000-02-11,-2.3256
2000-02-14,2.1952
2000-02-15,0.1817
2000-02-16,2.907
2000-02-17,2.2599
2000-02-18,3.8674
2000-02-22,0.5319
2000-02-23,1.0582
2000-02-24,-6.2827
2000-02-25,1.6760000000000002
2000-02-28,4.3956
2000-02-29,6.8421
2000-03-01,-1.9704000000000002
2000-03-02,1.005
2000-03-03,0.0
2000-03-06,-0.995
2000-03-07,-0.5025
2000-03-08,3.5354
2000-03-09,5.8537
2000-03-10,8.2949
2000-03-13,-3.8298
2000-03-14,0.0
2000-03-15,-0.885
2000-03-16,3.125
2000-03-17,0.8658
2000-03-20,-2.1459
2000-03-21,5.2632
2000-03-22,-2.0833
2000-03-23,0.8511
2000-03-24,-0.8439
2000-03-27,-0.4255
2000-03-28,-0.8547
2000-03-29,2.5862
2000-03-30,-4.2017
2000-03-31,4.8246
2000-04-03,-1.6736
2000-04-04,-2.1277
2000-04-05,0.4348
2000-04-06,2.1645
2000-04-07,-0.8475
2000-04-10,-2.1368
2000-04-11,0.8734
2000-04-12,-0.4329
2000-04-13,-2.6087
2000-04-14,-9.8214
2000-04-17,4.4554
2000-04-18,-1.8957000000000002
2000-04-19,0.4831
2000-04-20,3.8462
2000-04-24,-2.7778
2000-04-25,1.4285999999999999
2000-04-26,2.3474
2000-04-27,-4.1284
2000-04-28,0.0
2000-05-01,5.7416
2000-05-02,-1.3575
2000-05-03,-2.2936
2000-05-04,0.4695
2000-05-05,0.9346
2000-05-08,-2.3148
2000-05-09,-0.9479
2000-05-10,-2.3923
2000-05-11,4.902
2000-05-12,2.8037
2000-05-15,8.6364
2000-05-16,-4.6025
2000-05-17,-1.7544
2000-05-18,-0.4464
2000-05-19,0.4484
