ticker,GAPTQ US Equity
2000-05-24,1.0169
2000-05-25,0.0
2000-05-26,0.6711
2000-05-30,-2.0
2000-05-31,0.0
2000-06-01,1.0204
2000-06-02,-2.3569
2000-06-05,0.3448
2000-06-06,-2.0619
2000-06-07,1.4035
2000-06-08,-1.0381
2000-06-09,1.3986
2000-06-12,-1.0345
2000-06-13,-2.439
2000-06-14,0.7143
2000-06-15,0.3546
2000-06-16,-1.612
2000-06-19,0.561
2000-06-20,0.7143
2000-06-21,-1.0638
2000-06-22,2.1505
2000-06-23,0.3509
2000-06-26,-4.1958
2000-06-27,-0.7299
2000-06-28,-2.114
2000-06-29,-0.8451
2000-06-30,0.7576
2000-07-03,1.1278
2000-07-05,-1.8587
2000-07-06,0.3788
2000-07-07,-0.7547
2000-07-10,-0.7605
2000-07-11,-0.3831
2000-07-12,0.3846
2000-07-13,-0.7663
2000-07-14,-1.1583
2000-07-17,-1.3672
2000-07-18,-0.9901
2000-07-19,-0.96
2000-07-20,-0.813
2000-07-21,-0.4098
2000-07-24,-1.2346
2000-07-25,-0.8333
2000-07-26,-1.2605
2000-07-27,-2.9787
2000-07-28,1.3158
2000-07-31,-0.4329
2000-08-01,3.0435
2000-08-02,-0.4219
2000-08-03,0.0
2000-08-04,0.8475
2000-08-07,-2.1008
2000-08-08,2.1459
2000-08-09,-3.3613
2000-08-10,0.8696
2000-08-11,4.3103
2000-08-14,-1.6529
2000-08-15,0.4202
2000-08-16,0.8368
2000-08-17,0.4149
2000-08-18,-0.8264
2000-08-21,2.0833
2000-08-22,0.4082
2000-08-23,-4.065
2000-08-24,-6.7797
2000-08-25,0.0
2000-08-28,-0.4545
2000-08-29,-0.4566
2000-08-30,2.2936
2000-08-31,0.4484
2000-09-01,0.0
2000-09-05,0.4464
2000-09-06,-0.4444
2000-09-07,-8.482099999999999
2000-09-08,-5.8537
2000-09-11,-4.6632
2000-09-12,-1.087
2000-09-13,-1.6484
2000-09-14,0.5587
2000-09-15,-1.1111
2000-09-18,-0.5618
2000-09-19,-0.565
2000-09-20,0.0
2000-09-21,-2.2727
2000-09-22,-0.5814
2000-09-25,0.0
2000-09-26,0.0
2000-09-27,1.7544
2000-09-28,0.0
2000-09-29,1.7241
2000-10-02,-4.5198
2000-10-03,0.5917
2000-10-04,-1.7647
2000-10-05,-2.3952
2000-10-06,1.227
2000-10-09,-4.8485
2000-10-10,-0.6369
2000-10-11,-5.1282
2000-10-12,-1.3514
2000-10-13,1.0959
2000-10-16,1.3699
2000-10-17,-1.3514
2000-10-18,0.6849
2000-10-19,4.0816
2000-10-20,-0.6536
2000-10-23,1.3158
2000-10-24,0.0
2000-10-25,-1.2987
2000-10-26,-0.6579
2000-10-27,0.0
2000-10-30,0.6623
2000-10-31,5.2632
2000-11-01,0.625
2000-11-02,-4.3478
2000-11-03,-4.5455
2000-11-06,1.3605
2000-11-07,0.6711
2000-11-08,-2.0
2000-11-09,-1.3605
2000-11-10,1.3793
2000-11-13,-5.4422
2000-11-14,0.0
2000-11-15,2.1583
2000-11-16,2.8169
2000-11-17,-2.7397
2000-11-20,-1.4085
2000-11-21,-2.8571
2000-11-22,0.0
2000-11-24,-1.4706000000000001
2000-11-27,-2.9851
2000-11-28,0.0
2000-11-29,9.2308
2000-11-30,-7.7465
2000-12-01,1.5267
2000-12-04,-2.2556
2000-12-05,-3.0769
2000-12-06,-19.0476
2000-12-07,0.0
2000-12-08,8.8235
2000-12-11,1.8018
2000-12-12,-6.1947
2000-12-13,0.0
2000-12-14,0.0
2000-12-15,-3.7736
2000-12-18,-1.9607999999999999
2000-12-19,2.0
2000-12-20,0.0
2000-12-21,2.9412000000000003
2000-12-22,-0.9524
2000-12-26,-3.8462
2000-12-27,2.0
2000-12-28,4.902
2000-12-29,4.6729
2001-01-02,-0.8929
2001-01-03,-3.6036
2001-01-04,2.8037
2001-01-05,5.4545
2001-01-08,2.5862
2001-01-09,10.9244
2001-01-10,0.7576
2001-01-11,1.5038
2001-01-12,4.4444
2001-01-16,0.0
2001-01-17,1.4184
2001-01-18,0.0
2001-01-19,6.2937
2001-01-22,-1.9737
2001-01-23,4.698
2001-01-24,-1.9231
2001-01-25,0.6536
2001-01-26,-5.1948
2001-01-29,8.274000000000001
2001-01-30,-3.9474
2001-01-31,5.2687
2001-02-01,3.003
2001-02-02,3.8872999999999998
2001-02-05,-1.1225
2001-02-06,-0.6623
2001-02-07,3.2381
2001-02-08,5.5351
2001-02-09,3.5839
2001-02-12,-0.4219
2001-02-13,-3.3051
2001-02-14,-4.7327
2001-02-15,1.012
2001-02-16,-0.8197
2001-02-20,-1.4692
2001-02-21,-2.6095
2001-02-22,0.0
2001-02-23,-1.5311
2001-02-26,3.4985
2001-02-27,-4.6948
2001-02-28,-5.9113
2001-03-01,-1.3613
2001-03-02,1.9108
2001-03-05,-0.1042
2001-03-06,-1.9811999999999999
2001-03-07,1.383
2001-03-08,1.7838
2001-03-09,1.6495
2001-03-12,1.927
2001-03-13,-1.4925
2001-03-14,-6.0606
2001-03-15,-3.7634
2001-03-16,0.0
2001-03-19,1.5642
2001-03-20,-0.33
2001-03-21,-2.3179
2001-03-22,-0.226
2001-03-23,0.3398
2001-03-26,0.4515
2001-03-27,3.0337
2001-03-28,-1.8538999999999999
2001-03-29,2.5556
2001-03-30,-0.8667
2001-04-02,-3.2787
2001-04-03,0.904
2001-04-04,-2.0157
2001-04-05,1.9428999999999998
2001-04-06,-2.9148
2001-04-09,-1.8476
2001-04-10,-1.1764999999999999
2001-04-11,-1.1905000000000001
2001-04-12,-1.0843
2001-04-16,-0.9744
2001-04-17,2.706
2001-04-18,2.7545
2001-04-19,3.8462
2001-04-20,1.0101
2001-04-23,-0.8889
2001-04-24,3.3632
2001-04-25,3.0369
2001-04-26,4.4211
2001-04-27,3.125
2001-04-30,21.2121
2001-05-01,-8.3871
2001-05-02,5.8099
2001-05-03,1.0815
2001-05-04,-2.7984
2001-05-07,-0.3387
2001-05-08,-6.2022
2001-05-09,-0.4529
2001-05-10,-5.0045
2001-05-11,-2.9693
2001-05-14,4.0474
2001-05-15,1.1385
2001-05-16,1.3133
2001-05-17,-0.9259
2001-05-18,5.7009
2001-05-21,5.3935
2001-05-22,-1.2584
2001-05-23,-1.7842
2001-05-24,1.2111
2001-05-25,0.7692
2001-05-29,-1.3571
2001-05-30,1.2898
2001-05-31,-1.6129
2001-06-01,6.9888
2001-06-04,0.1613
2001-06-05,7.3269
2001-06-06,-0.3751
2001-06-07,-2.1084
2001-06-08,-3.8462
2001-06-11,1.6
2001-06-12,10.2362
2001-06-13,-1.8571
2001-06-14,-0.655
2001-06-15,-4.0293
2001-06-18,7.2519
2001-06-19,2.4911
2001-06-20,-5.8333
2001-06-21,3.6136
2001-06-22,-1.7793999999999999
2001-06-25,-1.5217
2001-06-26,1.5453000000000001
2001-06-27,-0.8696
2001-06-28,-0.4386
2001-06-29,8.6637
2001-07-02,-3.9865
2001-07-03,-1.8296999999999999
2001-07-05,-3.2258
2001-07-06,0.4444
2001-07-09,-2.6549
2001-07-10,-5.2273
2001-07-11,1.5188000000000001
2001-07-12,4.7244
2001-07-13,1.1278
2001-07-16,1.1152
2001-07-17,1.8382
2001-07-18,5.704
2001-07-19,0.4098
2001-07-20,4.7619
2001-07-23,-4.8701
2001-07-24,2.3891
2001-07-25,3.4
2001-07-26,2.5145
2001-07-27,1.8239
2001-07-30,1.3589
2001-07-31,1.2187999999999999
2001-08-01,5.7194
2001-08-02,-1.7654
2001-08-03,1.2174
2001-08-06,-0.1718
2001-08-07,0.2869
2001-08-08,2.4027
2001-08-09,1.2291
2001-08-10,1.8212000000000002
2001-08-13,-0.2168
2001-08-14,3.748
2001-08-15,0.5236
2001-08-16,0.7813
2001-08-17,3.3075
2001-08-20,-1.901
2001-08-21,3.2636
2001-08-22,-1.9259
2001-08-23,2.2155
2001-08-24,-5.665
2001-08-27,-1.4099
2001-08-28,-0.5297
2001-08-29,-0.0532
2001-08-30,-1.0123
2001-08-31,-0.2691
2001-09-04,0.6476
2001-09-05,-0.2681
2001-09-06,0.1613
2001-09-07,-1.7177
2001-09-10,-11.3053
2001-09-17,-2.8325
2001-09-18,-4.8796
2001-09-19,-3.3977
2001-09-20,-1.5171999999999999
2001-09-21,-7.7031
2001-09-24,3.4143
2001-09-25,2.3478
2001-09-26,-4.5161
2001-09-27,2.5526
2001-09-28,4.7584
2001-10-01,-1.6073
2001-10-02,-0.4261
2001-10-03,9.8431
2001-10-04,-5.1299
2001-10-05,0.616
2001-10-08,0.8163
2001-10-09,-0.4723
2001-10-10,4.4068
2001-10-11,-1.2987
2001-10-12,8.0263
2001-10-15,5.3593
2001-10-16,1.5029
2001-10-17,-2.8474
2001-10-18,3.8101000000000003
2001-10-19,4.0655
2001-10-22,-0.9767
2001-10-23,2.137
2001-10-24,-2.8970000000000002
2001-10-25,2.4862
2001-10-26,-2.1563
2001-10-29,-0.8264
2001-10-30,0.7778
2001-10-31,2.4256
2001-11-01,-2.0452
2001-11-02,0.0549
2001-11-05,0.8237
2001-11-06,1.4161000000000001
2001-11-07,-0.4296
2001-11-08,-0.4315
2001-11-09,-0.2167
2001-11-12,1.6287
2001-11-13,1.4957
2001-11-14,9.2105
2001-11-15,4.4818999999999996
2001-11-16,-0.7841
2001-11-19,2.7429
2001-11-20,3.8009
2001-11-21,-0.6975
2001-11-23,2.0193
2001-11-26,-0.3442
2001-11-27,1.0363
2001-11-28,0.2137
2001-11-29,-1.194
2001-11-30,3.3664
2001-12-03,1.8372000000000002
2001-12-04,0.943
2001-12-05,1.7465000000000002
2001-12-06,3.4731
2001-12-07,-1.0802
2001-12-10,-1.053
2001-12-11,-11.3914
2001-12-12,-8.0961
2001-12-13,8.3253
2001-12-14,4.7811
2001-12-17,0.4264
2001-12-18,-2.3779
2001-12-19,1.7833999999999999
2001-12-20,-0.8974
2001-12-21,3.6654
2001-12-24,0.0
2001-12-26,6.2396
2001-12-27,-3.4847
2001-12-28,-3.1237
2001-12-31,-0.4188
2002-01-02,0.9251
2002-01-03,3.125
2002-01-04,2.2222
2002-01-07,-0.4348
2002-01-08,0.3176
2002-01-09,0.0
2002-01-10,-0.4749
2002-01-11,0.0398
2002-01-14,-1.8283
2002-01-15,-1.2146
2002-01-16,0.4098
2002-01-17,0.9796
2002-01-18,-3.9612
2002-01-22,0.463
2002-01-23,2.1785
2002-01-24,2.255
2002-01-25,-0.4812
2002-01-28,2.0548
2002-01-29,-3.6715
2002-01-30,2.0492
2002-01-31,3.3735
2002-02-01,-2.6418
2002-02-04,-1.4365999999999999
2002-02-05,1.9433
2002-02-06,-3.0977
2002-02-07,-1.6393
2002-02-08,-1.4583
2002-02-11,4.2706
2002-02-12,1.0543
2002-02-13,1.4848
2002-02-14,0.8304
2002-02-15,0.4706
2002-02-19,-0.5074
2002-02-20,2.6285
2002-02-21,1.1086
2002-02-22,2.8355
2002-02-25,2.1324
2002-02-26,-0.108
2002-02-27,-0.9009
2002-02-28,-1.4545
2002-03-01,2.214
2002-03-04,-0.0722
2002-03-05,-3.1431
2002-03-06,1.7904
2002-03-07,-1.3925
2002-03-08,0.9662
2002-03-11,-1.0305
2002-03-12,-0.3347
2002-03-13,-0.7463
2002-03-14,0.3759
2002-03-15,4.1199
2002-03-18,0.0
2002-03-19,0.2878
2002-03-20,-1.8293
2002-03-21,1.7903
2002-03-22,-0.9691
2002-03-25,-0.1812
2002-03-26,-3.0501
2002-03-27,2.4718999999999998
2002-03-28,1.9005999999999998
2002-04-01,-2.3673
2002-04-02,-4.2983
2002-04-03,2.4952
2002-04-04,0.1873
2002-04-05,3.3645
2002-04-08,-0.9765
2002-04-09,-0.073
2002-04-10,-0.2193
2002-04-11,1.4652
2002-04-12,-0.361
2002-04-15,-1.0145
2002-04-16,2.7086
2002-04-17,-5.3457
2002-04-18,2.259
2002-04-19,-0.81
2002-04-22,0.9651
2002-04-23,0.0
2002-04-24,-1.2868
2002-04-25,0.1862
2002-04-26,-0.1859
2002-04-29,-4.6182
2002-04-30,0.039
2002-05-01,0.6245
2002-05-02,-1.6680000000000001
2002-05-03,-3.1164
2002-05-06,2.8094
2002-05-07,2.2574
2002-05-08,0.3098
2002-05-09,-3.7452
2002-05-10,-2.5271
2002-05-13,2.428
2002-05-14,-0.1205
2002-05-15,1.0861
2002-05-16,-6.8842
2002-05-17,2.9915000000000003
2002-05-20,-8.7137
2002-05-21,0.9545
2002-05-22,11.526299999999999
2002-05-23,0.5248
2002-05-24,0.8032
2002-05-28,-16.0558
2002-05-29,10.4414
2002-05-30,-2.9652
2002-05-31,2.1701
2002-06-03,-4.2046
2002-06-04,0.2715
2002-06-05,0.1805
2002-06-06,-5.7207
2002-06-07,3.6789
2002-06-10,0.0461
2002-06-11,-6.4486
2002-06-12,-6.1054
2002-06-13,-0.4719
2002-06-14,0.2107
2002-06-17,4.1009
2002-06-18,-2.1717
2002-06-19,-4.3366
2002-06-20,-0.2698
2002-06-21,-2.6515
2002-06-24,1.4452
2002-06-25,-3.1233
2002-06-26,1.9231
2002-06-27,-1.2209
2002-06-28,5.0
2002-07-01,-3.4243
2002-07-02,-5.9834
2002-07-03,-3.3589
2002-07-05,10.061
2002-07-08,1.5512000000000001
2002-07-09,-4.3099
2002-07-10,0.171
2002-07-11,0.3415
2002-07-12,-1.1912
2002-07-15,3.7313
2002-07-16,-3.2096999999999998
2002-07-17,0.6861
2002-07-18,-0.3407
2002-07-19,-3.9886
2002-07-22,-3.3234
2002-07-23,-7.2437
2002-07-24,4.5665
2002-07-25,-1.8987
2002-07-26,-2.0
2002-07-29,1.0533
2002-07-30,-21.6287
2002-07-31,2.1612999999999998
2002-08-01,-4.8007
2002-08-02,-8.547
2002-08-05,0.2804
2002-08-06,7.5489
2002-08-07,3.9861
2002-08-08,-8.1667
2002-08-09,0.726
2002-08-12,0.8108
2002-08-13,-6.1662
2002-08-14,1.8094999999999999
2002-08-15,2.3386
2002-08-16,2.3766
2002-08-19,7.5
2002-08-20,1.0796999999999999
2002-08-21,4.355
2002-08-22,4.7244
2002-08-23,-9.3985
2002-08-26,-0.8299
2002-08-27,-7.9498
2002-08-28,-0.1818
2002-08-29,-6.6485
2002-08-30,2.5366
2002-09-03,-4.7574
2002-09-04,3.6963
2002-09-05,-5.2023
2002-09-06,3.0488
2002-09-09,3.7475
2002-09-10,-2.3764
2002-09-11,-1.85
2002-09-12,0.9921
2002-09-13,-1.5716999999999999
2002-09-16,-0.3992
2002-09-17,-6.6132
2002-09-18,-0.1073
2002-09-19,-9.9893
2002-09-20,-1.5513
2002-09-23,-3.7576
2002-09-24,2.6448
2002-09-25,-0.6135
2002-09-26,3.4568
2002-09-27,-6.2053
2002-09-30,6.6158
2002-10-01,1.1933
2002-10-02,-2.9481
2002-10-03,-2.7946999999999997
2002-10-04,1.25
2002-10-07,-6.1728
2002-10-08,-1.3158
2002-10-09,-5.8667
2002-10-10,3.1161
2002-10-11,-6.3187
2002-10-14,7.0381
2002-10-15,-0.6849
2002-10-16,-1.7931
2002-10-17,-7.4437999999999995
2002-10-18,2.8832
2002-10-21,10.9145
2002-10-22,-5.984
2002-10-23,-3.3946
2002-10-24,-0.8785
2002-10-25,-5.3176
2002-10-28,0.936
2002-10-29,-3.864
2002-10-30,-3.537
2002-10-31,-5.1667
2002-11-01,-0.8787
2002-11-04,4.7872
2002-11-05,1.5228000000000002
2002-11-06,-0.6667
2002-11-07,4.0268
2002-11-08,-3.871
2002-11-11,-0.5034
2002-11-12,-3.5413
2002-11-13,-2.972
2002-11-14,5.4054
2002-11-15,-1.7094
2002-11-18,-2.2609
2002-11-19,4.8043
2002-11-20,2.7165
2002-11-21,14.5455
2002-11-22,8.2251
2002-11-25,8.1333
2002-11-26,-13.4402
2002-11-27,4.7009
2002-11-29,3.6734999999999998
2002-12-02,-4.0682
2002-12-03,-4.104
2002-12-04,6.7047
2002-12-05,-3.4759
2002-12-06,0.1385
2002-12-09,-1.2448
2002-12-10,1.4006
2002-12-11,0.0
2002-12-12,-0.1381
2002-12-13,0.2766
2002-12-16,6.3448
2002-12-17,-1.4267
2002-12-18,-2.5
2002-12-19,-1.2146
2002-12-20,1.0929
2002-12-23,2.027
2002-12-24,-0.2649
2002-12-26,0.0
2002-12-27,-0.1328
2002-12-30,-0.5319
2002-12-31,7.754
2003-01-02,0.7444
2003-01-03,-2.3399
2003-01-06,-4.6658
2003-01-07,0.9259
2003-01-08,-4.0629
2003-01-09,-0.9563
2003-01-10,-11.7241
2003-01-13,-3.9063
2003-01-14,2.6016
2003-01-15,-4.5959
2003-01-16,0.8306
2003-01-17,-2.3064
2003-01-21,-3.0354
2003-01-22,-0.6957
2003-01-23,-1.9264000000000001
2003-01-24,-6.25
2003-01-27,-5.7143
2003-01-28,7.0707
2003-01-29,-0.566
2003-01-30,-1.3283
2003-01-31,3.0769
2003-02-03,-1.1194
2003-02-04,-2.2641999999999998
2003-02-05,-1.7375
2003-02-06,-3.9293
2003-02-07,2.454
2003-02-10,0.1996
2003-02-11,0.0
2003-02-12,0.0
2003-02-13,-3.7849
2003-02-14,12.0083
2003-02-18,-3.1423
2003-02-19,-4.5802
2003-02-20,0.0
2003-02-21,2.2
2003-02-24,-7.8278
2003-02-25,3.3970000000000002
2003-02-26,0.0
2003-02-27,-3.0801
2003-02-28,-1.0593
2003-03-03,0.6424
2003-03-04,-8.5106
2003-03-05,8.6047
2003-03-06,-6.6381
2003-03-07,-1.3761
2003-03-10,-1.8605
2003-03-11,-1.6588
2003-03-12,-0.9639
2003-03-13,-0.7299
2003-03-14,5.3922
2003-03-17,6.9767
2003-03-18,0.0
2003-03-19,5.4348
2003-03-20,-5.567
2003-03-21,4.5852
2003-03-24,-3.5491
2003-03-25,5.6277
2003-03-26,3.2787
2003-03-27,0.0
2003-03-28,-3.373
2003-03-31,-11.499
2003-04-01,9.2807
2003-04-02,1.9108
2003-04-03,-3.3333
2003-04-04,-5.6034
2003-04-07,5.9361
2003-04-08,3.8792999999999997
2003-04-09,1.0373
2003-04-10,-0.2053
2003-04-11,-1.2346
2003-04-14,5.0
2003-04-15,-0.9921
2003-04-16,-4.2084
2003-04-17,3.9749
2003-04-21,-0.6036
2003-04-22,1.0121
2003-04-23,0.0
2003-04-24,2.2044
2003-04-25,8.8235
2003-04-28,11.5315
2003-04-29,-0.3231
2003-04-30,-1.1345
2003-05-01,1.1475
2003-05-02,0.4862
2003-05-05,1.4516
2003-05-06,4.6105
2003-05-07,-0.304
2003-05-08,-0.7622
2003-05-09,2.765
2003-05-12,-3.7369
2003-05-13,1.8634
2003-05-14,5.1829
2003-05-15,1.4493
2003-05-16,-6.4286
2003-05-19,0.916
2003-05-20,-1.3616
2003-05-21,0.4601
2003-05-22,2.1374
2003-05-23,5.3812
2003-05-27,4.9645
2003-05-28,-4.0541
2003-05-29,3.9436999999999998
2003-05-30,-0.4065
2003-06-02,5.9864
2003-06-03,1.2837
2003-06-04,9.6324
2003-06-05,-1.7341
2003-06-06,0.5882
2003-06-09,-2.3392
2003-06-10,8.982
2003-06-11,4.8352
2003-06-12,-2.3061
2003-06-13,-0.6438
2003-06-16,0.108
2003-06-17,-0.6472
2003-06-18,-1.3029
2003-06-19,-4.8405000000000005
2003-06-20,0.578
2003-06-23,-5.1724
2003-06-24,4.7273
2003-06-25,1.3889
2003-06-26,2.5114
2003-06-27,0.7795
2003-06-30,-2.7624
2003-07-01,-1.4773
2003-07-02,2.6528
2003-07-03,-3.3708
2003-07-07,2.093
2003-07-08,4.1002
2003-07-09,15.4267
2003-07-10,0.4739
2003-07-11,3.8679
2003-07-14,0.3633
2003-07-15,-1.991
2003-07-16,-1.2927
2003-07-17,-3.7418
2003-07-18,-0.4859
2003-07-21,-1.9531
2003-07-22,1.6932
2003-07-23,-0.5877
2003-07-24,-1.8719000000000001
2003-07-25,-10.6426
2003-07-28,-11.0112
2003-07-29,1.0101
2003-07-30,10.0
2003-07-31,-0.7955
2003-08-01,1.3746
2003-08-04,-0.565
2003-08-05,0.5682
2003-08-06,-3.7288
2003-08-07,2.3474
2003-08-08,-3.211
2003-08-11,1.6588
2003-08-12,3.2634
2003-08-13,-0.1129
2003-08-14,2.1469
2003-08-15,0.1106
2003-08-18,5.4144
2003-08-19,-1.5723
2003-08-20,4.2599
2003-08-21,5.0051
2003-08-22,-3.5019
2003-08-25,-3.125
2003-08-26,-0.1041
2003-08-27,-0.2083
2003-08-28,2.4008
2003-08-29,-2.4465
2003-09-02,1.5674000000000001
2003-09-03,1.4403000000000001
2003-09-04,1.4199
2003-09-05,-2.7
2003-09-08,2.3638
2003-09-09,-4.6185
2003-09-10,-2.7368
2003-09-11,2.1645
2003-09-12,2.0127
2003-09-15,-0.8307
2003-09-16,-2.8272
2003-09-17,0.2155
2003-09-18,2.3656
2003-09-19,-0.2101
2003-09-22,-0.9474
2003-09-23,2.8693
2003-09-24,-4.6488
2003-09-25,-11.2676
2003-09-26,0.6105
2003-09-29,-0.6068
2003-09-30,-0.9768
2003-10-01,0.2466
2003-10-02,5.1661
2003-10-03,-0.2339
2003-10-06,2.1102
2003-10-07,-3.4443
2003-10-08,-9.5125
2003-10-09,3.548
2003-10-10,-2.0305
2003-10-13,1.2953000000000001
2003-10-14,-0.2558
2003-10-15,-1.0256
2003-10-16,-7.3834
2003-10-17,-9.0909
2003-10-20,-0.7692
2003-10-21,0.0
2003-10-22,-1.8605
2003-10-23,-9.3207
2003-10-24,-8.885
2003-10-27,-4.0153
2003-10-28,1.992
2003-10-29,1.5625
2003-10-30,10.0
2003-10-31,9.2657
2003-11-03,0.0
2003-11-04,17.92
2003-11-05,6.7843
2003-11-06,-1.0165
2003-11-07,-7.1887
2003-11-10,-5.2559000000000005
2003-11-11,-0.8759
2003-11-12,8.3947
2003-11-13,-5.8424
2003-11-14,-1.5873
2003-11-17,-2.7859
2003-11-18,2.8658
2003-11-19,0.4399
2003-11-20,-0.146
2003-11-21,1.7544
2003-11-24,10.3448
2003-11-25,2.7344
2003-11-26,-1.6477
2003-11-28,-2.0619
2003-12-01,-3.0263
2003-12-02,0.0
2003-12-03,-2.171
2003-12-04,-0.1387
2003-12-05,-0.6944
2003-12-08,3.2168
2003-12-09,1.355
2003-12-10,-0.6684
2003-12-11,4.0377
2003-12-12,-1.1643
2003-12-15,-1.8325
2003-12-16,-4.4
2003-12-17,3.3473
2003-12-18,-2.4291
2003-12-19,0.0
2003-12-22,9.2669
2003-12-23,-2.0253
2003-12-24,-2.4548
2003-12-26,2.649
2003-12-29,3.6129
2003-12-30,5.3549
2003-12-31,-0.7092
2004-01-02,0.8333
2004-01-05,-1.889
2004-01-06,-7.3406
2004-01-07,-4.026
2004-01-08,2.0298
2004-01-09,23.0769
2004-01-12,0.5388
2004-01-13,-3.3226
2004-01-14,3.3259
2004-01-15,-2.4678
2004-01-16,-0.11
2004-01-20,-7.7093
2004-01-21,2.6253
2004-01-22,3.1395
2004-01-23,1.9165999999999999
2004-01-26,0.0
2004-01-27,-1.5487
2004-01-28,-1.573
2004-01-29,-3.4247
2004-01-30,-6.383
2004-02-02,1.3889
2004-02-03,-2.8643
2004-02-04,-1.5385
2004-02-05,3.3854
2004-02-06,0.7557
2004-02-09,-1.875
2004-02-10,0.2548
2004-02-11,2.6684
2004-02-12,-0.1238
2004-02-13,-3.8414
2004-02-17,0.5155
2004-02-18,0.8974
2004-02-19,-1.9060000000000001
2004-02-20,-0.1295
2004-02-23,0.1297
2004-02-24,-1.1658
2004-02-25,-2.097
2004-02-26,4.0161
2004-02-27,2.3166
2004-03-01,-0.1258
2004-03-02,0.7557
2004-03-03,0.375
2004-03-04,0.9963
2004-03-05,-0.9864
2004-03-08,-0.4981
2004-03-09,0.1252
2004-03-10,-1.875
2004-03-11,-1.0191
2004-03-12,2.4453
2004-03-15,-4.397
2004-03-16,-1.5769
2004-03-17,4.8064
2004-03-18,-2.8025
2004-03-19,-2.3590999999999998
2004-03-22,-1.3423
2004-03-23,-0.5442
2004-03-24,-0.684
2004-03-25,-1.2397
2004-03-26,0.4184
2004-03-29,2.0833
2004-03-30,4.0816
2004-03-31,1.1764999999999999
2004-04-01,0.1292
2004-04-02,-2.5806
2004-04-05,1.0596
2004-04-06,1.5727
2004-04-07,0.6452
2004-04-08,-0.3846
2004-04-12,4.5045
2004-04-13,-0.8621
2004-04-14,-5.8385
2004-04-15,2.9024
2004-04-16,0.641
2004-04-19,1.2739
2004-04-20,-2.6414999999999997
2004-04-21,6.3307
2004-04-22,6.4399
2004-04-23,3.5388
2004-04-26,-4.2999
2004-04-27,-1.8433000000000002
2004-04-28,0.1174
2004-04-29,1.1723
2004-04-30,-7.3001
2004-05-03,-3.875
2004-05-04,0.6502
2004-05-05,0.5168
2004-05-06,-1.5424
2004-05-07,-0.7833
2004-05-10,-0.9211
2004-05-11,-0.1328
2004-05-12,-0.133
2004-05-13,-2.6631
2004-05-14,-0.5472
2004-05-17,-3.3012
2004-05-18,2.276
2004-05-19,-3.6161
2004-05-20,-1.1544
2004-05-21,0.8759
2004-05-24,1.013
2004-05-25,3.2951
2004-05-26,-0.6935
2004-05-27,-0.838
2004-05-28,-2.3944
2004-06-01,1.2987
2004-06-02,-0.4274
