ticker,PHY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,5.0505
2000-01-04,2.8846
2000-01-05,1.8692
2000-01-06,0.0
2000-01-07,2.7523
2000-01-10,-2.6786
2000-01-11,-1.8349
2000-01-12,2.8037
2000-01-13,-0.9091
2000-01-14,0.0
2000-01-18,-3.6696999999999997
2000-01-19,0.4952
2000-01-20,2.8846
2000-01-21,0.9346
2000-01-24,-0.9259
2000-01-25,0.9346
2000-01-26,0.9259
2000-01-27,0.9174
2000-01-28,0.0
2000-01-31,0.0
2000-02-01,1.8182
2000-02-02,0.0
2000-02-03,0.8929
2000-02-04,0.0
2000-02-07,-1.7699
2000-02-08,0.9009
2000-02-09,-0.8929
2000-02-10,0.0
2000-02-11,0.0
2000-02-14,-0.9009
2000-02-15,0.0
2000-02-16,1.3818
2000-02-17,0.0
2000-02-18,-0.9091
2000-02-22,-1.8349
2000-02-23,0.9346
2000-02-24,0.0
2000-02-25,0.9259
2000-02-28,0.0
2000-02-29,1.8349
2000-03-01,-0.9009
2000-03-02,1.8182
2000-03-03,0.8929
2000-03-06,0.0
2000-03-07,-0.885
2000-03-08,2.6786
2000-03-09,-0.8696
2000-03-10,0.8772
2000-03-13,-1.7391
2000-03-14,0.885
2000-03-15,0.0
2000-03-16,-0.8772
2000-03-17,1.3451
2000-03-20,-0.885
2000-03-21,0.8929
2000-03-22,0.0
2000-03-23,0.885
2000-03-24,0.0
2000-03-27,0.0
2000-03-28,-0.8772
2000-03-29,-0.885
2000-03-30,0.0
2000-03-31,0.8929
2000-04-03,0.0
2000-04-04,-1.7699
2000-04-05,0.9009
2000-04-06,-0.8929
2000-04-07,0.9009
2000-04-10,-0.8929
2000-04-11,0.0
2000-04-12,0.0
2000-04-13,0.0
2000-04-14,-2.2342
2000-04-17,-1.8692
2000-04-18,-1.9048
2000-04-19,-0.9709
2000-04-20,0.9804
2000-04-24,0.0
2000-04-25,0.9709
2000-04-26,0.0
2000-04-27,0.0
2000-04-28,0.9615
2000-05-01,0.0
2000-05-02,0.9524
2000-05-03,0.0
2000-05-04,0.9434
2000-05-05,-4.6729
2000-05-08,-3.9215999999999998
2000-05-09,-6.1224
2000-05-10,-3.2609
2000-05-11,1.1236
2000-05-12,2.2222
2000-05-15,-1.087
2000-05-16,2.1978
2000-05-17,-0.8602
2000-05-18,0.0
2000-05-19,-2.1978
2000-05-22,2.2472
2000-05-23,-1.0989
2000-05-24,0.0
2000-05-25,0.0
2000-05-26,1.1111
