ticker,FR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.0501
2000-01-04,-1.3953
2000-01-05,1.8868
2000-01-06,2.0833
2000-01-07,1.3605
2000-01-10,0.8949
2000-01-11,0.2217
2000-01-12,-1.7699
2000-01-13,-0.4505
2000-01-14,0.0
2000-01-18,0.6787
2000-01-19,0.2247
2000-01-20,-0.6726
2000-01-21,-1.1287
2000-01-24,-0.9132
2000-01-25,0.4608
2000-01-26,-0.4587
2000-01-27,0.6912
2000-01-28,-0.6865
2000-01-31,-0.4608
2000-02-01,0.0
2000-02-02,0.463
2000-02-03,0.4608
2000-02-04,-0.6881
2000-02-07,0.6928
2000-02-08,-1.1468
2000-02-09,0.0
2000-02-10,0.464
2000-02-11,-0.6928
2000-02-14,-2.3256
2000-02-15,-1.6667
2000-02-16,0.4843
2000-02-17,1.2048
2000-02-18,-1.4285999999999999
2000-02-22,1.4493
2000-02-23,-0.2381
2000-02-24,-0.2387
2000-02-25,-0.2392
2000-02-28,-0.4796
2000-02-29,0.241
2000-03-01,0.0
2000-03-02,0.2404
2000-03-03,2.6379
2000-03-06,0.4673
2000-03-07,-3.7209
2000-03-08,1.9324
2000-03-09,0.9479
2000-03-10,-2.3474
2000-03-13,3.8462
2000-03-14,-1.6204
2000-03-15,0.9412
2000-03-16,0.4662
2000-03-17,3.7123
2000-03-20,0.4474
2000-03-21,-0.4454
2000-03-22,-0.2237
2000-03-23,-2.2422
2000-03-24,-0.6881
2000-03-27,0.4619
2000-03-28,0.2299
2000-03-29,0.8991
2000-03-30,0.4651
2000-03-31,0.9259
2000-04-03,-1.1468
2000-04-04,0.0
2000-04-05,0.232
2000-04-06,0.463
2000-04-07,-0.6912
2000-04-10,0.232
2000-04-11,0.463
2000-04-12,0.9217
2000-04-13,1.1416
2000-04-14,-0.2257
2000-04-17,0.4525
2000-04-18,0.4505
2000-04-19,0.2242
2000-04-20,-0.2237
2000-04-24,1.1211
2000-04-25,1.7738
2000-04-26,0.8715
2000-04-27,2.3758
2000-04-28,1.4768
2000-05-01,-1.2474
2000-05-02,-1.0526
2000-05-03,1.2766
2000-05-04,-0.6303
2000-05-05,1.4799
2000-05-08,-1.25
2000-05-09,-0.4219
2000-05-10,-1.4830999999999999
2000-05-11,2.5806
2000-05-12,0.4193
2000-05-15,1.2526
2000-05-16,0.4124
2000-05-17,-1.4374
2000-05-18,-0.8333
2000-05-19,1.0504
2000-05-22,-0.8316
2000-05-23,-0.6289
2000-05-24,-0.211
