ticker,NNS US Equity
2000-05-24,0.1805
2000-05-25,-0.0901
2000-05-26,-0.4509
2000-05-30,1.087
2000-05-31,-5.1971
2000-06-01,3.4026
2000-06-02,-0.9141
2000-06-05,-2.0295
2000-06-06,3.9548
2000-06-07,-2.1739
2000-06-08,0.1852
2000-06-09,2.9575
2000-06-12,0.5386
2000-06-13,-4.1071
2000-06-14,3.5382
2000-06-15,0.4748
2000-06-16,-1.0753
2000-06-19,0.3623
2000-06-20,1.8051
2000-06-21,0.1773
2000-06-22,-0.531
2000-06-23,-0.3559
2000-06-26,-1.0714
2000-06-27,1.6245
2000-06-28,0.7105
2000-06-29,1.7637
2000-06-30,1.8631
2000-07-03,2.2544
2000-07-05,1.2479
2000-07-06,4.848
2000-07-07,-2.5862
2000-07-10,0.4023
2000-07-11,-1.4423
2000-07-12,0.1626
2000-07-13,1.6234
2000-07-14,-0.639
2000-07-17,2.8939
2000-07-18,-2.0313
2000-07-19,-3.9872
2000-07-20,3.3223
2000-07-21,-1.1254
2000-07-24,-1.3008
2000-07-25,0.1647
2000-07-26,-1.9737
2000-07-27,3.3557
2000-07-28,4.2208
2000-07-31,0.6231
2000-08-01,-1.2384
2000-08-02,0.1567
2000-08-03,0.313
2000-08-04,-0.39
2000-08-07,-0.0783
2000-08-08,-0.9404
2000-08-09,-0.3165
2000-08-10,0.1587
2000-08-11,0.7924
2000-08-14,0.4717
2000-08-15,-3.2864
2000-08-16,-0.3236
2000-08-17,1.2987
2000-08-18,-1.1218
2000-08-21,2.5932
2000-08-22,0.6319
2000-08-23,-0.7064
2000-08-24,3.2411
2000-08-25,0.7657
2000-08-28,-1.5198
2000-08-29,0.9259
2000-08-30,2.5994
2000-08-31,1.3413
2000-09-01,1.8382
2000-09-05,0.9386
2000-09-06,-0.8584
2000-09-07,1.0101
2000-09-08,-0.4286
2000-09-11,3.0129
2000-09-12,-1.8106
2000-09-13,-1.4184
2000-09-14,0.0
2000-09-15,-2.3022
2000-09-18,-0.5891
2000-09-19,-0.2222
2000-09-20,2.0787
2000-09-21,0.1455
2000-09-22,3.4858000000000002
2000-09-25,-0.6316
2000-09-26,-0.8475
2000-09-27,0.1425
2000-09-28,-0.1422
2000-09-29,-1.1396
2000-10-02,-2.5937
2000-10-03,1.0355
2000-10-04,0.2928
2000-10-05,0.292
2000-10-06,0.8734
2000-10-09,0.1443
2000-10-10,0.1441
2000-10-11,-0.5755
2000-10-12,-0.4342
2000-10-13,4.9419
2000-10-16,0.9695
2000-10-17,0.823
2000-10-18,0.7673
2000-10-19,2.973
2000-10-20,-3.6745
2000-10-23,2.0436
2000-10-24,2.0027
2000-10-25,0.5236
2000-10-26,0.2604
2000-10-27,2.8571
2000-10-30,-1.0101
2000-10-31,0.3827
2000-11-01,-0.2541
2000-11-02,1.6561
2000-11-03,-1.8797000000000001
2000-11-06,0.1277
2000-11-07,-1.0204
2000-11-08,0.6443
2000-11-09,1.7926
2000-11-10,-1.1320999999999999
2000-11-13,0.8906
2000-11-14,2.1438
2000-11-15,2.716
2000-11-16,-0.9615
2000-11-17,0.6068
2000-11-20,1.2063
2000-11-21,1.0727
2000-11-22,0.4717
2000-11-24,3.169
2000-11-27,-0.7964
2000-11-28,-2.867
2000-11-29,-0.7084
2000-11-30,4.8751
2000-12-01,-3.4013999999999998
2000-12-04,2.1127
2000-12-05,2.7586
2000-12-06,-3.5794
2000-12-07,0.6961
2000-12-08,2.1889
2000-12-11,-0.1127
2000-12-12,-3.386
2000-12-13,-7.243
2000-12-14,-0.1259
2000-12-15,-1.8916
2000-12-18,2.6992000000000003
2000-12-19,-3.5044
2000-12-20,0.2594
2000-12-21,5.304
2000-12-22,0.9828
2000-12-26,1.9465
2000-12-27,1.5513
2000-12-28,1.2926
2000-12-29,-3.4803
2001-01-02,-0.1202
2001-01-03,2.0457
2001-01-04,-4.8349
2001-01-05,-3.2218
2001-01-08,-1.0243
2001-01-09,-4.3984
2001-01-10,2.3004
2001-01-11,0.1323
2001-01-12,-1.4531
2001-01-16,2.0107
2001-01-17,-0.9198
2001-01-18,1.4588999999999999
2001-01-19,1.0458
2001-01-22,0.2587
2001-01-23,-1.0323
2001-01-24,-5.2151
2001-01-25,7.1527
2001-01-26,0.7702
2001-01-29,2.4815
2001-01-30,0.4375
2001-01-31,0.2178
2001-02-01,-0.573
2001-02-02,-2.8617
2001-02-05,0.6956
2001-02-06,-0.0406
2001-02-07,0.4065
2001-02-08,0.1822
2001-02-09,-0.1011
2001-02-12,2.4291
2001-02-13,5.3755
2001-02-14,-1.069
2001-02-15,2.0853
2001-02-16,-0.8357
2001-02-20,1.0861
2001-02-21,0.6854
2001-02-22,0.0
2001-02-23,-1.8582999999999998
2001-02-26,2.9246
2001-02-27,0.255
2001-02-28,-0.7086
2001-03-01,0.2196
2001-03-02,3.5238
2001-03-05,-0.0353
2001-03-06,-0.2646
2001-03-07,1.1852
2001-03-08,-0.6119
2001-03-09,0.5277
2001-03-12,-4.1645
2001-03-13,-0.5112
2001-03-14,-2.3674
2001-03-15,-3.5526
2001-03-16,-3.1378
2001-03-19,3.501
2001-03-20,-1.4386
2001-03-21,-1.1834
2001-03-22,-2.3952
2001-03-23,-1.1247
2001-03-26,0.2068
2001-03-27,0.9288
2001-03-28,-2.9652
2001-03-29,0.7165
2001-03-30,2.4084
2001-04-02,-1.0429
2001-04-03,2.5004999999999997
2001-04-04,1.8548
2001-04-05,2.0388
2001-04-06,-1.3578999999999999
2001-04-09,0.3933
2001-04-10,1.2732999999999999
2001-04-11,0.5996
2001-04-12,4.4030000000000005
2001-04-16,-0.4052
2001-04-17,1.4238
2001-04-18,1.7867
2001-04-19,0.9314
2001-04-20,-0.3372
2001-04-23,-1.2107999999999999
2001-04-24,-0.7751
2001-04-25,16.4396
2001-04-26,0.8736
2001-04-27,0.0928
2001-04-30,-0.1082
2001-05-01,0.2784
2001-05-02,-0.0463
2001-05-03,-0.2778
2001-05-04,1.238
2001-05-07,-0.6267
2001-05-08,-0.0154
2001-05-09,0.0615
2001-05-10,-0.6765
2001-05-11,-1.3158
2001-05-14,-0.2353
2001-05-15,0.7704
2001-05-16,0.0468
2001-05-17,-0.1248
2001-05-18,0.4841
2001-05-21,0.2176
2001-05-22,-0.8994
2001-05-23,-0.2191
2001-05-24,0.3293
2001-05-25,-0.2813
2001-05-29,0.0784
2001-05-30,0.047
2001-05-31,0.0783
2001-06-01,-0.1408
2001-06-04,0.5639
2001-06-05,-0.8411
2001-06-06,0.5027
2001-06-07,0.2657
2001-06-08,0.0935
2001-06-11,0.1557
2001-06-12,-0.0311
2001-06-13,-0.5289
2001-06-14,-0.1564
2001-06-15,-2.6155
2001-06-18,2.4783
2001-06-19,-1.0835
2001-06-20,-0.4763
2001-06-21,-1.4197
2001-06-22,0.4854
2001-06-25,0.4026
2001-06-26,-0.4812
2001-06-27,-0.7091
2001-06-28,-0.0325
2001-06-29,-0.552
2001-07-02,0.1143
2001-07-03,-0.1468
2001-07-05,-0.294
2001-07-06,-0.0819
2001-07-09,0.2459
2001-07-10,1.8806
2001-07-11,2.1509
2001-07-12,-0.7542
2001-07-13,0.38
2001-07-16,1.2461
2001-07-17,-0.2648
2001-07-18,-0.0312
2001-07-19,-0.125
2001-07-20,-0.1877
2001-07-23,0.0157
2001-07-24,-0.2507
2001-07-25,-0.2671
2001-07-26,-0.2993
2001-07-27,0.0158
2001-07-30,-0.0316
2001-07-31,0.2686
2001-08-01,0.0946
2001-08-02,-0.0472
2001-08-03,0.189
2001-08-06,0.0314
2001-08-07,0.2043
2001-08-08,0.2353
2001-08-09,-0.0782
2001-08-10,-0.3602
2001-08-13,0.4087
2001-08-14,0.1879
2001-08-15,-0.0781
2001-08-16,0.4066
2001-08-17,0.7631
2001-08-20,0.0927
2001-08-21,-0.4169
2001-08-22,-0.1551
2001-08-23,0.264
2001-08-24,-0.2478
2001-08-27,-0.9317
2001-08-28,-0.8621
2001-08-29,3.1621
2001-08-30,0.9042
2001-08-31,0.0304
2001-09-04,0.2733
2001-09-05,-0.2423
2001-09-06,-0.0152
2001-09-07,-0.6376
2001-09-10,0.107
2001-09-17,0.7021
2001-09-18,0.1061
2001-09-19,0.0454
2001-09-20,-0.4389
2001-09-21,-0.2128
2001-09-24,0.9139
2001-09-25,0.0
2001-09-26,1.4038
2001-09-27,-0.0447
2001-09-28,0.0745
2001-10-01,-0.5952
2001-10-02,0.8234
2001-10-03,1.1878
2001-10-04,6.2362
2001-10-05,0.511
2001-10-08,-0.1786
2001-10-09,0.2891
2001-10-10,-0.8373
2001-10-11,-0.443
2001-10-12,-1.891
2001-10-15,1.9983
2001-10-16,-1.584
2001-10-17,-1.1718
2001-10-18,0.6
2001-10-19,-0.4828
2001-10-22,-0.3425
2001-10-23,-1.0452
2001-10-24,3.0965
2001-10-25,-0.2105
2001-10-26,-0.647
2001-10-29,-0.4247
2001-10-30,-1.1089
2001-10-31,-0.5175
2001-11-01,-0.159
2001-11-02,0.5069
2001-11-05,0.8646
2001-11-06,-2.1286
2001-11-07,-2.1311
2001-11-08,1.044
2001-11-09,0.2952
2001-11-12,-0.3679
2001-11-13,-0.6647
2001-11-14,0.0
2001-11-15,-0.342
2001-11-16,0.0597
2001-11-19,0.3281
2001-11-20,0.1784
2001-11-21,-0.4154
2001-11-23,-0.0745
2001-11-26,-0.9542
2001-11-27,0.4667
2001-11-28,0.869
2001-11-29,-0.0149
2001-11-30,0.416
2001-12-03,0.9025
2001-12-04,0.9824
2001-12-05,-0.7986
2001-12-06,0.0732
2001-12-07,-0.1463
2001-12-10,0.0146
2001-12-11,-0.703
2001-12-12,0.59
2001-12-13,-0.4252
2001-12-14,0.2798
2001-12-17,0.1468
2001-12-18,-0.1173
2001-12-19,0.3523
2001-12-20,2.4576000000000002
2001-12-21,0.4426
2001-12-24,0.6112
2001-12-26,-0.3391
2001-12-27,-0.0709
2001-12-28,0.5958
2001-12-31,0.4795
2002-01-02,-1.4456
2002-01-03,-0.1851
2002-01-04,0.5992
2002-01-07,-0.3546
2002-01-08,0.1993
2002-01-09,0.0852
2002-01-10,-0.1703
2002-01-11,-1.5211999999999999
2002-01-14,0.8806
2002-01-15,0.6726
2002-01-16,-3.8948
2002-01-17,-0.0148
2002-01-18,-0.0296
