ticker,FBA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.3699
2000-01-04,0.6944
2000-01-05,0.0
2000-01-07,-0.6897
2000-01-11,0.0
2000-01-12,-1.3889
2000-01-13,0.0
2000-01-14,0.0
2000-01-18,-0.7042
2000-01-19,0.0
2000-01-20,-1.4184
2000-01-21,-1.4388
2000-01-24,-1.4599
2000-01-26,0.7407
2000-01-28,-0.7353
2000-01-31,2.2222
2000-02-01,1.4493
2000-02-02,0.7143
2000-02-03,0.7092
2000-02-04,0.7042
2000-02-07,0.0
2000-02-08,0.0
2000-02-09,0.0
2000-02-10,0.0
2000-02-11,0.0
2000-02-14,0.0
2000-02-15,0.0
2000-02-16,0.0
2000-02-17,0.0
2000-02-22,0.0
2000-02-23,0.0
2000-02-24,0.6993
2000-02-25,0.0
2000-02-29,0.6944
2000-03-01,-0.6897
2000-03-02,0.6944
2000-03-03,-0.6897
2000-03-06,-1.3889
2000-03-08,0.0
2000-03-09,-1.4085
2000-03-10,0.0
2000-03-13,0.0
2000-03-14,2.1429
2000-03-20,0.0
2000-03-21,-0.6993
2000-03-22,0.0
2000-03-23,0.7042
2000-03-27,0.0
2000-03-28,0.6993
2000-04-03,0.0
2000-04-04,0.0
2000-04-05,0.0
2000-04-06,-2.0833
2000-04-07,0.7092
2000-04-10,0.0
2000-04-11,-2.8169
2000-04-12,0.7246
2000-04-13,-0.3597
2000-04-14,0.0
2000-04-17,-2.5271
2000-04-20,0.0
2000-04-24,2.2222
2000-04-25,0.7246
2000-04-27,0.0
2000-04-28,0.7194
2000-05-01,0.0
2000-05-02,-0.7143
2000-05-05,0.0
2000-05-08,-0.7194
2000-05-09,1.087
2000-05-11,0.3584
2000-05-12,0.0
2000-05-15,-0.7143
2000-05-17,-0.7194
2000-05-19,0.7246
2000-05-22,0.0
2000-05-23,0.7194
2000-05-24,-0.7143
2000-05-26,0.0
2000-05-30,0.0
2000-06-01,0.7194
2000-06-05,0.0
2000-06-06,0.7143
2000-06-07,0.0
2000-06-08,1.4184
2000-06-09,0.3497
2000-06-12,1.0453
2000-06-13,0.0
2000-06-14,1.3793
2000-06-15,0.6803
2000-06-16,0.0
2000-06-19,0.6757
2000-06-20,0.0
2000-06-21,-0.3356
2000-06-22,0.3367
2000-06-26,-0.6711
2000-06-27,0.6757
2000-06-28,-0.3356
2000-06-29,-0.3367
2000-06-30,0.0
2000-07-03,-0.6757
2000-07-06,-2.0408
2000-07-12,0.6944
2000-07-13,-0.6897
