ticker,SGK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,1.4706000000000001
2000-01-05,-1.4493
2000-01-06,2.2059
2000-01-07,1.4388
2000-01-10,0.7092
2000-01-11,-1.4085
2000-01-12,2.8571
2000-01-13,1.3889
2000-01-14,-0.6849
2000-01-18,-1.3793
2000-01-19,0.0
2000-01-20,-0.6993
2000-01-21,0.0
2000-01-24,-0.7042
2000-01-25,-3.5461
2000-01-26,-5.1471
2000-01-27,-1.5504
2000-01-28,0.0
2000-01-31,0.0
2000-02-01,-0.7874
2000-02-02,0.0
2000-02-03,0.0
2000-02-04,-0.7937
2000-02-07,-2.4
2000-02-08,0.0
2000-02-09,0.0
2000-02-10,-1.6393
2000-02-14,1.6667
2000-02-15,1.6393
2000-02-16,-2.4194
2000-02-17,2.4793
2000-02-18,0.0
2000-02-22,0.8065
2000-02-23,-0.8
2000-02-24,-1.6129
2000-02-25,1.6393
2000-02-28,0.0
2000-02-29,0.0
2000-03-01,0.0
2000-03-02,0.0
2000-03-03,0.0
2000-03-06,-0.8065
2000-03-07,0.0
2000-03-08,0.0
2000-03-09,0.0
2000-03-10,-0.813
2000-03-13,0.0
2000-03-14,1.2459
2000-03-15,0.0
2000-03-16,5.6911000000000005
2000-03-17,-0.7692
2000-03-20,0.7752
2000-03-21,0.0
2000-03-22,-1.5385
2000-03-23,0.7813
2000-03-24,-2.3256
2000-03-27,0.7937
2000-03-28,0.0
2000-03-29,0.0
2000-03-30,-0.7874
2000-03-31,0.0
2000-04-03,3.1746
2000-04-04,-1.5385
2000-04-05,0.0
2000-04-07,0.0
2000-04-10,-0.7813
2000-04-11,1.5748
2000-04-12,-0.7752
2000-04-13,-0.7813
2000-04-14,0.0
2000-04-17,0.0
2000-04-18,1.5748
2000-04-19,0.0
2000-04-20,1.5504
2000-04-24,-0.7634
2000-04-25,0.7692
2000-04-26,0.7634
2000-04-27,-0.7576
2000-04-28,0.0
2000-05-01,0.7634
2000-05-02,-4.5455
2000-05-03,1.5873
2000-05-04,0.0
2000-05-05,0.0
2000-05-08,-1.5625
2000-05-09,1.5873
2000-05-10,-0.7813
2000-05-11,1.5748
2000-05-12,3.1008
2000-05-15,0.0
2000-05-16,0.0
2000-05-17,-0.7519
2000-05-18,-0.7576
2000-05-19,0.0
2000-05-22,0.0
2000-05-23,-2.2901
2000-05-24,0.0
2000-05-25,1.5625
2000-05-26,-1.5385
2000-05-30,-0.7813
2000-05-31,0.0
2000-06-01,0.7874
