ticker,PPT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,3.0928
2000-01-04,-1.0
2000-01-05,4.0404
2000-01-06,3.8834999999999997
2000-01-07,-0.9346
2000-01-10,-4.717
2000-01-11,-4.9505
2000-01-12,-1.0417
2000-01-13,1.0526
2000-01-14,-1.0417
2000-01-18,-0.16
2000-01-19,2.1277
2000-01-20,-1.0417
2000-01-21,0.0
2000-01-24,1.0526
2000-01-25,0.0
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,1.0417
2000-01-31,-1.0309
2000-02-01,0.0
2000-02-02,1.0417
2000-02-03,2.0619
2000-02-04,-1.0101
2000-02-07,-1.0204
2000-02-08,1.0309
2000-02-09,0.0
2000-02-10,0.0
2000-02-11,0.0
2000-02-14,0.0
2000-02-15,-1.0204
2000-02-16,0.0
2000-02-17,1.9052
2000-02-18,-2.0408
2000-02-22,0.0
2000-02-23,-2.0833
2000-02-24,1.0638
2000-02-25,-1.0526
2000-02-28,0.0
2000-02-29,0.0
2000-03-01,0.0
2000-03-02,0.0
2000-03-03,0.0
2000-03-06,-1.0638
2000-03-07,-1.0753
2000-03-08,0.0
2000-03-09,2.1739
2000-03-10,-1.0638
2000-03-13,-1.0753
2000-03-14,0.0
2000-03-15,1.087
2000-03-16,-1.2387
2000-03-17,1.0989
2000-03-20,0.0
2000-03-21,0.0
2000-03-22,0.0
2000-03-23,1.087
2000-03-24,0.0
2000-03-27,0.0
2000-03-28,0.0
2000-03-29,-1.0753
2000-03-30,1.087
2000-03-31,-1.0753
2000-04-03,2.1739
2000-04-04,0.0
2000-04-05,-1.0638
2000-04-06,1.0753
2000-04-07,0.0
2000-04-10,0.0
2000-04-11,0.0
2000-04-12,1.0638
2000-04-13,-1.0526
2000-04-14,-1.0638
2000-04-17,0.0
2000-04-18,-0.1634
2000-04-19,0.0
2000-04-20,1.087
2000-04-24,0.0
2000-04-25,1.0753
2000-04-26,1.0638
2000-04-27,-1.0526
2000-04-28,1.0638
2000-05-01,-2.1053
2000-05-02,1.0753
2000-05-03,1.0638
2000-05-04,0.0
2000-05-05,-1.0526
2000-05-08,0.0
2000-05-09,0.0
2000-05-10,0.0
2000-05-11,0.0
2000-05-12,-1.0638
2000-05-15,0.0
2000-05-16,-1.0753
2000-05-17,1.087
2000-05-18,-0.1634
2000-05-19,1.087
2000-05-22,0.0
2000-05-23,0.0
2000-05-24,-1.0753
2000-05-25,0.0
2000-05-26,0.0
2000-05-30,1.087
2000-05-31,-1.0753
