ticker,MWT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-5.4688
2000-01-05,2.4793
2000-01-06,4.8387
2000-01-07,-0.7692
2000-01-10,0.0
2000-01-11,-0.7752
2000-01-12,0.7813
2000-01-13,-1.938
2000-01-14,-0.3953
2000-01-18,0.0
2000-01-19,-1.5873
2000-01-20,-0.8065
2000-01-21,0.813
2000-01-24,-0.4032
2000-01-25,-4.4534
2000-01-26,0.8475
2000-01-27,0.0
2000-01-28,-0.8403
2000-01-31,1.6949
2000-02-01,0.4167
2000-02-02,0.0
2000-02-03,-1.2448
2000-02-04,0.8403
2000-02-07,0.0
2000-02-08,-0.8333
2000-02-09,3.3613
2000-02-10,-1.2195
2000-02-11,-2.8807
2000-02-14,0.0
2000-02-15,-1.2711999999999999
2000-02-16,-4.2918
2000-02-17,5.8296
2000-02-18,1.6949
2000-02-22,0.4167
2000-02-23,-2.0747
2000-02-24,-2.5423999999999998
2000-02-25,-3.0435
2000-02-28,-0.4484
2000-02-29,0.0
2000-03-01,-1.8018
2000-03-02,0.9174
2000-03-03,-2.7273
2000-03-06,-7.4766
2000-03-07,1.0101
2000-03-08,0.0
2000-03-09,1.0
2000-03-10,0.495
2000-03-13,1.9704000000000002
2000-03-14,-0.4831
2000-03-15,2.4272
2000-03-16,-5.2133
2000-03-17,-3.5
2000-03-20,-1.5544
2000-03-21,-2.1053
2000-03-22,-5.3763
2000-03-23,2.8409
2000-03-24,1.105
2000-03-27,6.5574
2000-03-28,-3.5897
2000-03-29,2.1277
2000-03-30,-2.0833
2000-03-31,2.1277
2000-04-03,0.0
2000-04-04,-5.7292
2000-04-05,-0.5525
2000-04-06,-1.1111
2000-04-07,10.1124
2000-04-10,3.0612
2000-04-11,0.9901
2000-04-12,-3.9215999999999998
2000-04-13,1.0204
2000-04-14,0.0
2000-04-17,-1.0101
2000-04-18,0.0
2000-04-19,3.5714
2000-04-20,2.4631
2000-04-24,6.7308
2000-04-25,0.9009
2000-04-26,3.5714
2000-04-27,-2.1552
2000-04-28,6.6079
2000-05-01,-3.3058
2000-05-02,-1.2821
2000-05-03,-3.8961
2000-05-04,40.5405
2000-05-05,0.3205
2000-05-08,0.9585
2000-05-09,0.0
2000-05-10,-1.2658
2000-05-11,0.641
2000-05-12,0.3185
2000-05-15,-0.6349
2000-05-16,0.0
2000-05-17,0.0
2000-05-18,0.0
2000-05-19,0.0
2000-05-22,-0.639
2000-05-23,0.3215
2000-05-24,0.3205
2000-05-25,0.0
2000-05-26,-0.3195
2000-05-30,0.0
2000-05-31,0.3205
2000-06-01,0.0
2000-06-02,0.3195
2000-06-05,0.0
2000-06-06,0.0
2000-06-07,0.3185
2000-06-08,-0.6349
2000-06-09,-0.3195
2000-06-12,0.3205
2000-06-13,-0.3195
2000-06-14,0.0
2000-06-15,0.3205
2000-06-16,0.0
2000-06-19,0.3195
2000-06-20,0.0
2000-06-21,0.3185
2000-06-22,-0.3175
2000-06-23,0.0
2000-06-26,-0.3185
2000-06-27,0.3195
2000-06-28,0.3185
2000-06-29,-0.3175
2000-06-30,-0.9554
2000-07-03,0.9646
2000-07-05,0.0
2000-07-06,0.0
2000-07-07,0.0
2000-07-10,0.3185
