ticker,EDE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.3149
2000-01-04,-0.5714
2000-01-05,1.7241
2000-01-06,1.1299
2000-01-07,0.5587
2000-01-10,0.5556
2000-01-11,-1.105
2000-01-12,-0.5587
2000-01-13,0.0
2000-01-14,-1.1236
2000-01-18,-1.1364
2000-01-19,0.5747
2000-01-20,1.7143000000000002
2000-01-21,-0.5618
2000-01-24,-0.8475
2000-01-25,0.0
2000-01-26,0.8547
2000-01-27,-0.8475
2000-01-28,-1.4245
2000-01-31,0.8671
2000-02-01,2.2923
2000-02-02,-1.1204
2000-02-03,0.8499
2000-02-04,0.8427
2000-02-07,-0.8357
2000-02-08,-2.2472
2000-02-09,-1.1494
2000-02-10,-1.1628
2000-02-11,-1.1764999999999999
2000-02-14,-5.0595
2000-02-15,0.3135
2000-02-16,0.9375
2000-02-17,0.9288
2000-02-18,0.0
2000-02-22,0.0
2000-02-23,0.0
2000-02-24,-0.6135
2000-02-25,-0.6173
2000-02-28,1.2795
2000-02-29,3.7382999999999997
2000-03-01,-2.1021
2000-03-02,-1.8405
2000-03-03,0.3125
2000-03-06,-0.9346
2000-03-07,0.3145
2000-03-08,1.5674000000000001
2000-03-09,-0.3086
2000-03-10,-0.9288
2000-03-13,-1.875
2000-03-14,-1.9108
2000-03-15,-1.2987
2000-03-16,2.6316
2000-03-17,0.0
2000-03-20,-0.641
2000-03-21,0.3226
2000-03-22,0.0
2000-03-23,0.0
2000-03-24,1.6077
2000-03-27,1.8987
2000-03-28,-2.1739
2000-03-29,1.9048
2000-03-30,0.3115
2000-03-31,-2.4845
2000-04-03,1.9108
2000-04-04,-0.3125
2000-04-05,0.9404
2000-04-06,2.4845
2000-04-07,0.9091
2000-04-10,-1.5015
2000-04-11,0.0
2000-04-12,0.6098
2000-04-13,1.2121
2000-04-14,-1.1976
2000-04-17,1.5152
2000-04-18,-0.597
2000-04-19,-0.6006
2000-04-20,-0.3021
2000-04-24,0.303
2000-04-25,1.5106000000000002
2000-04-26,1.7856999999999998
2000-04-27,1.7544
2000-04-28,-0.8621
2000-05-01,0.5797
2000-05-02,-1.1527
2000-05-03,2.3324
2000-05-04,-0.5698
2000-05-05,1.1461000000000001
2000-05-08,1.6997
2000-05-09,-0.5571
2000-05-10,0.0
2000-05-11,2.521
2000-05-12,-1.9125999999999999
2000-05-15,1.9499
2000-05-16,0.2732
2000-05-17,-0.8174
2000-05-18,0.0
2000-05-19,-1.3736
2000-05-22,2.2284
