ticker,GCW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-10.0
2000-01-04,-1.3889
2000-01-05,0.0
2000-01-06,-1.4085
2000-01-07,4.2857
2000-01-10,-1.3699
2000-01-11,0.0
2000-01-12,-1.3889
2000-01-13,2.8169
2000-01-14,-2.7397
2000-01-18,2.8169
2000-01-19,1.3699
2000-01-20,-1.3514
2000-01-21,0.0
2000-01-24,0.0
2000-01-25,1.3699
2000-01-26,5.4054
2000-01-27,-3.8462
2000-01-28,-2.6667
2000-01-31,0.0
2000-02-01,0.0
2000-02-02,-1.3699
2000-02-03,-1.3889
2000-02-04,12.6761
2000-02-07,-2.5
2000-02-08,2.5641
2000-02-09,3.75
2000-02-10,-4.8193
2000-02-11,-3.7975
2000-02-14,-2.6316
2000-02-15,0.0
2000-02-16,8.1081
2000-02-17,-7.5
2000-02-18,-1.3514
2000-02-22,0.0
2000-02-23,0.0
2000-02-24,-1.3699
2000-02-25,0.0
2000-02-28,-4.1667
2000-02-29,0.0
2000-03-01,1.4493
2000-03-02,1.4285999999999999
2000-03-03,1.4085
2000-03-06,1.3889
2000-03-07,-4.1096
2000-03-08,0.0
2000-03-09,1.4285999999999999
2000-03-10,-1.4085
2000-03-13,-5.7143
2000-03-14,0.0
2000-03-15,1.5152
2000-03-16,2.9851
2000-03-17,0.0
2000-03-20,0.0
2000-03-21,8.6957
2000-03-22,1.3333
2000-03-23,3.9474
2000-03-24,-6.3291
2000-03-27,-1.3514
2000-03-28,-2.7397
2000-03-29,0.0
2000-03-30,-2.8169
2000-03-31,-2.8986
2000-04-03,0.0
2000-04-04,-1.4925
2000-04-05,-1.5152
2000-04-06,1.5385
2000-04-07,0.0
2000-04-10,0.0
2000-04-11,3.0303
2000-04-12,-2.9412000000000003
2000-04-13,3.0303
2000-04-14,-5.8824
2000-04-17,3.125
2000-04-18,-1.5152
2000-04-19,1.5385
2000-04-20,0.0
2000-04-24,0.0
2000-04-25,3.0303
2000-04-26,-1.4706000000000001
2000-04-28,0.0
2000-05-01,4.4776
2000-05-02,2.8571
2000-05-03,-2.7778
2000-05-04,0.0
2000-05-05,0.0
2000-05-08,0.0
2000-05-09,2.8571
2000-05-10,-8.3333
2000-05-11,3.0303
2000-05-12,-1.4706000000000001
2000-05-15,0.0
2000-05-16,2.9851
2000-05-17,0.0
2000-05-18,4.3478
2000-05-19,-1.3889
2000-05-22,-1.4085
2000-05-23,0.0
2000-05-24,-1.4285999999999999
2000-05-25,8.6957
