ticker,BLT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.3529
2000-01-04,-3.6145
2000-01-05,0.0
2000-01-06,-0.4167
2000-01-07,1.2551999999999999
2000-01-10,-1.2397
2000-01-11,-0.8368
2000-01-12,-2.1097
2000-01-13,1.7241
2000-01-14,1.6949
2000-01-18,0.0
2000-01-19,0.0
2000-01-20,-0.4167
2000-01-21,-0.4184
2000-01-24,0.0
2000-01-25,0.0
2000-01-26,0.0
2000-01-27,0.4202
2000-01-28,-0.4184
2000-01-31,0.4202
2000-02-01,-1.2551999999999999
2000-02-02,0.0
2000-02-03,1.2711999999999999
2000-02-04,0.0
2000-02-07,0.4184
2000-02-08,-0.8333
2000-02-09,-0.8403
2000-02-10,1.2711999999999999
2000-02-11,-1.2551999999999999
2000-02-14,0.0
2000-02-15,-0.4237
2000-02-16,0.4255
2000-02-17,0.4237
2000-02-18,-1.2658
2000-02-22,-1.7094
2000-02-23,-1.7391
2000-02-24,-0.885
2000-02-25,-0.4464
2000-02-28,-3.1390000000000002
2000-02-29,2.3148
2000-03-01,-0.4525
2000-03-02,5.0
2000-03-03,-2.1645
2000-03-06,0.4425
2000-03-07,0.0
2000-03-08,-0.4405
2000-03-09,-0.4425
2000-03-10,-9.3333
2000-03-13,0.4902
2000-03-14,-1.4634
2000-03-15,-0.9901
2000-03-16,2.5
2000-03-17,-1.9512
2000-03-20,-1.99
2000-03-21,1.0152
2000-03-22,2.0101
2000-03-23,-0.4926
2000-03-24,-0.9901
2000-03-27,-0.5
2000-03-28,0.0
2000-03-29,-1.005
2000-03-30,-0.5076
2000-03-31,5.102
2000-04-03,5.8252
2000-04-04,-0.4587
2000-04-05,2.765
2000-04-06,-3.5874
2000-04-07,4.186
2000-04-10,-2.6786
2000-04-11,-1.8349
2000-04-12,0.4673
2000-04-13,0.9302
2000-04-14,1.3825
2000-04-17,-0.4545
2000-04-18,1.3699
2000-04-19,-1.8018
2000-04-20,-2.2936
2000-04-24,-5.1643
2000-04-25,4.4554
2000-04-26,0.0
2000-04-27,0.0
2000-04-28,-0.4739
2000-05-01,2.8571
2000-05-02,1.3889
2000-05-03,0.9132
2000-05-04,-0.4525
2000-05-05,5.0
2000-05-08,-1.2987
2000-05-09,-3.0702
2000-05-10,-1.3575
2000-05-11,3.211
2000-05-12,-0.4444
2000-05-15,0.4464
2000-05-16,0.4444
2000-05-17,-1.3274
2000-05-18,-0.4484
2000-05-19,-5.4054
2000-05-22,-0.9524
