ticker,DNIF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.2195
2000-01-04,0.0
2000-01-05,0.6024
2000-01-06,0.5988
2000-01-07,0.0
2000-01-10,2.3810000000000002
2000-01-11,-1.1628
2000-01-12,0.0
2000-01-13,-0.7925
2000-01-14,0.5988
2000-01-18,-1.7856999999999998
2000-01-19,0.0
2000-01-20,0.6061
2000-01-21,1.2048
2000-01-24,1.1905000000000001
2000-01-25,3.5294
2000-01-26,0.5682
2000-01-27,1.1299
2000-01-28,-3.9106
2000-01-31,1.1628
2000-02-01,0.5747
2000-02-02,0.0
2000-02-03,1.1429
2000-02-04,1.6949
2000-02-07,1.6667
2000-02-08,0.5464
2000-02-09,0.0
2000-02-10,-0.5435
2000-02-11,1.0929
2000-02-14,0.0
2000-02-15,-0.5405
2000-02-16,-0.1887
2000-02-17,-1.6484
2000-02-18,-1.1173
2000-02-22,-2.8249
2000-02-23,-2.3256
2000-02-24,-0.5952
2000-02-25,0.0
2000-02-28,0.0
2000-02-29,0.5988
2000-03-01,-1.1905000000000001
2000-03-02,2.4096
2000-03-03,-0.5882
2000-03-06,0.0
2000-03-07,-0.5917
2000-03-08,-0.5952
2000-03-09,1.1976
2000-03-10,0.0
2000-03-13,-1.1834
2000-03-14,0.0
2000-03-15,1.1976
2000-03-16,1.7751000000000001
2000-03-17,0.3795
2000-03-20,-1.1696
2000-03-21,0.0
2000-03-22,0.0
2000-03-23,0.5917
2000-03-24,0.0
2000-03-27,-0.5882
2000-03-28,0.0
2000-03-29,0.0
2000-03-30,0.0
2000-03-31,1.1834
2000-04-03,-1.1696
2000-04-04,-0.5917
2000-04-05,0.0
2000-04-06,1.7856999999999998
2000-04-07,-1.1696
2000-04-10,0.5917
2000-04-11,-0.5882
2000-04-12,-0.5917
2000-04-13,1.1905000000000001
2000-04-14,-5.4984
2000-04-17,1.2579
2000-04-18,2.4845
2000-04-19,0.6061
2000-04-20,-1.2048
2000-04-24,0.0
2000-04-25,0.0
2000-04-26,-0.6098
2000-04-27,-2.454
2000-04-28,1.2579
2000-05-01,1.2422
2000-05-02,1.227
2000-05-03,-0.6061
2000-05-04,1.8293
2000-05-05,-2.3952
2000-05-08,0.0
2000-05-09,-0.6135
2000-05-10,0.6173
2000-05-11,0.6135
2000-05-12,-0.6098
2000-05-15,0.0
2000-05-16,0.6135
2000-05-17,0.398
2000-05-18,1.8405
2000-05-19,-1.2048
2000-05-22,-0.6098
2000-05-23,-0.6135
2000-05-24,0.6173
