ticker,RFS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.1976
2000-01-04,1.2121
2000-01-05,1.1976
2000-01-06,2.3669000000000002
2000-01-07,4.0462
2000-01-10,3.8889
2000-01-11,0.0
2000-01-12,1.0695000000000001
2000-01-13,0.5291
2000-01-14,0.0
2000-01-18,0.5263
2000-01-19,-2.0942
2000-01-20,-2.6738
2000-01-21,0.0
2000-01-24,-2.1978
2000-01-25,-1.1236
2000-01-26,2.2727
2000-01-27,-1.1111
2000-01-28,2.2472
2000-01-31,0.5495
2000-02-01,0.5464
2000-02-02,1.6303999999999998
2000-02-03,-0.5348
2000-02-04,-2.1505
2000-02-07,0.0
2000-02-08,0.0879
2000-02-09,0.0
2000-02-10,0.5682
2000-02-11,0.565
2000-02-14,0.0
2000-02-15,-1.6854
2000-02-16,0.0
2000-02-17,1.1429
2000-02-18,-1.1299
2000-02-22,-1.7143000000000002
2000-02-23,1.1628
2000-02-24,-0.5747
2000-02-25,0.0
2000-02-28,-2.3121
2000-02-29,0.5917
2000-03-01,0.5882
2000-03-02,1.7544
2000-03-03,-1.7241
2000-03-06,0.5848
2000-03-07,-3.4884
2000-03-08,-0.6024
2000-03-09,1.8182
2000-03-10,-2.3810000000000002
2000-03-13,1.2195
2000-03-14,3.6145
2000-03-15,-0.5814
2000-03-16,1.1696
2000-03-17,0.0
2000-03-20,-1.7341
2000-03-21,0.0
2000-03-22,1.7647
2000-03-23,-1.1561
2000-03-24,-2.3392
2000-03-27,0.5988
2000-03-28,1.7856999999999998
2000-03-29,-0.5848
2000-03-30,0.0
2000-03-31,1.1764999999999999
2000-04-03,-2.3256
2000-04-04,-1.1905000000000001
2000-04-05,-2.4096
2000-04-06,-1.8519
2000-04-07,-0.6289
2000-04-10,-0.6329
2000-04-11,0.6369
2000-04-12,2.5316
2000-04-13,3.0864
2000-04-14,-0.5988
2000-04-17,0.0
2000-04-18,2.4096
2000-04-19,1.1764999999999999
2000-04-20,1.1628
2000-04-24,4.5977
2000-04-25,0.5495
2000-04-26,0.5464
2000-04-27,1.6303999999999998
2000-04-28,3.7433
2000-05-01,-1.0309
2000-05-02,-0.5208
2000-05-03,2.0942
2000-05-04,1.5385
2000-05-05,0.0
2000-05-08,-2.9495
2000-05-09,-1.0753
2000-05-10,-1.6303999999999998
2000-05-11,5.5249
2000-05-12,-1.0471
2000-05-15,-6.3492
2000-05-16,-0.565
2000-05-17,3.4091
2000-05-18,2.1978
2000-05-19,2.1505
