ticker,AA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.4849
2000-01-04,0.4633
2000-01-05,5.7648
2000-01-06,-1.3081
2000-01-07,-0.2946
2000-01-10,-0.2954
2000-01-11,-0.5926
2000-01-12,-0.8942
2000-01-13,-1.8045
2000-01-14,-1.9908000000000001
2000-01-18,-2.5
2000-01-19,0.1603
2000-01-20,-5.92
2000-01-21,2.551
2000-01-24,-2.5705
2000-01-25,-1.5319
2000-01-26,-1.5556999999999999
2000-01-27,-0.9658
2000-01-28,-1.4184
2000-01-31,0.2698
2000-02-01,3.4978
2000-02-02,3.7262
2000-02-03,-3.1014
2000-02-04,-2.4221
2000-02-07,-3.3688000000000002
2000-02-08,-3.211
2000-02-09,-1.9905
2000-02-10,1.354
2000-02-11,3.3397
2000-02-14,6.7405
2000-02-15,2.2491
2000-02-16,-0.1692
2000-02-17,4.322
2000-02-18,-2.3558
2000-02-22,-3.4942
2000-02-23,-1.8965999999999998
2000-02-24,-2.0211
2000-02-25,0.7175
2000-02-28,1.2467
2000-02-29,-3.606
2000-03-01,1.8248
2000-03-02,-4.2115
2000-03-03,1.6838
2000-03-06,-1.7479
2000-03-07,-2.7154
2000-03-08,3.7536
2000-03-09,0.4638
2000-03-10,-1.0157
2000-03-13,1.5857999999999999
2000-03-14,-10.0092
2000-03-15,4.5918
2000-03-16,7.6098
2000-03-17,-6.165
2000-03-20,1.3527
2000-03-21,4.1945
2000-03-22,-2.1043
2000-03-23,3.9252000000000002
2000-03-24,2.9676
2000-03-27,0.6987
2000-03-28,-1.301
2000-03-29,1.4060000000000001
2000-03-30,-0.3466
2000-03-31,-2.2609
2000-04-03,2.1352
2000-04-04,-1.4808
2000-04-05,-2.122
2000-04-06,2.5294
2000-04-07,-4.2291
2000-04-10,-0.368
2000-04-11,3.9705
2000-04-12,-0.0888
2000-04-13,-0.7111
2000-04-14,-3.2229
2000-04-17,-4.3478
2000-04-18,-3.0948
2000-04-19,0.3992
2000-04-20,3.4791
2000-04-24,-0.2882
2000-04-25,5.5877
2000-04-26,-4.1971
2000-04-27,-0.5714
2000-04-28,-0.5747
2000-05-01,-2.2157999999999998
2000-05-02,1.8719000000000001
2000-05-03,-1.1605
2000-05-04,1.5716999999999999
2000-05-05,3.0948
2000-05-08,-0.7505
2000-05-09,0.0
2000-05-10,-1.4178
2000-05-11,-0.0959
2000-05-12,0.132
2000-05-15,4.0853
2000-05-16,-1.3812
2000-05-17,-2.3343
2000-05-18,0.3824
