ticker,ALV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.8547
2000-01-04,-2.1186
2000-01-05,1.5152
2000-01-06,0.2132
2000-01-07,3.4043
2000-01-10,0.2058
2000-01-11,-0.2053
2000-01-12,2.6749
2000-01-13,-0.4008
2000-01-14,0.8048
2000-01-18,0.3992
2000-01-19,-2.9821
2000-01-20,-1.6393
2000-01-21,-3.9583
2000-01-24,-1.5184
2000-01-25,-0.6608
2000-01-26,1.7738
2000-01-27,1.9607999999999999
2000-01-28,-4.0598
2000-01-31,-5.1225
2000-02-01,0.8826
2000-02-02,3.0374
2000-02-03,3.8548999999999998
2000-02-04,-2.8384
2000-02-07,0.2247
2000-02-08,-0.6726
2000-02-09,-0.2257
2000-02-10,-0.905
2000-02-11,0.4566
2000-02-14,-0.6818
2000-02-15,-1.8307
2000-02-16,-1.1655
2000-02-17,1.8868
2000-02-18,-3.2407
2000-02-22,-2.8708
2000-02-23,-1.4778
2000-02-24,-3.25
2000-02-25,4.1344
2000-02-28,4.2184
2000-02-29,3.8095
2000-03-01,-0.2294
2000-03-02,-0.9195
2000-03-03,-7.1926
2000-03-06,0.75
2000-03-07,0.7444
2000-03-08,-2.4631
2000-03-09,2.0202
2000-03-10,-0.495
2000-03-13,-0.4975
2000-03-14,1.5
2000-03-15,4.6798
2000-03-16,6.5882
2000-03-17,-3.3113
2000-03-20,1.3699
2000-03-21,2.7027
2000-03-22,-0.4386
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,-0.2203
2000-03-28,-0.4415
2000-03-29,-1.1086
2000-03-30,-1.1211
2000-03-31,8.8435
2000-04-03,-6.25
2000-04-04,0.6667
2000-04-05,-1.1038000000000001
2000-04-06,-1.7856999999999998
2000-04-07,-0.2273
2000-04-10,-1.139
2000-04-11,0.0
2000-04-12,-1.1521
2000-04-13,-0.2331
2000-04-14,-0.9346
2000-04-17,1.8868
2000-04-18,-1.1574
2000-04-19,0.2342
2000-04-20,3.5047
2000-04-24,-1.3544
2000-04-25,3.8902
2000-04-26,1.5419
2000-04-27,-2.3861
2000-04-28,0.2222
2000-05-01,-0.4435
2000-05-02,-0.2227
2000-05-03,-3.125
2000-05-04,0.1751
2000-05-05,-1.6166
2000-05-08,-0.7042
2000-05-09,6.8558
2000-05-10,-0.885
2000-05-11,-1.5625
2000-05-12,3.1746
2000-05-15,1.7582
2000-05-16,0.0
2000-05-17,-2.1598
2000-05-18,0.6623
2000-05-19,-2.193
2000-05-22,0.4484
