ticker,TRH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.0408
2000-01-04,-1.6989999999999998
2000-01-05,-0.823
2000-01-06,-0.249
2000-01-07,-0.0832
2000-01-10,0.5828
2000-01-11,0.9934
2000-01-12,-0.6557
2000-01-13,-0.2475
2000-01-14,-0.3309
2000-01-18,0.166
2000-01-19,-0.0829
2000-01-20,-0.5804
2000-01-21,0.0
2000-01-24,3.6696999999999997
2000-01-25,-0.6436
2000-01-26,-0.2429
2000-01-27,-0.8117
2000-01-28,-0.3273
2000-01-31,-1.4778
2000-02-01,0.3333
2000-02-02,-0.1661
2000-02-03,-0.4992
2000-02-04,0.3344
2000-02-07,-1.3333
2000-02-08,-0.6757
2000-02-09,-2.466
2000-02-10,-0.1744
2000-02-11,-0.4367
2000-02-14,-2.193
2000-02-15,-0.9865
2000-02-16,1.8115999999999999
2000-02-17,-0.4448
2000-02-18,0.0
2000-02-22,0.0
2000-02-23,0.2681
2000-02-24,-0.2674
2000-02-25,-0.1787
2000-02-28,0.1791
2000-02-29,0.7149
2000-03-01,-0.2662
2000-03-02,-0.1783
2000-03-03,-0.1786
2000-03-06,-0.805
2000-03-07,0.3607
2000-03-08,-0.7188
2000-03-09,0.0
2000-03-10,0.0905
2000-03-13,-0.2712
2000-03-14,0.0907
2000-03-15,2.2645
2000-03-16,4.6058
2000-03-17,0.3387
2000-03-20,0.0
2000-03-21,3.6287000000000003
2000-03-22,0.0814
2000-03-23,2.3596
2000-03-24,1.1924
2000-03-27,0.0
2000-03-28,-0.7855
2000-03-29,0.0792
2000-03-30,4.7468
2000-03-31,3.3233
2000-04-03,0.731
2000-04-04,-0.0726
2000-04-05,-1.0167
2000-04-06,-0.2201
2000-04-07,-0.8824
2000-04-10,-0.1484
2000-04-11,0.0743
2000-04-12,0.0
2000-04-13,-1.4104999999999999
2000-04-14,-0.9036
2000-04-17,0.0
2000-04-18,0.3799
2000-04-19,-0.3028
2000-04-20,-0.9112
2000-04-24,0.9962
2000-04-25,2.2003
2000-04-26,-0.5197
2000-04-27,-1.2687
2000-04-28,0.3023
2000-05-01,0.5275
2000-05-02,1.4993
2000-05-03,0.0
2000-05-04,-0.3693
2000-05-05,-2.0756
2000-05-08,-0.3028
2000-05-09,1.2908
2000-05-10,-0.2999
2000-05-11,0.0
2000-05-12,0.8271
2000-05-15,0.1491
2000-05-16,1.936
2000-05-17,1.534
2000-05-18,1.5108000000000001
2000-05-19,-0.567
2000-05-22,0.4989
