ticker,RRD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.0151
2000-01-04,-1.5424
2000-01-05,-3.3943
2000-01-06,0.5405
2000-01-07,-0.2688
2000-01-10,1.6173
2000-01-11,-0.2653
2000-01-12,1.0638
2000-01-13,0.5263
2000-01-14,-0.5236
2000-01-18,-1.3158
2000-01-19,-0.2667
2000-01-20,-2.1390000000000002
2000-01-21,-0.5464
2000-01-24,-3.5714
2000-01-25,-1.9943
2000-01-26,-1.4535
2000-01-27,3.5398
2000-01-28,-1.4245
2000-01-31,1.4451
2000-02-01,2.849
2000-02-02,0.831
2000-02-03,1.0989
2000-02-04,0.413
2000-02-07,-1.0929
2000-02-08,1.6575
2000-02-09,-5.9783
2000-02-10,-1.4451
2000-02-11,-1.4663
2000-02-14,-3.5714
2000-02-15,3.7037
2000-02-16,-0.8929
2000-02-17,0.0
2000-02-18,-2.1021
2000-02-22,0.6135
2000-02-23,0.0
2000-02-24,-3.9634
2000-02-25,0.6349
2000-02-28,0.9464
2000-02-29,-5.0
2000-03-01,5.9211
2000-03-02,-0.3106
2000-03-03,2.1807
2000-03-06,-2.1341
2000-03-07,-3.4268
2000-03-08,0.3226
2000-03-09,4.5016
2000-03-10,-5.8462
2000-03-13,3.5948
2000-03-14,-1.5773000000000001
2000-03-15,1.6026
2000-03-16,5.9937000000000005
2000-03-17,0.0
2000-03-20,0.0
2000-03-21,0.8929
2000-03-22,-1.1799
2000-03-23,3.8806000000000003
2000-03-24,-4.5977
2000-03-27,-1.2048
2000-03-28,0.6098
2000-03-29,1.5152
2000-03-30,-1.4925
2000-03-31,1.5152
2000-04-03,-0.2985
2000-04-04,-2.3952
2000-04-05,3.0675
2000-04-06,1.7856999999999998
2000-04-07,0.8772
2000-04-10,-2.029
2000-04-11,0.0
2000-04-12,5.0296
2000-04-13,-0.5634
2000-04-14,-2.8329
2000-04-17,-1.4577
2000-04-18,1.7751000000000001
2000-04-19,0.5814
2000-04-20,-1.7341
2000-04-24,0.5882
2000-04-25,3.5088
2000-04-26,-2.2599
2000-04-27,-1.4451
2000-04-28,-0.2933
2000-05-01,1.7647
2000-05-02,3.7572
2000-05-03,-1.6713
2000-05-04,0.8499
2000-05-05,-1.6854
2000-05-08,0.5714
2000-05-09,3.6932
2000-05-10,1.5123
2000-05-11,1.6349
2000-05-12,1.0724
2000-05-15,2.9177999999999997
2000-05-16,2.5773
2000-05-17,-1.7588
2000-05-18,0.7673
2000-05-19,-2.0305
2000-05-22,0.2591
