ticker,UCM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.7313
2000-01-04,0.5814
2000-01-05,4.0462
2000-01-06,-0.3704
2000-01-07,4.6468
2000-01-10,2.6643
2000-01-11,0.346
2000-01-12,0.6897
2000-01-13,2.226
2000-01-14,-1.34
2000-01-18,-1.1885
2000-01-19,2.2337
2000-01-20,-2.0168
2000-01-21,0.3431
2000-01-24,4.2735
2000-01-25,-2.7869
2000-01-26,2.1922
2000-01-27,2.3102
2000-01-28,-0.1613
2000-01-31,1.1309
2000-02-01,3.5144
2000-02-02,1.2346
2000-02-03,0.7622
2000-02-04,-0.9077
2000-02-07,-4.1221
2000-02-08,0.7962
2000-02-09,-0.316
2000-02-10,-2.3772
2000-02-11,-2.1104
2000-02-14,-0.8292
2000-02-15,1.0033
2000-02-16,-0.6623
2000-02-17,0.0
2000-02-18,-0.6667
2000-02-22,1.0067
2000-02-23,-1.1628
2000-02-24,-1.8487
2000-02-25,0.0
2000-02-28,4.9658
2000-02-29,-1.3051
2000-03-01,0.6612
2000-03-02,0.0
2000-03-03,-0.1642
2000-03-06,-1.8092000000000001
2000-03-07,-0.8375
2000-03-08,0.5068
2000-03-09,-0.1681
2000-03-10,1.1785
2000-03-13,-0.8319
2000-03-14,-0.5034
2000-03-15,1.3491
2000-03-16,4.4925
2000-03-17,-3.6624
2000-03-20,0.4959
2000-03-21,0.3289
2000-03-22,-1.6393
2000-03-23,0.5
2000-03-24,0.8292
2000-03-27,-0.4934
2000-03-28,-2.8099
2000-03-29,1.5986
2000-03-30,0.1692
2000-03-31,-1.3514
2000-04-03,-0.1712
2000-04-04,2.916
2000-04-05,4.3333
2000-04-06,-2.5559
2000-04-07,0.3279
2000-04-10,3.4314
2000-04-11,0.4739
2000-04-12,0.6289
2000-04-13,2.6562
2000-04-14,-1.8265
2000-04-17,-0.3101
2000-04-18,-3.2659000000000002
2000-04-19,-0.8039
2000-04-20,2.4311
2000-04-24,-0.4747
2000-04-25,2.5437
2000-04-26,2.7907
2000-04-27,-2.4133
2000-04-28,-1.7002000000000002
2000-05-01,0.6289
2000-05-02,-2.3438
2000-05-03,0.8
2000-05-04,2.5397
2000-05-05,-0.774
2000-05-08,1.7161
2000-05-09,-0.1534
2000-05-10,1.9969000000000001
2000-05-11,3.1627
2000-05-12,-1.6971
2000-05-15,0.8353
2000-05-16,-0.5891
2000-05-17,-3.1111
2000-05-18,0.9174
2000-05-19,0.303
2000-05-22,3.4743
2000-05-23,0.438
2000-05-24,0.436
2000-05-25,-0.7236
2000-05-26,-0.1458
2000-05-30,-1.8978000000000002
2000-05-31,-0.744
2000-06-01,-1.7991000000000001
2000-06-02,0.1527
2000-06-05,-3.0488
2000-06-06,1.8868
2000-06-07,-1.0802
2000-06-08,1.092
2000-06-09,4.321
2000-06-12,0.4438
2000-06-13,-0.4418
2000-06-14,-3.9941
2000-06-15,0.3082
2000-06-16,-1.6897
2000-06-19,0.3125
2000-06-20,-0.6231
2000-06-21,0.3135
2000-06-22,-0.7813
2000-06-23,1.1024
2000-06-26,-0.1558
2000-06-27,-3.2761
2000-06-28,5.8004999999999995
2000-06-29,-3.0117
2000-06-30,-1.746
2000-07-03,-0.1616
2000-07-05,-1.6181
2000-07-06,0.9868
2000-07-07,0.0
2000-07-10,1.9544000000000001
2000-07-11,3.5144
2000-07-12,-2.1605
2000-07-13,2.2082
2000-07-14,-1.6975
2000-07-17,2.1193
2000-07-18,1.6141
2000-07-19,1.8154
2000-07-20,-2.2288
2000-07-21,1.2158
2000-07-24,0.0
2000-07-25,0.3003
2000-07-26,-1.6093
2000-07-27,1.027
2000-07-28,0.3012
2000-07-31,-1.3514
2000-08-01,2.2831
2000-08-02,0.8929
2000-08-03,1.6593
2000-08-04,0.8342
2000-08-07,2.1942
2000-08-08,-0.5984
2000-08-09,-0.5666
2000-08-10,0.463
2000-08-11,1.6661000000000001
2000-08-14,0.9763
2000-08-15,2.2099
2000-08-16,-0.9459
2000-08-17,-0.2729
2000-08-18,0.1368
2000-08-21,-0.8197
2000-08-22,0.9642
2000-08-23,0.955
2000-08-24,-1.0811
2000-08-25,-0.9563
2000-08-28,1.5171999999999999
2000-08-29,-0.9511
2000-08-30,0.0
2000-08-31,0.3173
2000-09-01,0.2307
2000-09-05,1.7734999999999999
2000-09-06,1.2064
2000-09-07,1.7219
2000-09-08,4.9967
2000-09-11,3.2166
2000-09-12,0.2027
2000-09-13,-0.2398
2000-09-14,-0.4808
2000-09-15,3.0571
2000-09-18,-0.9742
2000-09-19,-3.432
2000-09-20,-0.2451
2000-09-21,0.6143
2000-09-22,2.6862
2000-09-25,-0.5945
2000-09-26,3.11
2000-09-27,2.5885
2000-09-28,0.4169
2000-09-29,1.274
2000-10-02,1.4107
2000-10-03,-3.3991
2000-10-04,-4.1544
2000-10-05,-1.3126
2000-10-06,1.451
2000-10-09,-0.3576
2000-10-10,3.3493
2000-10-11,-1.7361
2000-10-12,-1.649
2000-10-13,2.3952
2000-10-16,4.0936
2000-10-17,2.0225
2000-10-18,-2.9736000000000002
2000-10-19,0.6217
2000-10-20,-0.904
