ticker,IV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.7668
2000-01-04,-2.8777
2000-01-05,2.5926
2000-01-06,0.361
2000-01-07,2.8777
2000-01-10,0.6993
2000-01-11,0.0
2000-01-12,-0.3472
2000-01-13,0.0
2000-01-14,1.0453
2000-01-18,1.7241
2000-01-19,22.3729
2000-01-20,-2.4931
2000-01-21,-2.8409
2000-01-24,-1.7544
2000-01-25,1.1905000000000001
2000-01-26,-0.2941
2000-01-27,-0.885
2000-01-28,-1.4881
2000-01-31,0.6042
2000-02-01,-3.6036
2000-02-02,-0.9346
2000-02-03,1.2579
2000-02-04,0.0
2000-02-07,-0.9317
2000-02-08,3.1348
2000-02-09,-1.5198
2000-02-10,-2.4691
2000-02-11,1.2658
2000-02-14,0.0
2000-02-15,-1.875
2000-02-16,0.0
2000-02-17,0.0
2000-02-18,-1.5924
2000-02-22,0.6472
2000-02-23,-2.2508
2000-02-24,1.9737
2000-02-25,2.2580999999999998
2000-02-28,-0.3155
2000-02-29,1.2658
2000-03-01,0.625
2000-03-02,-0.3106
2000-03-03,-0.6231
2000-03-06,0.0
2000-03-07,-2.1944
2000-03-08,4.4872
2000-03-09,0.6135
2000-03-10,-0.9146
2000-03-13,-1.5385
2000-03-14,-1.875
2000-03-15,-0.3185
2000-03-16,5.1282
2000-03-17,-1.2195
2000-03-20,0.6173
2000-03-21,-1.8405
2000-03-22,0.3125
2000-03-23,4.9844
2000-03-24,-2.0772
2000-03-27,0.0
2000-03-28,-2.1212
2000-03-29,1.2384
2000-03-30,3.0581
2000-03-31,4.7478
2000-04-03,-0.5666
2000-04-04,-1.4245
2000-04-05,6.9364
2000-04-06,-1.0811
2000-04-07,-0.5464
2000-04-10,-3.2967
2000-04-11,2.5568
2000-04-12,0.277
2000-04-13,-0.2762
2000-04-14,-8.8643
2000-04-17,4.2553
2000-04-18,-1.4577
2000-04-19,-1.1834
2000-04-20,0.2994
2000-04-24,-1.194
2000-04-25,6.0423
2000-04-26,-2.849
2000-04-27,-1.173
2000-04-28,0.5935
2000-05-01,3.5398
2000-05-02,-3.4188
2000-05-03,-0.295
2000-05-04,-2.3669000000000002
2000-05-05,3.9394
2000-05-08,0.8746
2000-05-09,-2.3121
2000-05-10,10.0592
2000-05-11,0.5376
2000-05-12,1.0695000000000001
2000-05-15,-2.1164
2000-05-16,1.6216
2000-05-17,-1.3298
2000-05-18,-2.965
2000-05-19,-3.3333
2000-05-22,0.2874
2000-05-23,0.0
2000-05-24,1.1461000000000001
2000-05-25,-0.8499
2000-05-26,-1.4285999999999999
2000-05-30,-0.8696
2000-05-31,-0.5848
2000-06-01,0.8824
2000-06-02,0.2915
2000-06-05,0.0
2000-06-06,-0.2907
2000-06-07,0.0
2000-06-08,-0.8746
2000-06-09,-0.2941
2000-06-12,-0.885
2000-06-13,0.8929
2000-06-14,-0.295
2000-06-15,1.1869
2000-06-16,-1.173
2000-06-19,-1.1869
2000-06-20,-1.8018
2000-06-21,3.0581
2000-06-22,0.2967
2000-06-23,0.5917
2000-06-26,1.4706000000000001
2000-06-27,-1.1594
2000-06-28,-0.2933
2000-06-29,-1.1764999999999999
2000-06-30,-0.5208
2000-07-03,1.4211
2000-07-05,-0.295
2000-07-06,2.3669000000000002
2000-07-07,0.0
2000-07-10,-0.289
2000-07-11,0.0
2000-07-12,-2.029
2000-07-13,0.2959
2000-07-14,0.0
2000-07-17,0.0
2000-07-18,-0.59
2000-07-19,0.2967
2000-07-20,0.5917
2000-07-21,-0.8824
2000-07-24,0.8902
2000-07-25,0.8824
2000-07-26,-1.1662
2000-07-27,1.1799
2000-07-28,1.4577
2000-07-31,1.1494
2000-08-01,-0.2841
2000-08-02,-0.2849
2000-08-03,0.5714
2000-08-04,1.1364
2000-08-07,0.0
2000-08-08,0.2809
2000-08-09,0.5602
2000-08-10,-0.2786
2000-08-11,1.6760000000000002
2000-08-14,-0.5495
2000-08-15,-0.5525
2000-08-16,0.5556
2000-08-17,-0.2762
2000-08-18,-0.277
2000-08-21,0.5556
2000-08-22,-0.2762
2000-08-23,0.0
2000-08-24,0.277
2000-08-25,-0.5525
2000-08-28,0.5556
2000-08-29,0.0
2000-08-30,0.0
2000-08-31,-0.831
2000-09-01,1.1173
2000-09-05,0.0
2000-09-06,0.2762
2000-09-07,0.0
2000-09-08,0.0
2000-09-11,0.0
2000-09-12,0.2755
2000-09-13,0.2747
2000-09-14,0.5479
