ticker,GLM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.7669
2000-01-04,-1.2097
2000-01-05,0.4082
2000-01-06,4.4715
2000-01-07,0.7782
2000-01-10,-2.7027
2000-01-11,5.1587
2000-01-12,-4.9056999999999995
2000-01-13,11.1111
2000-01-14,1.4285999999999999
2000-01-18,8.8028
2000-01-19,-1.9417
2000-01-20,1.3201
2000-01-21,3.9088000000000003
2000-01-24,-4.0752
2000-01-25,-3.268
2000-01-26,1.3514
2000-01-27,-6.3333
2000-01-28,0.0
2000-01-31,1.7793999999999999
2000-02-01,5.5944
2000-02-02,0.6623
2000-02-03,-3.2895
2000-02-04,-1.0204
2000-02-07,4.4674
2000-02-08,-8.223700000000001
2000-02-09,-0.3584
2000-02-10,4.6763
2000-02-11,-1.7182
2000-02-14,4.8951
2000-02-15,8.6667
2000-02-16,0.9202
2000-02-17,-0.6079
2000-02-18,-2.4465
2000-02-22,-3.1348
2000-02-23,-3.5599
2000-02-24,8.7248
2000-02-25,-5.8642
2000-02-28,8.1967
2000-02-29,8.7879
2000-03-01,3.0641
2000-03-02,8.1081
2000-03-03,-2.0
2000-03-06,0.7653
2000-03-07,6.5823
2000-03-08,-15.2019
2000-03-09,0.0
2000-03-10,1.1204
2000-03-13,-2.2161
2000-03-14,-0.5666
2000-03-15,-4.8433
2000-03-16,8.3832
2000-03-17,1.105
2000-03-20,-8.1967
2000-03-21,4.7619
2000-03-22,14.4886
2000-03-23,-3.7221
2000-03-24,1.5464
2000-03-27,1.5228000000000002
2000-03-28,0.5
2000-03-29,2.2388
2000-03-30,-3.6496
2000-03-31,2.5253
2000-04-03,2.7094
2000-04-04,-7.4341
2000-04-05,-5.9585
2000-04-06,3.8567
2000-04-07,-2.3872999999999998
2000-04-10,-5.9783
2000-04-11,6.9364
2000-04-12,-0.8108
2000-04-13,-3.8147
2000-04-14,-3.1161
2000-04-17,-2.3392
2000-04-18,8.6826
2000-04-19,-0.551
2000-04-20,6.3712
2000-04-24,-2.8646000000000003
2000-04-25,-1.3405
2000-04-26,2.1739
2000-04-27,3.4574
2000-04-28,-1.0283
2000-05-01,0.2597
2000-05-02,0.0
2000-05-03,-4.6632
2000-05-04,2.9891
2000-05-05,3.9577999999999998
2000-05-08,3.2995
2000-05-09,2.457
2000-05-10,-1.199
2000-05-11,1.9417
2000-05-12,1.4285999999999999
2000-05-15,3.7559
2000-05-16,-0.2262
2000-05-17,2.9478
2000-05-18,-3.0837
2000-05-19,-2.2727
