ticker,GLM US Equity
2000-05-22,-3.2558
2000-05-23,2.4038
2000-05-24,0.4695
2000-05-25,2.8037
2000-05-26,-4.5455
2000-05-30,0.2381
2000-05-31,6.8884
2000-06-01,-1.1111
2000-06-02,-7.8652
2000-06-05,-4.878
2000-06-06,6.4103
2000-06-07,-0.241
2000-06-08,5.5556
2000-06-09,-0.6865
2000-06-12,5.0691
2000-06-13,1.7544
2000-06-14,-2.8017
2000-06-15,-0.8869
2000-06-16,5.5928
2000-06-19,-1.6949
2000-06-20,-1.7241
2000-06-21,2.6316
2000-06-22,-0.8547
2000-06-23,1.7241
2000-06-26,1.2711999999999999
2000-06-27,-1.6736
2000-06-28,-3.617
2000-06-29,2.649
2000-06-30,-3.0645
2000-07-03,2.0521
2000-07-05,-6.7391
2000-07-06,0.6993
2000-07-07,-1.8519
2000-07-10,0.0
2000-07-11,7.3113
2000-07-12,-1.0989
2000-07-13,0.4444
2000-07-14,-0.885
2000-07-17,-3.3482
2000-07-18,4.8499
2000-07-19,-0.4405
2000-07-20,-0.4425
2000-07-21,-4.0
2000-07-24,-6.25
2000-07-25,-1.2346
2000-07-26,2.5
2000-07-27,5.122
2000-07-28,3.4803
2000-07-31,1.5695000000000001
2000-08-01,1.766
2000-08-02,0.4338
2000-08-03,-0.8639
2000-08-04,0.8715
2000-08-07,1.9978
2000-08-08,1.6411
2000-08-09,3.3333
2000-08-10,-1.0081
2000-08-11,0.611
2000-08-14,3.6437
2000-08-15,-0.9766
2000-08-16,2.5641
2000-08-17,0.1923
2000-08-18,-2.1113
2000-08-21,0.0
2000-08-22,0.7843
2000-08-23,2.5292
2000-08-24,-3.0361
2000-08-25,-0.7828
2000-08-28,2.5641
2000-08-29,-0.709
2000-08-30,-1.4163999999999999
2000-08-31,1.5716999999999999
2000-09-01,1.7408000000000001
2000-09-05,0.3802
2000-09-06,2.8409
2000-09-07,-2.9466
2000-09-08,-2.277
2000-09-11,5.6311
2000-09-12,-1.1029
2000-09-13,-1.8587
2000-09-14,0.7576
2000-09-15,1.5038
2000-09-18,-8.2754
2000-09-19,-2.284
2000-09-20,-2.2727
2000-09-21,-3.3827
2000-09-22,-0.9435
2000-09-25,3.8243
2000-09-26,1.7021
2000-09-27,2.7197
2000-09-28,-2.6477
2000-09-29,3.3473
2000-10-02,1.0121
2000-10-03,-1.4028
2000-10-04,-3.4553
2000-10-05,-2.3158
2000-10-06,-1.2931
2000-10-09,-0.655
2000-10-10,5.2747
2000-10-11,1.2526
2000-10-12,4.7423
2000-10-13,-5.1181
2000-10-16,-6.0166
2000-10-17,2.8698
2000-10-18,1.7167
2000-10-19,-0.8439
2000-10-20,4.6809
2000-10-23,-3.4553
2000-10-24,-4.2105
2000-10-25,-5.7143
2000-10-26,4.1958
2000-10-27,-6.264
2000-10-30,0.2387
2000-10-31,0.9524
2000-11-01,10.3774
2000-11-02,-3.6325
2000-11-03,1.1086
2000-11-06,-1.9737
2000-11-07,0.4474
2000-11-08,3.3407999999999998
2000-11-09,-3.4483
2000-11-10,-3.7946
2000-11-13,-3.4803
2000-11-14,4.5673
2000-11-15,5.2874
2000-11-16,-0.4367
2000-11-17,-4.8246
2000-11-20,-0.4608
2000-11-21,0.0
2000-11-22,-4.8611
2000-11-24,3.8929
2000-11-27,-1.4052
2000-11-28,0.2375
2000-11-29,-10.663499999999999
2000-11-30,-6.8966
2000-12-01,7.1225
2000-12-04,0.266
2000-12-05,-2.6525
2000-12-06,-2.4523
2000-12-07,5.8659
2000-12-08,5.5409
2000-12-11,6.5
2000-12-12,0.0
2000-12-13,-3.2864
2000-12-14,-3.1553
2000-12-15,6.7669
2000-12-18,7.9812
2000-12-19,0.4348
2000-12-20,-4.7619
2000-12-21,-1.1364
2000-12-22,0.0
2000-12-26,5.0575
2000-12-27,-1.9694
2000-12-28,2.9018
2000-12-29,-1.5184
2001-01-02,1.5419
2001-01-03,-6.2907
2001-01-04,-4.6296
2001-01-05,-0.7282
2001-01-08,3.423
2001-01-09,0.4728
2001-01-10,3.0588
2001-01-11,0.9132
2001-01-12,1.3575
2001-01-16,1.7856999999999998
2001-01-17,-5.4825
2001-01-18,-4.4084
2001-01-19,0.0
2001-01-22,0.7282
2001-01-23,2.4096
2001-01-24,2.1176
2001-01-25,5.53
2001-01-26,-1.5284
2001-01-29,-1.3747
2001-01-30,1.0072
2001-01-31,2.386
2001-02-01,-1.7391
2001-02-02,1.2389000000000001
2001-02-05,5.1049
2001-02-06,3.0938
2001-02-07,0.1291
2001-02-08,-0.0967
2001-02-09,-0.9677
2001-02-12,-1.8241
2001-02-13,1.6589
2001-02-14,1.0444
2001-02-15,-2.6809
2001-02-16,-1.2612
2001-02-20,0.8067
2001-02-21,-1.3671
2001-02-22,-2.9412000000000003
2001-02-23,-1.846
2001-02-26,3.6906
2001-02-27,-0.7187
2001-02-28,-1.0341
2001-03-01,0.3483
2001-03-02,4.4429
2001-03-05,3.4895
2001-03-06,2.1195
2001-03-07,2.956
2001-03-08,-0.6414
2001-03-09,-1.3526
2001-03-12,-3.3655
2001-03-13,-4.2244
2001-03-14,-1.6162
2001-03-15,-7.4949
2001-03-16,-0.148
2001-03-19,2.4454000000000002
2001-03-20,1.4104999999999999
2001-03-21,-3.9586
2001-03-22,-2.9707
2001-03-23,2.6789
2001-03-26,0.6336
2001-03-27,-1.4444
2001-03-28,-4.923
2001-03-29,-2.8458
2001-03-30,4.1497
2001-04-02,-7.1094
2001-04-03,-2.2288
2001-04-04,2.2366
2001-04-05,7.2781
2001-04-06,-1.3333
2001-04-09,3.7361
2001-04-10,2.2989
2001-04-11,-2.7715
2001-04-12,1.1171
2001-04-16,1.7143000000000002
2001-04-17,1.1236
2001-04-18,-3.8148
2001-04-19,-3.8121
2001-04-20,3.4828
2001-04-23,2.4758
2001-04-24,0.4153
2001-04-25,2.1053
2001-04-26,4.8601
2001-04-27,-1.3694
2001-04-30,2.3496
2001-05-01,-2.2609
2001-05-02,-6.5125
2001-05-03,-1.2181
2001-05-04,2.3121
2001-05-07,-2.4482
2001-05-08,-0.4247
2001-05-09,3.4897
2001-05-10,-1.7235
2001-05-11,0.0762
2001-05-14,2.3238
2001-05-15,2.3455
2001-05-16,0.2546
2001-05-17,0.6894
2001-05-18,1.3694
2001-05-21,-0.5688
2001-05-22,-0.3218
2001-05-23,-4.1607
2001-05-24,-3.1811
2001-05-25,0.9664
2001-05-29,-1.34
2001-05-30,-4.2685
2001-05-31,3.9724
2001-06-01,-0.5068
2001-06-04,2.8605
2001-06-05,0.9524
2001-06-06,-6.1887
2001-06-07,-2.4537
2001-06-08,0.0412
2001-06-11,-2.1022
2001-06-12,3.3684
2001-06-13,-0.1222
2001-06-14,-2.1207
2001-06-15,-1.4583
2001-06-18,-2.4947
2001-06-19,-2.4718
2001-06-20,-1.1116
2001-06-21,-7.3741
2001-06-22,-0.9223
2001-06-25,-0.9309
2001-06-26,3.1157
2001-06-27,-5.4676
2001-06-28,-6.3927
2001-06-29,0.9756
2001-07-02,-4.2405
2001-07-03,0.0561
2001-07-05,1.1204
2001-07-06,0.8864
2001-07-09,-5.6013
2001-07-10,-0.2327
2001-07-11,0.3499
2001-07-12,-7.5537
2001-07-13,2.8913
2001-07-16,-6.2309
2001-07-17,4.2345
2001-07-18,1.125
2001-07-19,0.4944
2001-07-20,6.8266
2001-07-23,3.6845
2001-07-24,-4.9972
2001-07-25,3.4483
2001-07-26,1.1299
2001-07-27,0.1117
2001-07-30,1.1719
2001-07-31,-4.6884
2001-08-01,-3.7037
2001-08-02,2.524
2001-08-03,-2.755
2001-08-06,0.0
2001-08-07,-2.6522
2001-08-08,-3.2198
2001-08-09,-0.8957
2001-08-10,0.0
2001-08-13,-0.8393
2001-08-14,0.9115
2001-08-15,7.0968
2001-08-16,-3.0723
2001-08-17,-0.8701
2001-08-20,-1.0031
2001-08-21,0.4433
2001-08-22,-0.3783
2001-08-23,-2.4051
2001-08-24,1.4916
2001-08-27,0.5751
2001-08-28,-2.4142
2001-08-29,-1.6276000000000002
2001-08-30,-6.0887
2001-08-31,1.4799
2001-09-04,4.8611
2001-09-05,-0.6623
2001-09-06,4.1333
2001-09-07,0.6402
2001-09-10,1.7812000000000001
2001-09-17,-4.0625
2001-09-18,-6.645
2001-09-19,-7.8856
2001-09-20,-3.4091
2001-09-21,3.1373
2001-09-24,1.1407
2001-09-25,-1.8797000000000001
2001-09-26,-1.9157
2001-09-27,4.5313
2001-09-28,4.6338
2001-10-01,-3.7143
2001-10-02,0.6677
2001-10-03,4.4952
2001-10-04,1.5514999999999999
2001-10-05,-0.9722
2001-10-08,-0.1403
2001-10-09,0.3511
2001-10-10,3.9188
2001-10-11,-1.0101
2001-10-12,0.8844
2001-10-15,-2.2252
2001-10-16,3.7241
2001-10-17,0.133
2001-10-18,-3.0544
2001-10-19,0.6164
2001-10-22,3.4717000000000002
2001-10-23,0.1316
2001-10-24,-1.5769
2001-10-25,8.411200000000001
2001-10-26,4.6798
2001-10-29,2.6471
2001-10-30,-8.0229
2001-10-31,0.3115
2001-11-01,-0.9317
2001-11-02,-4.326
2001-11-05,-1.9003999999999999
2001-11-06,1.2024
2001-11-07,6.5347
2001-11-08,2.2305
2001-11-09,6.0
2001-11-12,0.1144
2001-11-13,1.6562000000000001
2001-11-14,-11.1798
2001-11-15,-13.9785
2001-11-16,2.5735
2001-11-19,-0.5735
2001-11-20,2.3071
