ticker,UWR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.1828
2000-01-04,-0.1832
2000-01-05,-0.1835
2000-01-06,0.0
2000-01-07,0.3676
2000-01-10,-0.1832
2000-01-11,0.367
2000-01-12,0.0
2000-01-13,-0.1828
2000-01-14,1.0989
2000-01-18,-0.7246
2000-01-19,-0.1825
2000-01-20,1.0969
2000-01-21,0.0
2000-01-24,0.0
2000-01-25,-0.1808
2000-01-26,0.1812
2000-01-27,-0.3617
2000-01-28,0.1815
2000-01-31,0.0
2000-02-01,0.5435
2000-02-02,-0.3604
2000-02-03,-0.1808
2000-02-04,0.0
2000-02-07,0.3623
2000-02-08,0.361
2000-02-09,-0.1799
2000-02-10,-0.3604
2000-02-11,-0.0362
2000-02-14,0.0
2000-02-15,0.1825
2000-02-16,-0.3643
2000-02-17,0.5484
2000-02-18,-0.5455
2000-02-22,0.3656
2000-02-23,0.1821
2000-02-24,0.7273
2000-02-25,0.0
2000-02-28,-0.361
2000-02-29,0.9058
2000-03-01,0.0
2000-03-02,0.0
2000-03-03,-0.7181
2000-03-06,-0.9042
2000-03-07,-0.365
2000-03-08,0.5495
2000-03-09,0.3643
2000-03-10,-0.1815
2000-03-13,0.3636
2000-03-14,0.3623
2000-03-15,0.1805
2000-03-16,0.0
2000-03-17,-0.1802
2000-03-20,-0.722
2000-03-21,-0.1818
2000-03-22,-0.5464
2000-03-23,0.3663
2000-03-24,0.365
2000-03-27,0.7273
2000-03-28,-0.1805
2000-03-29,1.085
2000-03-30,-0.3578
2000-03-31,-0.1795
2000-04-03,0.0
2000-04-04,-0.1799
2000-04-05,0.1802
2000-04-06,-0.5396
2000-04-07,0.5425
2000-04-10,0.1799
2000-04-11,-0.5386
2000-04-12,0.1805
2000-04-13,0.0
2000-04-14,0.1802
2000-04-17,-0.5396
2000-04-18,0.5425
2000-04-19,-0.1799
2000-04-20,-0.1802
2000-04-24,0.0
2000-04-25,0.1805
2000-04-26,0.0
2000-04-27,0.1802
2000-04-28,-0.1799
2000-05-01,-0.1802
2000-05-02,0.5415
2000-05-03,-0.3591
2000-05-04,0.3604
2000-05-05,0.1795
2000-05-08,0.0
2000-05-09,-0.5376
2000-05-10,0.1802
2000-05-11,0.8633
2000-05-12,0.0
2000-05-15,0.1799
2000-05-16,-0.3591
2000-05-17,-0.1802
2000-05-18,-0.361
2000-05-19,0.3623
2000-05-22,0.1805
2000-05-23,0.0
2000-05-24,0.1802
2000-05-25,-0.1799
2000-05-26,0.1802
2000-05-30,0.3597
2000-05-31,0.0
2000-06-01,0.0
2000-06-02,0.0
2000-06-05,-0.1792
2000-06-06,-0.3591
2000-06-07,0.0
2000-06-08,0.1802
2000-06-09,-0.1799
2000-06-12,0.0
2000-06-13,0.1802
2000-06-14,0.0
2000-06-15,0.3597
2000-06-16,-0.3584
2000-06-19,0.1799
2000-06-20,-0.1795
2000-06-21,0.1799
2000-06-22,0.1795
2000-06-23,0.1792
2000-06-26,0.0
2000-06-27,0.0
2000-06-28,0.1789
2000-06-29,-0.3571
2000-06-30,0.0
2000-07-03,0.1792
2000-07-05,0.1789
2000-07-06,0.7143
2000-07-07,-0.3546
2000-07-10,0.0
2000-07-11,0.3559
2000-07-12,0.0
2000-07-13,0.1773
2000-07-14,0.354
2000-07-17,-0.3527
2000-07-18,0.0
2000-07-19,0.354
2000-07-20,0.1764
2000-07-21,-0.1761
2000-07-24,-0.1764
2000-07-25,0.0
2000-07-26,0.0
2000-07-27,0.0
