ticker,SOCNQ US Equity
2000-05-25,-5.6604
2000-05-26,-4.0
2000-05-30,4.1667
2000-05-31,0.0
2000-06-01,-4.0
2000-06-02,2.0833
2000-06-05,2.0408
2000-06-06,2.0
2000-06-07,-1.9607999999999999
2000-06-08,-2.0
2000-06-09,2.0408
2000-06-12,2.0
2000-06-13,0.0
2000-06-14,-1.9607999999999999
2000-06-15,0.0
2000-06-16,-2.0
2000-06-19,4.0816
2000-06-20,-3.9215999999999998
2000-06-21,4.0816
2000-06-22,0.0
2000-06-23,-1.9607999999999999
2000-06-26,0.0
2000-06-27,2.0
2000-06-28,0.0
2000-06-29,9.8039
2000-06-30,-1.7856999999999998
2000-07-03,0.0
2000-07-05,-7.2727
2000-07-06,1.9607999999999999
2000-07-07,-3.8462
2000-07-10,2.0
2000-07-11,-1.9607999999999999
2000-07-12,0.0
2000-07-13,0.0
2000-07-14,0.0
2000-07-17,0.0
2000-07-18,-2.0
2000-07-19,-2.0408
2000-07-20,2.0833
2000-07-21,-2.0408
2000-07-24,0.0
2000-07-25,-4.1667
2000-07-26,-4.3478
2000-07-27,-4.5455
2000-07-28,-9.5238
2000-07-31,15.7895
2000-08-01,-4.5455
2000-08-02,-2.3810000000000002
2000-08-03,2.439
2000-08-04,9.5238
2000-08-07,-2.1739
2000-08-08,2.2222
2000-08-09,-6.5217
2000-08-10,-6.9767
2000-08-11,5.0
2000-08-14,-16.6667
2000-08-15,-2.8571
2000-08-16,-5.8824
2000-08-17,-6.25
2000-08-18,-3.3333
2000-08-21,6.8966
2000-08-22,3.2258
2000-08-23,0.0
2000-08-24,0.0
2000-08-25,3.125
2000-08-28,-9.0909
2000-08-29,3.3333
2000-08-30,3.2258
2000-08-31,-3.125
2000-09-01,3.2258
2000-09-05,-12.5
2000-09-06,7.1429
2000-09-07,6.6667
2000-09-08,-3.125
2000-09-11,0.0
2000-09-12,0.0
2000-09-13,-6.4516
2000-09-14,0.0
2000-09-15,0.0
2000-09-18,-3.4483
2000-09-19,3.5714
2000-09-20,-6.8966
2000-09-21,-3.7037
2000-09-22,-3.8462
2000-09-25,4.0
2000-09-26,-3.8462
2000-09-27,-4.0
2000-09-28,-12.5
2000-09-29,0.0
2000-10-02,9.5238
2000-10-03,-4.3478
2000-10-04,9.0909
2000-10-05,-8.3333
2000-10-06,0.0
2000-10-09,-9.0909
2000-10-10,0.0
2000-10-11,0.0
2000-10-12,-5.0
2000-10-13,-15.7895
2000-10-16,-6.25
2000-10-17,0.0
2000-10-18,6.6667
2000-10-19,0.0
2000-10-20,0.0
2000-10-23,0.0
2000-10-24,0.0
2000-10-25,-6.25
2000-10-26,0.0
2000-10-27,0.0
2000-10-30,-6.6667
2000-10-31,7.1429
2000-11-01,0.0
2000-11-02,0.0
2000-11-03,0.0
2000-11-06,0.0
2000-11-07,-13.3333
2000-11-08,0.0
2000-11-09,-7.6923
2000-11-10,0.0
2000-11-13,0.0
2000-11-14,-8.3333
2000-11-15,-9.0909
2000-11-16,-10.0
2000-11-17,22.2222
2000-11-20,-9.0909
2000-11-21,0.0
2000-11-22,0.0
2000-11-24,0.0
2000-11-27,-10.0
2000-11-28,-22.2222
2000-11-29,-7.1429
2000-11-30,-7.6923
2000-12-01,16.6667
2000-12-04,-14.2857
2000-12-05,8.3333
2000-12-06,-7.6923
2000-12-07,-8.3333
2000-12-08,-9.0909
2000-12-11,-20.0
2000-12-12,75.0
2000-12-13,14.2857
2000-12-14,37.5
2000-12-15,-18.1818
2000-12-18,-11.1111
2000-12-19,-25.0
2000-12-20,0.0
2000-12-21,0.0
2000-12-22,-8.3333
2000-12-26,0.0
2000-12-27,9.0909
2000-12-28,-16.6667
2000-12-29,0.0
2001-01-02,30.0
2001-01-03,38.4615
2001-01-04,-16.6667
2001-01-05,0.0
2001-01-08,6.6667
2001-01-09,25.0
2001-01-10,20.0
2001-01-11,0.0
2001-01-12,-8.3333
2001-01-16,9.0909
2001-01-17,-16.6667
2001-01-18,0.0
2001-01-19,-20.0
2001-01-22,25.0
2001-01-23,-10.0
2001-01-24,0.0
2001-01-25,22.2222
2001-01-26,-18.1818
2001-01-29,-5.7778
2001-01-30,-1.8868
2001-01-31,-1.9231
2001-02-01,1.9607999999999999
2001-02-02,-1.9231
2001-02-05,0.0
2001-02-07,-66.6667
2001-02-08,41.1765
2001-02-09,-22.9167
2001-02-12,-16.2162
2001-02-13,-9.6774
2001-02-14,3.5714
2001-02-15,5.1724
2001-02-16,3.6066000000000003
2001-02-20,-1.2658
2001-02-21,2.5641
2001-02-22,-6.25
2001-02-23,3.3333
2001-02-26,0.0
2001-02-27,-3.2258
2001-02-28,1.3333
2001-03-01,-11.1842
2001-03-02,-14.8148
2001-03-05,-13.0435
2001-03-06,-6.25
2001-03-07,-14.6667
2001-03-08,-8.75
2001-03-09,15.0685
2001-03-12,-2.3810000000000002
2001-03-13,-2.439
2001-03-14,0.0
2001-03-15,0.0
2001-03-16,-3.75
2001-03-19,1.2987
2001-03-20,2.5641
2001-03-21,5.0
2001-03-22,0.0
2001-03-23,0.0
2001-03-26,3.5714
2001-03-27,3.4483
2001-03-28,0.0
2001-03-29,3.3333
2001-03-30,-7.5269
2001-04-02,4.6512
2001-04-03,-4.4444
2001-04-04,-1.1628
2001-04-05,5.8824
2001-04-06,-3.3333
2001-04-09,-1.1494
2001-04-10,2.3256
2001-04-11,-7.9545
2001-04-12,1.2346
2001-04-16,6.0976
2001-04-17,-3.4483
2001-04-18,1.1905000000000001
2001-04-19,-1.1764999999999999
2001-04-20,-1.1905000000000001
2001-04-23,2.4096
2001-04-24,-1.1764999999999999
2001-04-25,-2.3810000000000002
2001-04-26,-2.439
2001-04-27,0.0
2001-04-30,1.25
2001-05-01,0.0
2001-05-02,0.0
2001-05-03,0.0
2001-05-04,-1.2346
2001-05-07,0.0
2001-05-08,-10.0
2001-05-09,-6.25
2001-05-10,7.4074
2001-05-11,3.4483
2001-05-14,-1.3333
2001-05-15,-1.3514
2001-05-16,5.4795
2001-05-17,-9.0909
2001-05-18,7.1429
2001-05-21,0.0
2001-05-22,0.0
2001-05-23,6.6667
2001-05-24,-6.25
2001-05-25,-4.0
2001-05-29,-2.7778
2001-05-30,-7.1429
2001-05-31,3.8462
2001-06-01,-3.7037
2001-06-04,0.0
2001-06-05,-7.6923
2001-06-06,8.3333
2001-06-07,-3.0769
2001-06-08,1.5873
2001-06-11,1.5625
2001-06-12,0.0
2001-06-13,0.0
2001-06-14,-1.5385
2001-06-15,0.0
2001-06-18,1.5625
2001-06-19,3.0769
2001-06-20,0.0
2001-06-21,-7.4627
2001-06-22,4.8387
2001-06-25,-7.6923
2001-06-26,0.0
2001-06-27,3.3333
2001-06-28,4.8387
2001-06-29,-3.0769
2001-07-02,7.9365
2001-07-03,-2.9412000000000003
2001-07-05,-1.5152
2001-07-06,7.6923
2001-07-09,7.1429
2001-07-10,20.0
2001-07-11,55.5556
2001-07-12,67.8571
2001-07-13,17.0213
2001-07-16,-21.8182
2001-07-17,-29.7674
2001-07-18,-20.5298
2001-07-19,-25.0
2001-07-20,-5.5556
2001-07-23,47.0588
2001-07-24,16.0
2001-07-25,-6.8966
2001-07-26,1.4815
2001-07-27,-8.7591
2001-07-30,-12.0
2001-07-31,-13.6364
2001-08-01,-7.3684
2001-08-02,1.1364
2001-08-03,1.1236
2001-08-06,11.1111
2001-08-07,-5.0
2001-08-08,0.0
2001-08-09,-5.2632
2001-08-10,8.8889
2001-08-13,-3.0612
2001-08-14,5.2632
2001-08-15,0.0
2001-08-16,1.0
2001-08-17,0.0
2001-08-20,-2.9703
2001-08-21,-3.0612
2001-08-22,2.1053
2001-08-23,-6.1856
2001-08-24,-1.0989
2001-08-27,-5.5556
2001-08-28,0.0
2001-08-29,4.7059
2001-08-30,0.0
2001-08-31,1.1236
2001-09-04,-2.2222
2001-09-05,-2.2727
2001-09-06,-9.3023
2001-09-07,2.5641
2001-09-10,0.0
2001-09-17,-3.75
2001-09-18,3.8961
2001-09-19,0.0
2001-09-20,-2.5
2001-09-21,8.9744
2001-09-24,-5.8824
2001-09-25,-1.25
2001-09-26,-1.2658
2001-09-27,2.5641
2001-09-28,-2.5
2001-10-01,3.8462
2001-10-02,-1.2346
2001-10-03,0.0
2001-10-04,1.25
2001-10-05,-1.2346
2001-10-08,1.25
2001-10-09,0.0
2001-10-10,-2.4691
2001-10-11,-3.7975
2001-10-12,-7.8947
2001-10-15,0.0
2001-10-16,1.4285999999999999
2001-10-17,-1.4085
2001-10-18,-2.8571
2001-10-19,-13.2353
2001-10-22,-5.0847
2001-10-23,0.0
2001-10-24,-5.3571
2001-10-25,0.0
2001-10-26,-3.7736
2001-10-29,0.0
2001-10-30,3.9215999999999998
2001-10-31,-1.8868
2001-11-01,-1.9231
2001-11-02,1.9607999999999999
2001-11-05,-1.9231
2001-11-06,0.0
2001-11-07,7.8431
2001-11-08,0.0
2001-11-09,9.0909
2001-11-12,-3.3333
2001-11-13,-1.7241
2001-11-14,31.5789
2001-11-15,0.0
2001-11-16,6.6667
2001-11-19,2.5
2001-11-20,-2.439
2001-11-21,0.0
2001-11-23,5.0
2001-11-26,0.0
2001-11-27,-4.7619
2001-11-28,-6.25
2001-11-29,0.0
2001-11-30,0.0
2001-12-03,-13.3333
2001-12-04,-7.6923
2001-12-05,0.0
2001-12-06,16.6667
2001-12-07,-14.2857
2001-12-10,-1.6667
2001-12-11,1.6949
2001-12-12,0.0
2001-12-13,5.0
2001-12-14,-1.5873
2001-12-17,-3.2258
2001-12-18,-5.0
2001-12-19,0.0
2001-12-20,3.5088
2001-12-21,1.6949
2001-12-24,-1.6667
2001-12-26,-6.7797
2001-12-27,0.0
2001-12-28,0.0
2001-12-31,-7.2727
2002-01-02,0.0
2002-01-03,3.9215999999999998
2002-01-04,-1.8868
2002-01-07,0.0
2002-01-08,3.8462
2002-01-09,-3.7037
2002-01-10,-7.6923
2002-01-11,-4.1667
2002-01-14,10.8696
2002-01-15,-1.9607999999999999
2002-01-16,-2.0
2002-01-17,4.0816
2002-01-18,0.0
2002-01-22,-1.9607999999999999
2002-01-23,2.0
2002-01-24,-3.9215999999999998
2002-01-25,10.2041
2002-01-28,0.0
2002-01-29,-1.8519
2002-01-30,0.0
2002-01-31,0.0
2002-02-01,1.8868
2002-02-04,-1.8519
2002-02-05,3.7736
2002-02-06,12.7273
2002-02-07,-3.2258
2002-02-08,3.3333
2002-02-11,0.0
2002-02-12,9.6774
2002-02-13,-4.4118
2002-02-14,10.7692
2002-02-15,2.7778
2002-02-19,-1.3514
2002-02-20,1.3699
2002-02-21,-8.1081
2002-02-22,0.0
2002-02-25,-4.4118
2002-02-26,-3.0769
2002-02-27,-4.7619
2002-02-28,-10.0
2002-03-01,-1.8519
2002-03-04,0.0
2002-03-05,0.0
2002-03-06,-1.8868
2002-03-07,11.538499999999999
2002-03-08,-5.1724
2002-03-11,16.3636
2002-03-12,-9.375
2002-03-13,3.4483
2002-03-14,0.0
2002-03-15,6.6667
2002-03-18,6.25
2002-03-19,10.2941
2002-03-20,-2.6667
2002-03-21,-9.589
2002-03-22,3.0303
2002-03-25,-11.7647
2002-03-26,0.0
2002-03-27,1.6667
2002-03-28,-1.6393
2002-04-01,8.3333
2002-04-02,0.0
2002-04-03,1.5385
2002-04-04,0.0
2002-04-05,-7.5758
2002-04-08,0.0
2002-04-09,0.0
2002-04-10,1.6393
2002-04-11,4.8387
2002-04-12,-4.6154
2002-04-15,4.8387
2002-04-16,-3.0769
2002-04-17,0.0
2002-04-18,3.1746
2002-04-19,-3.0769
2002-04-22,4.7619
2002-04-23,3.0303
2002-04-24,0.0
2002-04-25,-8.8235
2002-04-26,0.0
2002-04-29,1.6129
2002-04-30,0.0
2002-05-01,0.0
2002-05-02,0.0
2002-05-03,0.0
2002-05-06,0.0
2002-05-07,-15.873
2002-05-08,13.2075
2002-05-09,1.6667
2002-05-10,4.918
2002-05-13,1.5625
2002-05-14,7.6923
2002-05-15,17.1429
2002-05-16,-2.439
2002-05-17,22.5
2002-05-20,27.551
2002-05-21,24.0
2002-05-22,22.5806
2002-05-23,-34.2105
2002-05-24,8.0
2002-05-28,-11.1111
2002-05-29,-8.3333
2002-05-30,-9.0909
2002-05-31,10.0
2002-06-03,-4.5455
2002-06-04,0.0
2002-06-05,0.0
2002-06-06,0.0
2002-06-07,0.0
2002-06-10,4.7619
2002-06-11,4.5455
2002-06-12,-21.7391
2002-06-13,-5.5556
2002-06-14,0.0
2002-06-17,5.8824
2002-06-18,0.0
2002-06-19,-5.5556
2002-06-20,-5.8824
2002-06-21,1.25
2002-06-24,6.1728
2002-06-25,-1.1628
2002-06-26,0.0
2002-06-27,-4.7059
2002-06-28,11.1111
2002-07-01,-5.5556
2002-07-02,8.2353
2002-07-03,0.0
2002-07-05,-2.1739
2002-07-08,4.4444
2002-07-09,11.7021
2002-07-10,0.0
2002-07-11,0.0
2002-07-12,0.0
2002-07-15,4.7619
2002-07-16,0.0
2002-07-17,-2.7273
2002-07-18,-1.8692
2002-07-19,-2.8571
2002-07-22,-1.9607999999999999
2002-07-23,-5.0
2002-07-24,0.0
2002-07-25,-7.8947
2002-07-26,-1.7143000000000002
2002-07-29,4.6512
2002-07-30,0.0
2002-07-31,0.0
2002-08-01,-2.2222
2002-08-02,0.0
2002-08-05,0.0
2002-08-06,0.0
2002-08-07,-6.8182
2002-08-08,3.6585
2002-08-09,-3.5294
2002-08-12,3.6585
2002-08-13,8.8235
2002-08-14,5.4054
2002-08-15,-5.641
2002-08-16,0.0
2002-08-19,8.6957
2002-08-20,-5.0
2002-08-21,1.0526
2002-08-22,-1.0417
2002-08-23,3.1579
2002-08-26,-1.0204
2002-08-27,-3.0928
2002-08-28,-3.1915
2002-08-29,-1.0989
2002-08-30,-1.1111
2002-09-03,-4.4944
2002-09-04,5.8824
2002-09-05,-3.3333
2002-09-06,-2.2989
2002-09-09,-29.4118
2002-09-10,0.0
2002-09-11,-8.3333
2002-09-12,5.4545
2002-09-13,-12.069
2002-09-16,-1.9607999999999999
2002-09-17,0.0
2002-09-18,0.0
2002-09-19,6.0
2002-09-20,3.7736
2002-09-23,12.7273
2002-09-24,-3.2258
2002-09-25,5.0
2002-09-26,3.1746
2002-09-27,-1.5385
2002-09-30,-1.5625
2002-10-01,-20.634900000000002
2002-10-02,-4.0
2002-10-03,4.1667
2002-10-04,0.0
2002-10-07,0.0
2002-10-08,-6.0
2002-10-09,-12.766
2002-10-10,2.439
2002-10-11,-2.3810000000000002
2002-10-14,-2.439
2002-10-15,0.0
2002-10-16,-2.5
2002-10-17,-10.2564
2002-10-18,-2.8571
2002-10-21,-11.7647
2002-10-22,-3.3333
2002-10-23,-24.1379
2002-10-24,-22.7273
2002-10-25,5.8824
2002-10-28,11.1111
2002-10-29,-20.0
2002-10-30,-6.25
2002-10-31,0.0
2002-11-01,0.0
2002-11-04,6.6667
2002-11-05,25.0
2002-11-06,55.0
2002-11-07,17.7419
2002-11-08,31.5068
2002-11-11,-6.25
2002-11-12,-55.5556
2002-11-13,60.0
2002-11-14,9.375
2002-11-15,14.2857
2002-11-18,-22.5
2002-11-19,58.0645
2002-11-20,-14.2857
2002-11-21,-4.7619
2002-11-22,12.5
2002-11-25,-8.8889
2002-11-26,-43.9024
2002-11-27,0.0
2002-11-29,30.4348
2002-12-02,-10.0
2002-12-03,11.1111
2002-12-04,0.0
2002-12-05,3.3333
2002-12-06,-9.6774
2002-12-09,3.5714
2002-12-10,6.8966
2002-12-11,-3.2258
2002-12-12,-3.3333
2002-12-13,6.8966
2002-12-16,3.2258
2002-12-17,6.25
2002-12-18,0.0
2002-12-19,-38.2353
2002-12-20,-95.2381
