ticker,887096Z US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.1803
2000-01-04,-0.9033
2000-01-05,0.8204
2000-01-06,-0.5425
2000-01-07,1.0
2000-01-10,0.0
2000-01-11,0.45
2000-01-12,-0.0896
2000-01-13,-0.2691
2000-01-14,0.5396
2000-01-18,0.3578
2000-01-19,0.8021
2000-01-20,0.4421
2000-01-21,-0.8803
2000-01-24,-0.1776
2000-01-25,0.0
2000-01-26,0.3559
2000-01-27,-0.0887
2000-01-28,-0.4437
2000-01-31,0.0
2000-02-01,0.3565
2000-02-02,0.6217
2000-02-03,0.0883
2000-02-04,-0.1764
2000-02-07,-0.7067
2000-02-08,0.2669
2000-02-09,0.976
2000-02-10,-0.703
2000-02-11,1.3274
2000-02-14,0.262
2000-02-15,0.0
2000-02-16,-0.2613
2000-02-17,-0.0873
2000-02-18,-0.0874
2000-02-22,-0.4374
2000-02-23,-0.1757
2000-02-24,0.4401
2000-02-25,-0.0876
2000-02-28,-0.0877
2000-02-29,0.0878
2000-03-01,1.0526
2000-03-02,-1.5625
2000-03-03,0.4409
2000-03-06,-1.1414
2000-03-07,0.3552
2000-03-08,0.3221
2000-03-09,0.1989
2000-03-10,-0.2868
2000-03-13,0.2655
2000-03-14,-0.8826
2000-03-15,1.6919
2000-03-16,0.2627
2000-03-17,-0.6987
2000-03-20,-0.1759
2000-03-21,0.0881
2000-03-22,0.2641
2000-03-23,-0.2634
2000-03-24,0.5282
2000-03-27,0.1751
2000-03-28,0.1748
2000-03-29,-0.0873
2000-03-30,0.524
2000-03-31,2.5195
2000-04-03,-2.2034
2000-04-04,-0.3466
2000-04-05,-0.3478
2000-04-06,0.4363
2000-04-07,0.0869
2000-04-10,0.3472
2000-04-11,-0.2595
2000-04-12,0.5204
2000-04-13,0.1726
2000-04-14,-0.8613
2000-04-17,0.5213
2000-04-18,-0.0864
2000-04-19,0.692
2000-04-20,-0.4296
2000-04-24,0.1726
2000-04-25,-0.0861
2000-04-26,0.1724
2000-04-27,-0.3442
2000-04-28,0.0
2000-05-01,-0.4318
2000-05-02,0.4337
2000-05-03,0.1727
2000-05-04,-0.0862
2000-05-05,0.3451
2000-05-08,0.3439
2000-05-09,-0.0857
2000-05-10,-0.1715
2000-05-11,0.7732
2000-05-12,-0.5968
2000-05-15,0.1715
2000-05-16,0.4281
2000-05-17,-0.4263
2000-05-18,0.0856
2000-05-19,-0.1711
2000-05-22,-0.5141
2000-05-23,-2.6701
2000-05-24,1.5929
2000-05-25,0.1742
2000-05-26,0.087
2000-05-30,0.0
2000-05-31,0.6638
2000-06-01,0.9516
2000-06-02,-0.5141
2000-06-05,-0.7752
2000-06-06,0.6944
2000-06-07,0.6897
2000-06-08,-0.4281
2000-06-09,-0.172
2000-06-12,0.2584
2000-06-13,-0.1718
2000-06-14,0.4303
2000-06-15,0.4284
2000-06-16,0.0
2000-06-19,-0.256
2000-06-20,0.5133
2000-06-21,-0.2553
2000-06-22,0.0853
2000-06-23,0.0853
2000-06-26,-0.6814
2000-06-27,-0.6003
2000-06-28,-1.1217
2000-06-29,1.4834
2000-06-30,-1.1178
2000-07-03,0.3478
2000-07-05,0.0867
2000-07-06,0.3463
2000-07-07,2.5884
2000-07-10,-0.2523
2000-07-11,0.0316
2000-07-12,0.0
2000-07-13,-0.3582
2000-07-14,-0.1798
2000-07-17,0.4237
2000-07-18,0.0844
2000-07-19,-0.253
2000-07-20,-0.0686
2000-07-21,-0.6926
2000-07-24,-0.5111
2000-07-25,2.9966
2000-07-26,0.0208
2000-07-27,0.2285
2000-07-28,-0.0726
