ticker,IBCIQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.4483
2000-01-04,-3.9286
2000-01-05,-0.7435
2000-01-06,0.3745
2000-01-07,2.9851
2000-01-10,0.3623
2000-01-11,-1.8051
2000-01-12,-1.0588
2000-01-13,1.1194
2000-01-14,-2.214
2000-01-18,1.1320999999999999
2000-01-19,-1.4925
2000-01-20,-1.8939
2000-01-21,0.3861
2000-01-24,-1.9231
2000-01-25,-3.1373
2000-01-26,0.8097
2000-01-27,-3.2129
2000-01-28,0.4149
2000-01-31,0.8264
2000-02-01,-2.459
2000-02-02,-1.2605
2000-02-03,-0.8511
2000-02-04,0.8584
2000-02-07,-2.9787
2000-02-08,0.8772
2000-02-09,-2.6087
2000-02-10,-0.8929
2000-02-11,-3.1459
2000-02-14,-4.186
2000-02-15,-2.4272
2000-02-16,0.4975
2000-02-17,0.495
2000-02-18,-0.4926
2000-02-22,0.9901
2000-02-23,-2.9412000000000003
2000-02-24,-0.5051
2000-02-25,-4.5685
2000-02-28,-1.5957
2000-02-29,-1.0811
2000-03-01,3.2787
2000-03-02,-1.5873
2000-03-03,1.6129
2000-03-06,0.5291
2000-03-07,-2.6316
2000-03-08,4.3243
2000-03-09,5.1813
2000-03-10,3.4483
2000-03-13,0.4762
2000-03-14,6.1611
2000-03-15,16.9643
2000-03-16,-6.8702
2000-03-17,-1.6393
2000-03-20,-1.25
2000-03-21,-2.9536
2000-03-22,-0.8696
2000-03-23,5.7018
2000-03-24,5.8091
2000-03-27,-2.3529
2000-03-28,-1.2048
2000-03-29,0.0
2000-03-30,7.7236
2000-03-31,-13.9623
2000-04-03,-3.9474
2000-04-04,-3.1963
2000-04-05,0.0
2000-04-06,-0.9434
2000-04-07,-0.4762
2000-04-10,0.0
2000-04-11,-0.4785
2000-04-12,2.4615
2000-04-13,2.8302
2000-04-14,-5.5046
2000-04-17,-0.9709
2000-04-18,4.902
2000-04-19,-0.4673
2000-04-20,-2.8169
2000-04-24,0.4831
2000-04-25,1.4423
2000-04-26,-2.3697
2000-04-27,0.9709
2000-04-28,-1.9231
2000-05-01,3.9215999999999998
2000-05-02,-0.4717
2000-05-03,3.3175
2000-05-04,6.422
2000-05-05,-3.4483
2000-05-08,3.5714
2000-05-09,0.0
2000-05-10,0.0
2000-05-11,0.0
2000-05-12,0.0
2000-05-15,2.5862
2000-05-16,-2.9412000000000003
2000-05-17,0.0
2000-05-18,0.8658
2000-05-19,-0.4292
2000-05-22,0.431
