ticker,OXY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.7572
2000-01-04,-2.1021
2000-01-05,0.6135
2000-01-06,2.7439
2000-01-07,2.9674
2000-01-10,-3.17
2000-01-11,3.8689999999999998
2000-01-12,-0.5731
2000-01-13,3.17
2000-01-14,-1.6760000000000002
2000-01-18,0.0
2000-01-19,1.4205
2000-01-20,-0.8403
2000-01-21,-1.9774
2000-01-24,-3.7464
2000-01-25,-5.0898
2000-01-26,2.5237
2000-01-27,-0.9231
2000-01-28,-0.6211
2000-01-31,-0.625
2000-02-01,-0.3145
2000-02-02,-0.9464
2000-02-03,-0.6369
2000-02-04,0.0
2000-02-07,-0.3205
2000-02-08,-0.6431
2000-02-09,-1.6181
2000-02-10,-0.3289
2000-02-11,-2.3102
2000-02-14,-6.7568
2000-02-15,3.9855
2000-02-16,1.0453
2000-02-17,-2.7586
2000-02-18,-2.1277
2000-02-22,0.0
2000-02-23,-2.5362
2000-02-24,-2.2305
2000-02-25,-4.1825
2000-02-28,0.7937
2000-02-29,1.1811
2000-03-01,0.0
2000-03-02,5.0584
2000-03-03,1.8519
2000-03-06,0.3636
2000-03-07,3.2609
2000-03-08,-0.7018
2000-03-09,-1.4337
2000-03-10,1.4545
2000-03-13,-0.3584
2000-03-14,-1.0791
2000-03-15,1.0909
2000-03-16,5.036
2000-03-17,0.0
2000-03-20,-1.0274
2000-03-21,2.4221
2000-03-22,1.0135
2000-03-23,0.6689
2000-03-24,0.9967
2000-03-27,0.0
2000-03-28,0.6579
2000-03-29,1.9607999999999999
2000-03-30,3.8462
2000-03-31,2.4691
2000-04-03,0.3012
2000-04-04,-0.9009
2000-04-05,1.5152
2000-04-06,3.5821
2000-04-07,-1.1527
2000-04-10,-0.2915
2000-04-11,0.8772
2000-04-12,0.5797
2000-04-13,-0.2882
2000-04-14,-0.8671
2000-04-17,-2.6239
2000-04-18,-3.5928
2000-04-19,1.5528
2000-04-20,0.6116
2000-04-24,1.8237
2000-04-25,2.0896
2000-04-26,1.7544
2000-04-27,0.8621
2000-04-28,-2.2792
2000-05-01,2.0408
2000-05-02,0.0
2000-05-03,-2.8571
2000-05-04,2.0588
2000-05-05,2.3055
2000-05-08,2.2535
2000-05-09,0.2755
2000-05-10,0.5495
2000-05-11,1.0929
2000-05-12,0.2703
2000-05-15,-0.5391
2000-05-16,1.355
2000-05-17,1.0695000000000001
2000-05-18,2.1164
2000-05-19,0.0
2000-05-22,-0.7772
2000-05-23,-2.0888
