ticker,COC US Equity
2000-05-25,-0.6897
2000-05-26,0.0
2000-05-30,1.8519
2000-05-31,3.6364
2000-06-01,-1.5351
2000-06-02,-4.4543
2000-06-05,-0.2331
2000-06-06,3.271
2000-06-07,-4.0724
2000-06-08,-1.6509
2000-06-09,0.4796
2000-06-12,5.2506
2000-06-13,-1.1338
2000-06-14,-1.1468
2000-06-15,-1.1601
2000-06-16,3.2864
2000-06-19,-3.1818
2000-06-20,-2.3474
2000-06-21,2.2236
2000-06-22,-2.8807
2000-06-23,0.4843
2000-06-26,-3.9157
2000-06-27,-0.4389
2000-06-28,-0.2519
2000-06-29,-0.947
2000-06-30,0.1912
2000-07-03,1.2086999999999999
2000-07-05,-3.4569
2000-07-06,1.5625
2000-07-07,-0.1923
2000-07-10,0.4496
2000-07-11,4.9233
2000-07-12,-0.6094
2000-07-13,-1.1036
2000-07-14,0.186
2000-07-17,-3.2797
2000-07-18,-1.2156
2000-07-19,-2.0725
2000-07-20,-0.7937
2000-07-21,-0.5333
2000-07-24,-1.6086
2000-07-25,0.0
2000-07-26,-2.7248
2000-07-27,5.042
2000-07-28,-1.2667
2000-07-31,-0.4051
2000-08-01,1.6949
2000-08-02,1.0667
2000-08-03,0.0
2000-08-04,-0.9894
2000-08-07,1.3324
2000-08-08,-0.384
2000-08-09,0.0665
2000-08-10,0.8644
2000-08-11,1.7798
2000-08-14,2.0725
2000-08-15,0.5076
2000-08-16,1.3417
2000-08-17,2.1646
2000-08-18,-0.9756
2000-08-21,-0.7389
2000-08-22,-0.7444
2000-08-23,3.25
2000-08-24,-0.9685
2000-08-25,0.978
2000-08-28,-0.7264
2000-08-29,1.052
2000-08-30,0.3319
2000-08-31,0.6315
2000-09-01,3.1077
2000-09-05,-0.5363
2000-09-06,4.4289
2000-09-07,-0.4464
2000-09-08,-1.1211
2000-09-11,-0.0707
2000-09-12,0.5246
2000-09-13,-1.3544
2000-09-14,-1.759
2000-09-15,1.3247
2000-09-18,2.1409
2000-09-19,-2.9962999999999997
2000-09-20,-0.6961
2000-09-21,-3.0374
2000-09-22,-2.4848
2000-09-25,-1.9768
2000-09-26,2.0953
2000-09-27,3.4568
2000-09-28,1.0294
2000-09-29,1.8159
2000-10-02,3.4803
2000-10-03,-1.5695000000000001
2000-10-04,-3.8724
2000-10-05,1.8957000000000002
2000-10-06,0.2326
2000-10-09,0.0
2000-10-10,-2.0882
2000-10-11,6.872
2000-10-12,1.9956
2000-10-13,-3.2609
2000-10-16,-1.1236
2000-10-17,-2.5
2000-10-18,-2.331
2000-10-19,2.148
2000-10-20,2.3364
2000-10-23,-2.5114
2000-10-24,-1.6393
2000-10-25,0.9524
2000-10-26,-0.2358
2000-10-27,-2.8369
2000-10-30,4.6229
2000-10-31,1.1628
2000-11-01,4.8276
2000-11-02,-1.0965
2000-11-03,-2.2173
2000-11-06,0.0
2000-11-07,-1.8141
2000-11-08,-0.9145
2000-11-09,-1.4085
2000-11-10,-0.4762
2000-11-13,0.0
2000-11-14,0.2392
2000-11-15,1.9093
2000-11-16,0.7026
2000-11-17,0.9302
2000-11-20,-0.6912
2000-11-21,-1.3921000000000001
2000-11-22,-0.2353
2000-11-24,0.0
2000-11-27,-0.2358
2000-11-28,-0.9456
2000-11-29,-2.6253
2000-11-30,-1.7157
2000-12-01,-0.4988
2000-12-04,2.5063
2000-12-05,0.0
2000-12-06,0.2445
2000-12-07,2.6829
2000-12-08,-0.4751
2000-12-11,0.2387
2000-12-12,0.9524
2000-12-13,0.2358
2000-12-14,-2.1176
2000-12-15,2.1635
2000-12-18,3.5294
2000-12-19,-0.6818
2000-12-20,-0.9153
2000-12-21,0.4619
2000-12-22,2.069
2000-12-26,2.4775
2000-12-27,4.1758
2000-12-28,-1.6878
2000-12-29,-0.6438
2001-01-02,1.5119
2001-01-03,-4.6809
2001-01-04,-4.0179
2001-01-05,7.6744
2001-01-08,-0.6479
2001-01-09,-4.7826
2001-01-10,1.5981999999999998
2001-01-11,2.2472
2001-01-12,-1.7582
2001-01-16,2.9083
2001-01-17,-2.6087
2001-01-18,-1.3393
2001-01-19,-1.1312
2001-01-22,-0.4577
2001-01-23,2.5286999999999997
2001-01-24,-1.3453
2001-01-25,2.0455
2001-01-26,0.0
2001-01-29,0.2405
2001-01-30,-0.7821
2001-01-31,1.0391
2001-02-01,0.2128
2001-02-02,0.7785
2001-02-05,1.3343
2001-02-06,1.8711
2001-02-07,0.0
2001-02-08,0.2739
2001-02-09,1.5705
2001-02-12,-1.2101
2001-02-13,-1.1569
2001-02-14,0.5164
2001-02-15,-0.7877
2001-02-16,-0.6213
2001-02-20,0.521
2001-02-21,0.3455
2001-02-22,1.3774
2001-02-23,0.3736
2001-02-26,0.0338
2001-02-27,1.3532
2001-02-28,-3.8718
2001-03-01,4.0625
2001-03-02,2.2689
2001-03-05,-0.1631
2001-03-06,-1.1438
2001-03-07,-0.4959
2001-03-08,1.495
2001-03-09,1.0147
2001-03-12,-0.4537
2001-03-13,-3.2227
2001-03-14,-1.9508999999999999
2001-03-15,0.5146
2001-03-16,-3.9249
2001-03-19,3.9076
2001-03-20,2.2222
2001-03-21,-1.3378
2001-03-22,-2.1017
2001-03-23,-1.3158
2001-03-26,1.0877
2001-03-27,0.6595
2001-03-28,-2.6897
2001-03-29,-1.5592000000000001
2001-03-30,1.6919
2001-04-02,-1.5929
2001-04-03,-3.3094
2001-04-04,3.0134
2001-04-05,2.9252000000000002
2001-04-06,-0.7018
2001-04-09,1.0954
2001-04-10,1.4331
2001-04-11,-1.5507
2001-04-12,0.21
2001-04-16,1.2924
2001-04-17,0.3448
2001-04-18,-3.7801
2001-04-19,-0.0714
2001-04-20,0.965
2001-04-23,2.9381
2001-04-24,2.304
2001-04-25,1.6806999999999999
2001-04-26,-1.3223
2001-04-27,2.3786
2001-04-30,-0.4581
2001-05-01,1.4135
2001-05-02,-3.2091
2001-05-03,-1.2056
2001-05-04,2.9831
2001-05-07,-0.1646
2001-05-08,0.1319
2001-05-09,1.8555000000000001
2001-05-10,-1.2036
2001-05-11,-0.0329
2001-05-14,1.9433
2001-05-15,1.0016
2001-05-16,1.6955
2001-05-17,0.0315
2001-05-18,3.9308
2001-05-21,0.3026
2001-05-22,-2.3228
2001-05-23,-1.2971
2001-05-24,-1.3767
2001-05-25,-0.3807
2001-05-29,0.0
2001-05-30,-0.6369
2001-05-31,0.0
2001-06-01,-0.0321
2001-06-04,-0.1282
2001-06-05,1.1236
2001-06-06,-2.3810000000000002
2001-06-07,-2.1463
2001-06-08,-0.3323
2001-06-11,0.5002
2001-06-12,1.1280999999999999
2001-06-13,-2.0669
2001-06-14,-0.1005
2001-06-15,2.0791
2001-06-18,-0.4271
2001-06-19,0.7588
2001-06-20,-0.0982
2001-06-21,-3.4087
2001-06-22,2.6468
2001-06-25,-0.7934
2001-06-26,-0.6664
2001-06-27,-1.5431
2001-06-28,-4.293
2001-06-29,2.8836
2001-07-02,0.0
2001-07-03,-0.5882
2001-07-05,3.2022
2001-07-06,-0.8432
2001-07-09,-0.5102
2001-07-10,-0.7521
2001-07-11,-0.999
2001-07-12,-0.4871
2001-07-13,0.8741
2001-07-16,-2.253
2001-07-17,-1.0284
2001-07-18,-0.8957
2001-07-19,0.6869
2001-07-20,2.2621
2001-07-23,-0.7374
2001-07-24,-0.8136
2001-07-25,4.03
2001-07-26,3.1882
2001-07-27,0.7641
2001-07-30,1.0551
2001-07-31,1.1419
2001-08-01,-0.7419
2001-08-02,-0.8775
2001-08-03,-1.8033000000000001
2001-08-06,-0.4674
2001-08-07,0.5367
2001-08-08,0.0334
2001-08-09,-0.1007
2001-08-10,0.2352
2001-08-13,-0.0335
2001-08-14,0.1006
2001-08-15,0.9045
2001-08-16,0.3984
2001-08-17,-2.8439
2001-08-20,0.6467
2001-08-21,-0.6764
2001-08-22,1.2938
2001-08-23,1.3445
2001-08-24,1.393
2001-08-27,-1.701
2001-08-28,-0.6656
2001-08-29,0.5025
2001-08-30,-1.1667
2001-08-31,-0.1012
2001-09-04,1.2154
2001-09-05,1.7345000000000002
2001-09-06,1.8361
2001-09-07,-0.2898
2001-09-10,-0.7749
2001-09-17,-2.5708
2001-09-18,-2.9726
2001-09-19,-3.4423
2001-09-20,-3.3868
2001-09-21,0.738
2001-09-24,-9.707
2001-09-25,0.2028
2001-09-26,-2.3077
2001-09-27,1.9478
2001-09-28,3.0081
2001-10-01,-0.7498
2001-10-02,1.1133
2001-10-03,0.0786
2001-10-04,2.7504999999999997
2001-10-05,0.1912
2001-10-08,0.9924
2001-10-09,2.9856
2001-10-10,2.5688
2001-10-11,-2.2898
2001-10-12,0.6957
2001-10-15,-0.5455
2001-10-16,-0.2925
2001-10-17,-3.1903
2001-10-18,-2.9924
2001-10-19,-2.499
2001-10-22,1.7621
2001-10-23,1.9677
2001-10-24,0.4245
2001-10-25,2.8824
2001-10-26,1.9051
2001-10-29,-0.4765
2001-10-30,-4.3462
2001-10-31,-1.0397
2001-11-01,0.9728
2001-11-02,-3.2755
2001-11-05,-0.4382
2001-11-06,-0.4402
2001-11-07,1.6881
2001-11-08,1.6328
2001-11-09,5.721
2001-11-12,-1.2602
2001-11-13,0.8258
2001-11-14,-5.4728
2001-11-15,-3.8992
2001-11-16,-0.4098
2001-11-19,6.9136
2001-11-20,2.3865
2001-11-21,0.2256
2001-11-23,2.0255
2001-11-26,-1.4706000000000001
2001-11-27,-0.6343
2001-11-28,0.338
2001-11-29,2.9192
2001-11-30,-0.4727
2001-12-03,0.4019
2001-12-04,-0.4003
2001-12-05,2.8133
2001-12-06,-4.9396
2001-12-07,2.4299
2001-12-10,-1.3504
2001-12-11,-3.0337
2001-12-12,2.1366
2001-12-13,-2.316
2001-12-14,2.1033
2001-12-17,-1.6479
2001-12-18,1.4851
2001-12-19,2.7392
2001-12-20,-0.3652
2001-12-21,-1.393
2001-12-24,3.7175000000000002
2001-12-26,1.2545
2001-12-27,0.0
2001-12-28,0.4602
2001-12-31,-0.2819
2002-01-02,2.1201
2002-01-03,-2.1453
2002-01-04,0.0354
2002-01-07,-0.1414
2002-01-08,-1.5221
2002-01-09,-0.8627
2002-01-10,-0.0363
2002-01-11,1.4146
2002-01-14,-0.1431
2002-01-15,2.0774
2002-01-16,-1.5789
2002-01-17,0.107
2002-01-18,-0.2137
2002-01-22,-1.4989
2002-01-23,1.8477999999999999
2002-01-24,0.498
2002-01-25,0.354
2002-01-28,-0.3527
2002-01-29,-2.6549
2002-01-30,3.2727
2002-01-31,-0.8451
2002-02-01,1.1364
2002-02-04,-2.7388
2002-02-05,-0.722
2002-02-06,0.8727
2002-02-07,-0.5445
2002-02-08,0.1825
2002-02-11,0.1821
2002-02-12,-1.6364
2002-02-13,0.5545
2002-02-14,0.9559
2002-02-15,-0.1092
2002-02-19,-2.5155
2002-02-20,-0.7479
2002-02-21,0.3014
2002-02-22,2.6296
2002-02-25,2.4158
2002-02-26,-0.143
2002-02-27,-0.8948
2002-02-28,-0.1083
2002-03-01,0.8677
2002-03-04,0.2509
2002-03-05,-0.3933
2002-03-06,0.8615
2002-03-07,0.6406
2002-03-08,-0.4243
2002-03-11,1.1364
2002-03-12,0.948
2002-03-13,-0.0696
2002-03-14,-0.4177
2002-03-15,1.3282
2002-03-18,0.8624
2002-03-19,0.8208
2002-03-20,-1.5265
2002-03-21,-0.31
2002-03-22,-1.0021
2002-03-25,-0.8726
2002-03-26,-0.1408
2002-03-27,2.6093
2002-03-28,0.2749
2002-04-01,0.9253
2002-04-02,0.0679
2002-04-03,-1.5948
2002-04-04,-1.4828000000000001
2002-04-05,-1.9601
2002-04-08,2.6776
2002-04-09,-3.6856999999999998
2002-04-10,0.722
2002-04-11,-1.0753
2002-04-12,-3.0797
2002-04-15,1.9439
2002-04-16,1.3935
2002-04-17,0.7957
2002-04-18,0.8253
2002-04-19,0.8897
2002-04-22,-0.8818
2002-04-23,0.7117
2002-04-24,-1.7668
2002-04-25,1.5108000000000001
2002-04-26,-0.7796
2002-04-29,0.0357
2002-04-30,0.1428
2002-05-01,0.0357
2002-05-02,1.5681
2002-05-03,-0.0351
2002-05-06,-2.2464
2002-05-07,-0.2873
2002-05-08,1.9445000000000001
2002-05-09,0.2845
2002-05-10,-0.9929
2002-05-13,1.5401
2002-05-14,-0.1764
2002-05-15,-1.2367
2002-05-16,1.5385
2002-05-17,-0.9514
2002-05-20,-0.6759
2002-05-21,0.2865
2002-05-22,1.0357
2002-05-23,-0.8837
2002-05-24,-1.9258
2002-05-28,-0.6909
2002-05-29,-0.6591
2002-05-30,-2.0641
2002-05-31,1.1667
2002-06-03,-2.3438
2002-06-04,-0.9524
2002-06-05,0.3077
2002-06-06,-0.2301
2002-06-07,2.2291
2002-06-10,-1.8420999999999998
2002-06-11,-0.8426
2002-06-12,-0.0386
2002-06-13,0.4637
2002-06-14,-0.5
2002-06-17,3.5949
2002-06-18,0.0373
2002-06-19,-1.5293
2002-06-20,0.7955
2002-06-21,-0.0376
2002-06-24,-0.6391
2002-06-25,-0.0757
2002-06-26,1.0981
2002-06-27,1.4981
2002-06-28,2.583
2002-07-01,-1.4388
2002-07-02,-2.5547
2002-07-03,-0.3371
2002-07-05,2.0669
2002-07-08,0.8837
2002-07-09,-1.8248
2002-07-10,-3.5316
2002-07-11,-4.4315999999999995
2002-07-12,-0.9274
2002-07-15,-2.4827
2002-07-16,-0.7513
2002-07-17,1.0934
2002-07-18,-1.5391
2002-07-19,-3.2531
2002-07-22,-4.3668
2002-07-23,-2.4657999999999998
2002-07-24,4.7753
2002-07-25,-4.1555
2002-07-26,3.4032999999999998
2002-07-29,5.9513
2002-07-30,-0.1702
2002-07-31,2.8133
2002-08-01,-4.8507
2002-08-02,-1.0893
2002-08-05,-4.4053
2002-08-06,4.8387
2002-08-07,0.6154
2002-08-08,4.8018
2002-08-09,1.5973000000000002
2002-08-12,0.1241
2002-08-13,-1.8182
2002-08-14,3.5354
2002-08-15,-0.813
2002-08-16,-1.1885
2002-08-19,0.7881
2002-08-20,-1.3169
2002-08-21,1.3344
2002-08-22,1.4403000000000001
2002-08-23,-1.7039
2002-08-26,0.1651
2002-08-27,-0.2884
2002-08-28,-1.0744
2002-08-29,0.0418
2002-08-30,2.5052
