ticker,TBI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.5464
2000-01-04,-24.0838
2000-01-05,-3.4483
2000-01-06,-1.4285999999999999
2000-01-07,0.7246
2000-01-10,1.4388
2000-01-11,-0.7092
2000-01-12,-1.4285999999999999
2000-01-13,0.7246
2000-01-14,0.7194
2000-01-18,0.0
2000-01-19,-1.4285999999999999
2000-01-20,3.6231999999999998
2000-01-21,0.0
2000-01-24,-3.4965
2000-01-25,-2.1739
2000-01-26,0.7407
2000-01-27,0.7353
2000-01-28,0.0
2000-01-31,-2.9196999999999997
2000-02-01,0.0
2000-02-02,-2.2556
2000-02-03,0.7692
2000-02-04,3.0534
2000-02-07,0.7407
2000-02-08,1.4706000000000001
2000-02-09,0.0
2000-02-10,0.0
2000-02-11,-1.4493
2000-02-14,4.4118
2000-02-15,16.1972
2000-02-16,-9.0909
2000-02-17,-2.0
2000-02-18,-6.1224
2000-02-22,0.7246
2000-02-23,-1.4388
2000-02-24,-1.4599
2000-02-25,-1.4815
2000-02-28,2.2556
2000-02-29,-2.2059
2000-03-01,-0.7519
2000-03-02,0.0
2000-03-03,0.7576
2000-03-06,-1.5038
2000-03-07,-3.0534
2000-03-08,0.7874
2000-03-09,3.9063
2000-03-10,1.5038
2000-03-13,-3.7037
2000-03-14,0.7692
2000-03-15,0.7634
2000-03-16,3.7879
2000-03-17,8.0292
2000-03-20,20.2703
2000-03-21,-2.2472
2000-03-22,-0.5747
2000-03-23,-2.8902
2000-03-24,-1.7856999999999998
2000-03-27,4.2424
2000-03-28,-1.1628
2000-03-29,0.5882
2000-03-30,-1.7544
2000-03-31,-5.9524
2000-04-03,3.1646
2000-04-04,-5.5215
2000-04-05,-1.9481000000000002
2000-04-06,-2.649
2000-04-07,-0.6803
2000-04-10,-1.3699
2000-04-11,-2.0833
2000-04-12,-6.383
2000-04-13,2.2727
2000-04-14,-3.7037
2000-04-17,-3.0769
2000-04-18,5.5556
2000-04-19,6.015
2000-04-20,4.9645
2000-04-24,4.0541
2000-04-25,0.0
2000-04-26,-3.2468
2000-04-27,-2.6846
2000-04-28,0.0
2000-05-01,0.6897
2000-05-02,-1.3699
2000-05-03,8.3333
2000-05-04,1.9231
2000-05-05,0.0
2000-05-08,1.2579
2000-05-09,0.6211
2000-05-10,-0.6173
2000-05-11,3.1056
2000-05-12,0.6024
2000-05-15,1.1976
2000-05-16,-5.3254
2000-05-17,-0.625
2000-05-18,0.0
2000-05-19,-0.6289
2000-05-22,-1.8987
