ticker,DTL US Equity
2000-05-25,-4.0
2000-05-26,0.6944
2000-05-30,3.4483
2000-05-31,-3.3333
2000-06-01,2.069
2000-06-02,-1.3514
2000-06-05,6.1644
2000-06-06,7.0968
2000-06-07,-2.4096
2000-06-08,-1.2346
2000-06-09,-5.0
2000-06-12,-0.6579
2000-06-13,-0.6623
2000-06-14,0.0
2000-06-15,0.6667
2000-06-16,-2.649
2000-06-19,-3.4013999999999998
2000-06-20,-2.8169
2000-06-21,-0.7246
2000-06-22,3.6496
2000-06-23,0.7042
2000-06-26,-2.7972
2000-06-27,1.4388
2000-06-28,-1.4184
2000-06-29,-0.7194
2000-06-30,-4.1667
2000-07-03,-1.7013
2000-07-05,-1.5385
2000-07-06,-3.9063
2000-07-07,-0.813
2000-07-10,1.6393
2000-07-11,3.2258
2000-07-12,-0.7813
2000-07-13,0.0
2000-07-14,1.5748
2000-07-17,0.7752
2000-07-18,9.2308
2000-07-19,-1.4085
2000-07-20,2.1429
2000-07-21,1.3986
2000-07-24,0.0
2000-07-25,-0.6897
2000-07-26,2.0833
2000-07-27,-0.6803
2000-07-28,0.0
2000-07-31,-1.3699
2000-08-01,0.6944
2000-08-02,-0.6897
2000-08-03,-0.6944
2000-08-04,-0.6993
2000-08-07,-0.7042
2000-08-08,19.1489
2000-08-09,1.1905000000000001
2000-08-10,8.2353
2000-08-11,-1.087
2000-08-14,1.0989
2000-08-15,-4.8913
2000-08-16,0.5714
2000-08-17,-0.5682
2000-08-18,-2.2857
2000-08-21,2.924
2000-08-22,0.5682
2000-08-23,1.1299
2000-08-24,-2.7933
2000-08-25,1.1494
2000-08-28,-1.1364
2000-08-29,0.5747
2000-08-30,2.8571
2000-08-31,0.0
2000-09-01,1.1111
2000-09-05,-2.7473
2000-09-06,-1.1299
2000-09-07,0.5714
2000-09-08,0.0
2000-09-11,-1.1364
2000-09-12,2.2989
2000-09-13,1.1236
2000-09-14,0.5556
2000-09-15,-1.6575
2000-09-18,0.0
2000-09-19,6.1798
2000-09-20,5.8201
2000-09-21,-4.0
2000-09-22,3.6458
2000-09-25,2.0101
2000-09-26,-1.4778
2000-09-27,1.0
2000-09-28,1.4851
2000-09-29,-2.439
2000-10-02,0.0
2000-10-03,2.0
2000-10-04,-0.9804
2000-10-05,-5.9406
2000-10-06,-5.2632
2000-10-09,0.5556
2000-10-10,1.6575
2000-10-11,2.1739
2000-10-12,0.5319
2000-10-13,1.5873
2000-10-16,5.7292
2000-10-17,-8.867
2000-10-18,-0.5405
2000-10-19,-0.5435
2000-10-20,2.7321999999999997
2000-10-23,1.0638
2000-10-24,2.1053
2000-10-25,0.5155
2000-10-26,2.5641
2000-10-27,-2.0
2000-10-30,1.0204
2000-10-31,0.0
2000-11-01,-0.5051
2000-11-02,2.0305
2000-11-03,-1.4925
2000-11-06,0.5051
2000-11-07,1.5074999999999998
2000-11-08,-1.9802
2000-11-09,0.0
2000-11-10,0.5051
2000-11-13,3.5176
2000-11-14,0.4854
2000-11-15,-0.9662
2000-11-16,-0.9756
2000-11-17,2.4631
2000-11-20,-0.9615
2000-11-21,-0.9709
2000-11-22,-0.9804
2000-11-24,1.9802
2000-11-27,-1.9417
2000-11-28,0.495
2000-11-29,-1.9704000000000002
2000-11-30,-1.5074999999999998
2000-12-01,2.551
2000-12-04,-4.9751
2000-12-05,4.1885
2000-12-06,2.0101
2000-12-07,-3.9409
2000-12-08,4.1026
2000-12-11,-3.9409
2000-12-12,0.5128
2000-12-13,-1.0204
2000-12-14,0.5155
2000-12-15,0.0
2000-12-18,2.5641
2000-12-19,1.0
2000-12-20,-0.9901
2000-12-21,0.5
2000-12-22,0.4975
2000-12-26,1.4851
2000-12-27,7.3171
2000-12-28,3.6364
2000-12-29,-0.4386
2001-01-02,-3.5242
2001-01-03,3.1963
2001-01-04,-1.7699
2001-01-05,-5.8559
2001-01-08,15.311
2001-01-09,4.1494
2001-01-10,0.3984
2001-01-11,1.1905000000000001
2001-01-12,-3.1373
2001-01-16,-1.2146
2001-01-17,-1.6393
2001-01-18,1.25
2001-01-19,-4.9383
2001-01-22,-3.0303
2001-01-23,7.1429
2001-01-24,-2.0833
2001-01-25,2.1277
2001-01-26,0.8333
2001-01-29,-1.5537
2001-01-30,-0.9402
2001-01-31,1.0169
2001-02-01,2.8859
2001-02-02,1.1089
2001-02-05,0.6452
2001-02-06,-0.8974
2001-02-07,0.8409
2001-02-08,-2.3733
2001-02-09,0.0
2001-02-12,0.1971
2001-02-13,1.3115
2001-02-14,0.2589
2001-02-15,-0.0646
2001-02-16,-2.7778
2001-02-20,0.9967
2001-02-21,1.6447
2001-02-22,-2.5243
2001-02-23,0.7968
2001-02-26,1.4493
2001-02-27,0.3896
2001-02-28,3.4929
2001-03-01,0.5
2001-03-02,0.1244
2001-03-05,0.3106
2001-03-06,1.2384
2001-03-07,-0.6116
2001-03-08,-0.9846
2001-03-09,-0.8701
2001-03-12,-5.7053
2001-03-13,-0.9309
2001-03-14,-2.6846
2001-03-15,-1.0345
2001-03-16,-7.3171
2001-03-19,4.1353
2001-03-20,-2.6715
2001-03-21,-1.7062
2001-03-22,-3.3962
2001-03-23,7.1094
2001-03-26,7.5857
2001-03-27,-1.0169
2001-03-28,-0.7534
2001-03-29,3.5197000000000003
2001-03-30,0.3333
2001-04-02,-0.1993
2001-04-03,-0.2663
2001-04-04,0.0
2001-04-05,0.1335
2001-04-06,-2.6667
2001-04-09,-0.8219
2001-04-10,1.3812
2001-04-11,-4.7003
2001-04-12,3.6455
2001-04-16,0.6897
2001-04-17,1.1644
2001-04-18,0.2031
2001-04-19,0.0
2001-04-20,0.6757
2001-04-23,-2.5503
2001-04-24,-0.1377
2001-04-25,0.0
2001-04-26,0.1379
2001-04-27,1.5152
2001-04-30,1.0855
2001-05-01,2.2148
2001-05-02,-0.8536
2001-05-03,-2.649
2001-05-04,3.7415000000000003
2001-05-07,0.918
2001-05-08,-0.5848
2001-05-09,-1.634
2001-05-10,0.0664
2001-05-11,0.7304
2001-05-14,-2.0435
2001-05-15,-3.8358
2001-05-16,-0.9797
2001-05-17,11.4488
2001-05-18,1.4585
2001-05-21,0.8125
2001-05-22,0.434
2001-05-23,-1.8519
2001-05-24,2.2013
2001-05-25,1.5385
2001-05-29,-0.6061
2001-05-30,-0.9146
2001-05-31,-1.5385
2001-06-01,0.9375
2001-06-04,1.2384
2001-06-05,0.0
2001-06-06,-2.8746
2001-06-07,0.7557
2001-06-08,1.875
2001-06-11,-0.9202
2001-06-12,1.0526
2001-06-13,3.0637
2001-06-14,-1.9024999999999999
2001-06-15,-4.4848
2001-06-18,-0.0635
2001-06-19,1.4603
2001-06-20,1.3767
2001-06-21,1.5432000000000001
2001-06-22,-1.5198
2001-06-25,0.6173
2001-06-26,5.092
2001-06-27,-1.4011
2001-06-28,5.0918
2001-06-29,4.507
2001-07-02,-7.5472
2001-07-03,0.5831
2001-07-05,1.3913
2001-07-06,0.3431
2001-07-09,2.4501
2001-07-10,-1.6129
2001-07-11,-1.2436
2001-07-12,1.889
2001-07-13,-2.9213
2001-07-16,1.8519
2001-07-17,3.6932
2001-07-18,1.3151
2001-07-19,3.0287
2001-07-20,-1.6273
2001-07-23,0.3202
2001-07-24,-5.3191
2001-07-25,1.1236
2001-07-26,6.1111
2001-07-27,-0.7853
2001-07-30,0.0
2001-07-31,2.1108
2001-08-01,-1.6537
2001-08-02,-1.9968
2001-08-03,-3.4853
2001-08-06,-0.8333
2001-08-07,-4.2017
2001-08-08,-2.0468
2001-08-09,-1.1343
2001-08-10,0.5435
2001-08-13,7.5075
2001-08-14,-0.6704
2001-08-15,-0.8436
2001-08-16,0.3971
2001-08-17,-0.791
2001-08-20,1.9362
2001-08-21,0.2793
2001-08-22,2.3955
2001-08-23,1.197
2001-08-24,1.6667
2001-08-27,-1.9038
2001-08-28,0.5391
2001-08-29,1.3405
2001-08-30,-2.1164
2001-08-31,-6.4865
2001-09-04,4.6243
2001-09-05,-0.0552
2001-09-06,-1.0503
2001-09-07,-5.0279
2001-09-10,-0.8824
2001-09-17,-10.3858
2001-09-18,-6.4901
2001-09-19,-2.2663
2001-09-20,-7.6812000000000005
2001-09-21,-7.7708
2001-09-24,12.6809
2001-09-25,3.0967
2001-09-26,3.2967
2001-09-27,6.383
2001-09-28,2.6
2001-10-01,-7.4074
2001-10-02,0.6316
2001-10-03,0.4184
2001-10-04,1.3889
2001-10-05,5.8219
2001-10-08,-1.5534
2001-10-09,-4.0105
2001-10-10,8.2192
2001-10-11,2.9747
2001-10-12,-1.0449
2001-10-15,7.1429
2001-10-16,-4.3478
2001-10-17,0.0
2001-10-18,-0.8485
2001-10-19,-1.8336999999999999
2001-10-22,3.0511
2001-10-23,-3.2628
2001-10-24,-0.8745
2001-10-25,1.8904
2001-10-26,2.9066
2001-10-29,-2.1034
2001-10-30,-2.4555
2001-10-31,2.0138
2001-11-01,3.2696
2001-11-02,2.8076
2001-11-05,0.8135
2001-11-06,2.2478
2001-11-07,0.0564
2001-11-08,-3.662
2001-11-09,-0.5848
2001-11-12,2.6471
2001-11-13,1.8911
2001-11-14,0.9561
2001-11-15,-4.4568
2001-11-16,-1.4577
2001-11-19,4.142
2001-11-20,21.9886
2001-11-21,0.6521
2001-11-23,1.1569
2001-11-26,-1.2351
2001-11-27,-1.8064
2001-11-28,-0.1415
2001-11-29,2.4563
2001-11-30,-0.876
2001-12-03,-0.8372
2001-12-04,0.3283
2001-12-05,2.1505
2001-12-06,4.1648
2001-12-07,-1.6696
2001-12-10,0.7149
2001-12-11,-0.7986
2001-12-12,0.805
2001-12-13,-0.5324
2001-12-14,-1.0705
2001-12-17,2.3445
2001-12-18,0.2203
2001-12-19,-0.6154
2001-12-20,0.0885
2001-12-21,1.3699
2001-12-24,0.3923
2001-12-26,0.825
2001-12-27,0.1292
2001-12-28,-0.129
2001-12-31,0.1292
2002-01-02,-0.7742
2002-01-03,0.9103
2002-01-04,0.043
2002-01-07,-1.6745
2002-01-08,1.7467000000000001
2002-01-09,-0.3433
2002-01-10,-0.1723
2002-01-11,-0.9922
2002-01-14,-2.1786
2002-01-15,1.5590000000000002
2002-01-16,-1.1404
2002-01-17,0.5324
2002-01-18,-0.2648
2002-01-22,1.3274
2002-01-23,0.6987
2002-01-24,-0.2602
2002-01-25,0.0
2002-01-28,0.5217
2002-01-29,-0.3028
2002-01-30,0.1735
2002-01-31,-0.0866
2002-02-01,-0.1734
2002-02-04,0.1737
2002-02-05,-0.2601
2002-02-06,0.565
2002-02-07,-0.605
2002-02-08,2.6957
2002-02-11,2.0322
2002-02-12,0.4564
2002-02-13,0.0826
2002-02-14,-0.8254
2002-02-15,-0.3329
2002-02-19,0.0
2002-02-20,1.2944
2002-02-21,1.0305
2002-02-22,-0.204
2002-02-25,0.4088
2002-02-26,1.3029
2002-02-27,-0.6029
2002-02-28,0.2831
2002-03-01,0.7258
2002-03-04,1.6413
2002-03-05,-1.1421999999999999
2002-03-06,1.2749
2002-03-07,1.1015
2002-03-08,-0.9728
2002-03-11,1.611
2002-03-12,-0.4254
2002-03-13,-1.5534
2002-03-14,-0.6312
2002-03-15,0.5955
2002-03-18,-0.9471
2002-03-19,1.2749
2002-03-20,-1.0228
