ticker,DTL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.2346
2000-01-04,0.0
2000-01-05,-5.0
2000-01-06,-4.6053
2000-01-07,-1.3793
2000-01-10,2.7972
2000-01-11,-1.3605
2000-01-12,0.0
2000-01-13,0.6897
2000-01-14,2.0548
2000-01-18,-2.0134
2000-01-19,2.7397
2000-01-20,0.0
2000-01-21,1.3333
2000-01-24,-5.2632
2000-01-25,-2.7778
2000-01-26,0.7143
2000-01-27,-3.5461
2000-01-28,2.9412000000000003
2000-01-31,3.5714
2000-02-01,-4.1379
2000-02-02,3.5971
2000-02-03,-0.6944
2000-02-04,0.0
2000-02-07,-6.993
2000-02-08,2.2556
2000-02-09,-10.2941
2000-02-10,6.5574
2000-02-11,-2.3077
2000-02-14,-0.7874
2000-02-15,0.0
2000-02-16,0.7937
2000-02-17,-2.3622
2000-02-18,-4.8387
2000-02-22,-2.5423999999999998
2000-02-23,1.7391
2000-02-24,0.8547
2000-02-25,-0.8475
2000-02-28,-0.8547
2000-02-29,-3.4483
2000-03-01,6.25
2000-03-02,-10.9244
2000-03-03,11.3208
2000-03-06,-5.0847
2000-03-07,0.0
2000-03-08,-2.6786
2000-03-09,5.5046
2000-03-10,4.3478
2000-03-13,-2.5
2000-03-14,-1.7094
2000-03-15,4.3478
2000-03-16,-3.3333
2000-03-17,0.0
2000-03-20,-0.8621
2000-03-21,0.0
2000-03-22,0.8696
2000-03-23,-2.5862
2000-03-24,0.885
2000-03-27,0.8772
2000-03-28,-0.8696
2000-03-29,4.386
2000-03-30,-0.8403
2000-03-31,7.6271
2000-04-03,7.0866
2000-04-04,0.0
2000-04-05,10.2941
2000-04-06,10.0
2000-04-07,-3.0303
2000-04-10,-0.625
2000-04-11,-1.2579
2000-04-12,1.9108
2000-04-13,0.0
2000-04-14,-1.25
2000-04-17,0.0
2000-04-18,5.0633
2000-04-19,-5.4217
2000-04-20,-3.1847
2000-04-24,-0.6579
2000-04-25,3.3113
2000-04-26,-2.5641
2000-04-27,0.0
2000-04-28,2.6316
2000-05-01,0.641
2000-05-02,-5.7325
2000-05-03,-1.3514
2000-05-04,0.6849
2000-05-05,-0.6803
2000-05-08,-3.4247
2000-05-09,-6.383
2000-05-10,3.0303
2000-05-11,1.4706000000000001
2000-05-12,-2.8986
2000-05-15,9.7015
2000-05-16,2.7211
2000-05-17,-0.6623
2000-05-18,-2.0
2000-05-19,-2.0408
2000-05-22,1.3889
2000-05-23,2.0548
2000-05-24,0.6711
