ticker,DVERQ US Equity
2000-05-25,1.2987
2000-05-26,2.5641
2000-05-30,0.0
2000-05-31,0.0
2000-06-01,0.0
2000-06-02,-1.25
2000-06-05,-1.2658
2000-06-06,1.2821
2000-06-07,-1.2658
2000-06-08,-5.1282
2000-06-09,2.7027
2000-06-12,0.0
2000-06-13,2.6316
2000-06-14,-3.8462
2000-06-15,0.0
2000-06-16,4.0
2000-06-19,0.0
2000-06-20,2.5641
2000-06-21,-1.25
2000-06-22,0.0
2000-06-23,1.2658
2000-06-26,-3.75
2000-06-27,-1.2987
2000-06-28,-2.6316
2000-06-29,-6.7568
2000-06-30,10.1449
2000-07-03,-2.6316
2000-07-05,0.0
2000-07-06,1.3514
2000-07-07,1.3333
2000-07-10,-6.5789
2000-07-11,0.0
2000-07-12,-4.2254
2000-07-13,1.4706000000000001
2000-07-14,7.2464
2000-07-17,1.3514
2000-07-18,2.6667
2000-07-19,0.0
2000-07-20,0.0
2000-07-21,0.0
2000-07-24,-3.8961
2000-07-25,0.0
2000-07-26,0.0
2000-07-27,-1.3514
2000-07-28,2.7397
2000-07-31,-4.0
2000-08-01,-4.1667
2000-08-02,1.4493
2000-08-03,-2.8571
2000-08-04,0.0
2000-08-07,-1.4706000000000001
2000-08-08,1.4925
2000-08-09,0.0
2000-08-10,-2.9412000000000003
2000-08-11,0.0
2000-08-14,3.0303
2000-08-15,1.4706000000000001
2000-08-16,5.7971
2000-08-17,0.0
2000-08-18,5.4795
2000-08-21,1.2987
2000-08-22,-2.5641
2000-08-23,-1.3158
2000-08-24,0.0
2000-08-25,0.0
2000-08-28,-4.0
2000-08-29,2.7778
2000-08-30,-2.7027
2000-08-31,-1.3889
2000-09-01,0.0
2000-09-05,0.0
2000-09-06,-1.4085
2000-09-07,1.4285999999999999
2000-09-08,-1.4085
2000-09-11,0.0
2000-09-12,0.0
2000-09-13,-1.4285999999999999
2000-09-14,0.0
2000-09-15,2.8986
2000-09-18,-2.8169
2000-09-19,2.8986
2000-09-20,-1.4085
2000-09-21,0.0
2000-09-22,-2.8571
2000-09-25,0.0
2000-09-26,1.4706000000000001
2000-09-27,0.0
2000-09-28,-4.3478
2000-09-29,4.5455
2000-10-02,-4.3478
2000-10-03,1.5152
2000-10-04,-1.4925
2000-10-05,1.5152
2000-10-06,-2.9851
2000-10-09,0.0
2000-10-10,0.0
2000-10-11,-3.0769
2000-10-12,-23.8095
2000-10-13,0.0
2000-10-16,-8.3333
2000-10-17,-4.5455
2000-10-18,-2.3810000000000002
2000-10-19,2.439
2000-10-20,4.7619
2000-10-23,0.0
2000-10-24,-4.5455
2000-10-25,-4.7619
2000-10-26,7.5
2000-10-27,-6.9767
2000-10-30,-5.0
2000-10-31,2.6316
2000-11-01,2.5641
2000-11-02,5.0
2000-11-03,0.0
2000-11-06,2.3810000000000002
2000-11-07,2.3256
2000-11-08,-4.5455
2000-11-09,0.0
2000-11-10,-4.7619
2000-11-13,0.0
2000-11-14,-10.0
2000-11-15,-2.7778
2000-11-16,-2.8571
2000-11-17,-8.8235
2000-11-20,12.9032
2000-11-21,-5.7143
2000-11-22,6.0606
2000-11-24,0.0
2000-11-27,-2.8571
2000-11-28,0.0
2000-11-29,-2.9412000000000003
2000-11-30,3.0303
2000-12-01,2.9412000000000003
2000-12-04,-1.7143000000000002
2000-12-05,4.186
2000-12-06,-2.2321
2000-12-07,5.0228
2000-12-08,-2.1739
2000-12-11,1.7778
2000-12-12,-1.7467000000000001
2000-12-13,3.5556
2000-12-14,-3.0043
2000-12-15,1.7699
2000-12-18,-2.1739
2000-12-19,-3.1111
2000-12-20,-1.3761
2000-12-21,0.0
2000-12-22,0.0
2000-12-26,-1.8605
2000-12-27,4.2654
2000-12-28,5.0
2000-12-29,-3.8961
2001-01-02,5.4054
2001-01-03,2.5641
2001-01-04,3.75
2001-01-05,0.4016
2001-01-08,-0.4
2001-01-09,-0.4016
2001-01-10,0.8065
2001-01-11,-1.2
2001-01-12,0.4049
2001-01-16,0.8065
2001-01-17,0.0
2001-01-18,0.0
2001-01-19,0.0
2001-01-22,4.0
2001-01-23,15.0
2001-01-24,5.0167
2001-01-25,2.2293
2001-01-26,-0.3115
2001-01-29,0.9375
2001-01-30,-0.9288
2001-01-31,-5.9375
2001-02-01,3.6545
2001-02-02,-0.641
2001-02-05,-9.6774
2001-02-06,-0.7143
2001-02-07,2.518
2001-02-08,0.0
2001-02-09,2.807
2001-02-12,-1.7065000000000001
2001-02-13,0.3472
2001-02-14,1.7301
2001-02-15,1.0204
2001-02-16,-1.0101
2001-02-20,0.6803
2001-02-21,-1.0135
2001-02-22,-2.7304
2001-02-23,-3.5088
2001-02-26,-3.6364
2001-02-27,0.7547
2001-02-28,-9.3633
2001-03-01,-0.4132
2001-03-02,-2.0747
2001-03-05,0.4237
2001-03-06,-5.0633
2001-03-07,6.6667
2001-03-08,3.75
2001-03-09,-7.6305
2001-03-12,4.3478
2001-03-13,0.0
2001-03-14,-1.25
2001-03-16,1.2658
2001-03-19,0.0
2001-03-20,-5.4167
2001-03-21,3.5242
2001-03-22,-7.234
2001-03-23,5.5046
2001-03-26,0.0
2001-03-27,-10.0
2001-03-28,6.7633
2001-03-29,-4.9774
2001-03-30,-9.5238
2001-04-02,0.5263
2001-04-03,6.8063
2001-04-04,1.9607999999999999
2001-04-05,2.4038
2001-04-06,-0.4695
2001-04-09,3.7736
2001-04-10,0.9091
2001-04-11,0.9009
2001-04-12,0.0
2001-04-16,-2.6786
2001-04-17,-0.9174
2001-04-18,-3.7037
2001-04-19,0.9615
2001-04-20,-2.8571
2001-04-23,1.9607999999999999
2001-04-24,8.6538
2001-04-25,32.7434
2001-04-26,-4.3333
2001-04-27,-10.453
2001-04-30,1.1673
2001-05-01,-1.9231
2001-05-02,7.451
2001-05-03,-5.8394
2001-05-04,4.6512
2001-05-07,1.8519
2001-05-08,5.4545
2001-05-09,0.3448
2001-05-10,4.811
2001-05-11,0.6557
2001-05-14,-2.2801
2001-05-15,2.3333
2001-05-16,0.6515
2001-05-17,-0.3236
2001-05-18,-0.6494
2001-05-21,-1.9607999999999999
2001-05-22,1.3333
2001-05-23,0.0
2001-05-24,0.3289
2001-05-25,-0.3279
2001-05-29,0.0
2001-05-30,-1.3158
2001-05-31,0.0
2001-06-01,1.3333
2001-06-04,-1.3158
2001-06-05,1.0
2001-06-06,-0.33
2001-06-07,1.6556
2001-06-08,0.3257
2001-06-11,-0.6494
2001-06-12,-0.6536
2001-06-13,1.3158
2001-06-14,-0.3247
2001-06-15,0.0
2001-06-18,0.9772
2001-06-19,0.0
2001-06-20,-1.6129
2001-06-21,-13.1148
2001-06-22,5.283
2001-06-25,-3.2258
2001-06-26,8.8889
2001-06-27,-4.0816
2001-06-28,-7.8014
2001-06-29,3.8462
2001-07-02,0.0
2001-07-03,-2.2222
2001-07-05,-4.5455
2001-07-06,4.3651
2001-07-09,-4.943
2001-07-10,3.6
2001-07-11,6.1776
2001-07-12,0.0
2001-07-13,0.0
2001-07-16,-1.8182
2001-07-17,-0.3704
2001-07-18,1.487
2001-07-19,-0.3663
2001-07-20,0.0
2001-07-23,-4.4118
2001-07-24,3.8462
2001-07-25,0.0
2001-07-26,-5.5556
2001-07-27,-2.3529
2001-07-30,1.2048
2001-07-31,1.1905000000000001
2001-08-01,-9.8039
2001-08-02,-0.4348
2001-08-03,-6.1135
2001-08-06,-4.6512
2001-08-07,-1.4634
2001-08-08,-5.4455
2001-08-09,-16.2304
2001-08-10,0.0
2001-08-13,1.875
2001-08-14,0.6135
2001-08-15,4.2683
2001-08-16,1.7544
2001-08-17,-2.2989
2001-08-20,-0.5882
2001-08-21,-11.2426
2001-08-22,3.3333
2001-08-23,-3.2258
2001-08-24,-7.3333
2001-08-27,-3.5971
2001-08-28,-9.7015
2001-08-29,5.7851
2001-08-30,-3.9063
2001-08-31,1.626
2001-09-04,0.0
2001-09-05,-4.8
2001-09-06,-2.9412000000000003
2001-09-07,2.1645
2001-09-10,-0.8475
2001-09-17,-0.8547
2001-09-18,-1.7241
2001-09-19,-12.2807
2001-09-20,5.0
2001-09-21,-3.8095
2001-09-24,3.9604
2001-09-25,0.0
2001-09-26,-4.7619
2001-09-27,0.0
2001-09-28,4.0
2001-10-01,-1.9231
2001-10-02,-1.9607999999999999
2001-10-03,0.0
2001-10-04,-11.0
2001-10-05,5.618
2001-10-08,0.0
2001-10-09,4.2553
2001-10-10,-5.102
2001-10-11,1.0753
2001-10-12,2.1277
2001-10-15,-8.3333
2001-10-16,1.1364
2001-10-17,-3.3708
2001-10-18,4.6512
2001-10-19,-1.1111
2001-10-22,-1.1236
2001-10-23,2.2727
2001-10-24,4.4444
2001-10-25,1.0638
2001-10-26,-1.0526
2001-10-29,-2.1277
2001-10-30,-2.1739
2001-10-31,-5.5556
2001-11-01,-5.8824
2001-11-02,5.0
2001-11-05,-1.1905000000000001
2001-11-06,-19.2771
2001-11-07,-4.4776
2001-11-08,-21.875
2001-11-09,36.0
2001-11-12,19.1176
2001-11-13,-1.2346
2001-11-14,-8.75
2001-11-15,-8.2192
2001-11-16,-17.9104
2001-11-19,18.1818
2001-11-20,7.6923
2001-11-21,0.0
2001-11-23,-2.8571
2001-11-26,-5.8824
2001-11-27,-6.25
2001-11-28,0.0
2001-11-29,-6.6667
2001-11-30,1.7856999999999998
2001-12-03,1.7544
2001-12-04,0.0
2001-12-05,6.8966
2001-12-06,-4.8387
2001-12-07,0.0
2001-12-10,1.6949
2001-12-11,3.3333
2001-12-12,4.8387
2001-12-13,-10.7692
2001-12-14,0.0
2001-12-17,0.0
2001-12-18,-3.4483
2001-12-19,-5.3571
2001-12-20,5.6604
2001-12-21,-1.7856999999999998
2001-12-24,-1.8182
2001-12-26,0.0
2001-12-27,-5.5556
2001-12-28,-3.9215999999999998
2001-12-31,12.2449
2002-01-02,0.0
2002-01-03,1.8182
2002-01-04,1.7856999999999998
2002-01-07,1.7544
2002-01-08,-6.8966
2002-01-09,-3.7037
2002-01-10,0.0
2002-01-11,-1.9231
2002-01-14,-1.9607999999999999
2002-01-15,0.0
2002-01-16,8.0
2002-01-17,-7.4074
2002-01-18,0.0
2002-01-22,-2.0
2002-01-23,-6.1224
2002-01-24,6.5217
2002-01-25,2.0408
2002-01-28,-8.0
2002-01-29,-8.6957
2002-01-30,-4.7619
2002-01-31,0.0
2002-02-01,5.0
2002-02-04,-7.1429
2002-02-05,2.5641
2002-02-06,-2.5
2002-02-07,0.0
2002-02-08,-7.6923
2002-02-11,8.3333
2002-02-12,0.0
2002-02-13,0.0
2002-02-14,-12.8205
2002-02-15,-5.8824
2002-02-19,-21.875
2002-02-20,0.0
2002-02-21,-12.0
2002-02-22,0.0
2002-02-25,-9.0909
2002-02-26,75.0
2002-02-27,8.5714
2002-02-28,5.2632
2002-03-01,12.5
2002-03-04,28.8889
2002-03-05,84.4828
2002-03-06,21.4953
2002-03-07,-15.3846
2002-03-08,-14.5455
2002-03-11,-4.2553
2002-03-12,-3.3333
2002-03-13,11.4943
2002-03-14,8.2474
2002-03-15,0.9524
2002-03-18,4.717
2002-03-19,11.7117
2002-03-20,4.8387
2002-03-21,22.3077
2002-03-22,16.3522
2002-03-25,-10.8108
2002-03-26,0.0
2002-03-27,4.2424
2002-03-28,4.0698
2002-04-01,1.6760000000000002
2002-04-02,6.5934
2002-04-03,-1.0309
2002-04-04,-2.0833
2002-04-05,-5.8511
2002-04-08,-18.0791
2002-04-09,10.3448
2002-04-10,11.25
2002-04-11,-1.6854
2002-04-12,3.4286
2002-04-15,6.6298
2002-04-16,-6.7358
2002-04-17,2.7778
2002-04-18,24.3243
2002-04-19,19.5652
2002-04-22,20.0
2002-04-23,12.1212
2002-04-24,0.8108
2002-04-25,-13.4048
2002-04-26,-1.548
2002-04-29,-3.1447
2002-04-30,17.8571
2002-05-01,10.4683
2002-05-02,3.7406
2002-05-03,0.0
2002-05-06,-1.4423
2002-05-07,-8.5366
2002-05-08,3.4667
2002-05-09,6.4433
2002-05-10,9.9274
2002-05-13,-1.9824000000000002
2002-05-14,4.0449
2002-05-15,1.0799
2002-05-16,-0.641
2002-05-17,-4.3011
2002-05-20,1.3483
2002-05-21,-0.2217
2002-05-22,-2.4444
2002-05-23,-10.0228
2002-05-24,-5.8228
2002-05-28,2.6882
2002-05-29,-1.8325
2002-05-30,1.0667
2002-05-31,6.5963
2002-06-03,4.4554
2002-06-04,4.2654
2002-06-05,2.9545
2002-06-06,-0.2208
2002-06-07,0.6637
2002-06-10,-2.6374
2002-06-11,-0.4515
2002-06-12,-3.8548999999999998
2002-06-13,0.2358
2002-06-14,4.2353
2002-06-17,0.0
2002-06-18,-0.2257
2002-06-19,0.6787
2002-06-20,0.4494
2002-06-21,-1.1186
2002-06-24,2.2624
2002-06-25,16.5929
2002-06-26,-0.759
2002-06-27,-0.956
2002-06-28,5.0193
2002-07-01,-5.5147
2002-07-02,-3.1128
2002-07-03,-4.6185
2002-07-05,6.3158
2002-07-08,-5.7426
2002-07-09,5.6723
2002-07-10,-1.5905
2002-07-11,-4.6465
2002-07-12,-2.5423999999999998
2002-07-15,-9.7826
2002-07-16,-9.6386
2002-07-17,6.9333
2002-07-18,0.2494
2002-07-19,-1.7412999999999998
2002-07-22,-1.2658
2002-07-23,-5.1282
2002-07-24,-8.3784
2002-07-25,-1.1799
2002-07-26,8.9552
2002-07-29,10.9589
2002-07-30,4.9383
2002-07-31,1.8824
2002-08-01,2.3095
2002-08-02,-0.6772
2002-08-05,-9.0909
2002-08-06,0.5
2002-08-07,-1.4925
2002-08-08,-2.7778
2002-08-09,3.1169000000000002
2002-08-12,-0.2519
2002-08-13,-1.5152
2002-08-14,-4.8718
2002-08-15,-4.8518
2002-08-16,-5.6657
2002-08-19,-2.1021
2002-08-20,-7.9755
2002-08-21,6.6667
2002-08-22,4.6875
2002-08-23,2.9851
2002-08-26,1.4493
2002-08-27,2.2857
2002-08-28,-5.0279
2002-08-29,-5.0
2002-08-30,0.6192
2002-09-03,-3.0769
2002-09-04,1.5873
2002-09-05,1.5625
2002-09-06,0.0
2002-09-09,-4.6154
2002-09-10,-7.4193999999999996
2002-09-11,-2.439
2002-09-12,-8.9286
2002-09-13,-3.5294
2002-09-16,-0.813
2002-09-17,-5.7377
2002-09-18,1.3043
2002-09-19,-0.4292
2002-09-20,-6.0345
2002-09-23,-3.6696999999999997
2002-09-24,-4.7619
2002-09-25,3.5
2002-09-26,13.5266
2002-09-27,8.5106
2002-09-30,0.0
2002-10-01,-7.8431
2002-10-02,-5.1064
2002-10-03,4.4843
2002-10-04,-3.4335
2002-10-07,-2.2222
2002-10-08,0.0
2002-10-09,0.0
2002-10-10,-1.8182
2002-10-11,1.8519
2002-10-14,0.4545
2002-10-15,0.905
2002-10-16,7.1749
2002-10-17,3.3473
2002-10-18,0.4049
2002-10-21,1.6129
2002-10-22,1.1905000000000001
2002-10-23,-1.1764999999999999
2002-10-24,-0.7937
2002-10-25,0.0
2002-10-28,0.4
2002-10-29,-1.1952
2002-10-30,4.0323
2002-10-31,-6.9767
2002-11-01,-2.0833
2002-11-04,2.1277
2002-11-05,0.4167
2002-11-06,-2.9046
2002-11-07,0.0
2002-11-08,-2.1368
2002-11-11,0.0
2002-11-12,-6.5502
2002-11-13,1.8692
2002-11-14,-4.5872
2002-11-15,0.4808
2002-11-18,-6.2201
2002-11-19,1.5306
2002-11-20,-4.5226
2002-11-21,-6.3158
2002-11-22,-7.3034
2002-11-25,-5.4545
2002-11-26,12.1795
2002-11-27,2.8571
2002-11-29,0.0
2002-12-02,5.5556
2002-12-03,24.7368
2002-12-04,32.9114
2002-12-05,7.9365
2002-12-06,-13.8235
2002-12-09,-11.9454
2002-12-10,-3.4884
2002-12-11,2.4096
2002-12-12,0.0
2002-12-13,-1.9607999999999999
2002-12-16,2.0
2002-12-17,2.7451
2002-12-18,-2.6718
2002-12-19,5.4902
2002-12-20,0.0
2002-12-23,-10.7807
2002-12-24,3.75
2002-12-26,-4.4177
2002-12-27,-5.4622
2002-12-30,10.2222
2002-12-31,10.8871
2003-01-02,1.0909
2003-01-03,-1.7986
2003-01-06,2.5641
2003-01-07,0.0
2003-01-08,0.0
2003-01-09,0.0
2003-01-10,0.0
2003-01-13,-5.3571
2003-01-14,-2.2641999999999998
2003-01-15,-3.8609999999999998
2003-01-16,6.4257
2003-01-17,-5.283
2003-01-21,1.5936
2003-01-22,4.3137
2003-01-23,-1.5038
2003-01-24,0.0
2003-01-27,4.9618
2003-01-28,0.0
2003-01-29,-1.8182
2003-01-30,2.963
2003-01-31,2.518
2003-02-03,-5.2632
2003-02-04,16.2963
2003-02-05,7.6433
2003-02-06,-0.8876
2003-02-07,-3.5821
2003-02-10,-0.9288
2003-02-11,-1.5625
2003-02-12,-1.5873
2003-02-13,-1.6129
2003-02-14,1.6393
2003-02-18,3.2258
2003-02-19,0.625
2003-02-20,5.9006
2003-02-21,4.1056
2003-02-24,-4.2254
2003-02-25,1.7647
2003-02-26,1.1561
2003-02-27,0.0
2003-02-28,7.1429
2003-03-03,4.2667
2003-03-04,-5.3708
2003-03-05,-4.0541
2003-03-06,1.4085
2003-03-07,0.0
2003-03-10,-5.0
2003-03-11,-9.0643
2003-03-12,-7.3955
2003-03-13,7.9861
2003-03-14,6.4309
2003-03-17,4.8338
2003-03-18,1.7290999999999999
2003-03-19,-8.2153
2003-03-20,11.1111
2003-03-21,-1.1111
2003-03-24,-4.2135
2003-03-25,-4.6921
2003-03-26,-4.6154
2003-03-27,2.5806
2003-03-28,-0.3145
2003-03-31,7.2555
2003-04-01,8.8235
2003-04-02,-4.8649000000000004
2003-04-03,-1.1364
2003-04-04,-0.8621
2003-04-07,0.0
2003-04-08,-1.4493
2003-04-09,4.1176
2003-04-10,-1.1299
2003-04-11,4.5714
2003-04-14,2.7321999999999997
2003-04-15,0.0
2003-04-16,2.3936
2003-04-17,-1.2987
2003-04-21,0.5263
2003-04-22,-0.5236
2003-04-23,0.2632
2003-04-24,0.7874
2003-04-25,-16.6667
2003-04-28,-0.625
2003-04-29,-5.3459
2003-04-30,-1.6611
2003-05-01,-1.3514
2003-05-02,-2.3973
2003-05-05,-2.4561
2003-05-06,-0.7194
2003-05-07,0.7246
2003-05-08,7.1942
2003-05-09,-1.0067
2003-05-12,-1.0169
2003-05-13,1.7123
2003-05-14,0.0
2003-05-15,2.6936
2003-05-16,5.2459
2003-05-19,4.6729
2003-05-20,-1.7856999999999998
2003-05-21,4.5455
2003-05-22,0.0
2003-05-23,-4.6377
2003-05-27,1.8237
2003-05-28,0.0
2003-05-29,-2.9851
2003-05-30,1.5385
2003-06-02,1.5152
2003-06-03,3.2836
2003-06-04,0.8671
2003-06-05,0.0
2003-06-06,-1.1461000000000001
2003-06-09,1.7391
2003-06-10,-0.2849
2003-06-11,5.7143
2003-06-12,-20.8108
2003-06-13,2.0478
2003-06-16,0.3344
2003-06-17,-1.6667
2003-06-18,0.0
2003-06-19,-1.6949
2003-06-20,1.7241
2003-06-23,1.0169
2003-06-24,-1.0067
2003-06-25,-1.6949
2003-06-26,0.0
2003-06-27,-1.7241
2003-06-30,-5.614
2003-07-01,0.0
2003-07-02,1.1152
2003-07-03,-2.5735
2003-07-07,-0.7547
2003-07-08,3.4221
2003-07-09,0.7353
2003-07-10,-1.0949
2003-07-11,-2.214
2003-07-14,0.7547
2003-07-15,-0.3745
2003-07-16,-3.7594
2003-07-17,-2.3438
2003-07-18,0.4
2003-07-21,-2.3904
2003-07-22,1.2245
2003-07-23,-14.5161
2003-07-24,-3.3019
2003-07-25,0.9756
2003-07-28,-0.4831
2003-07-29,-2.9126
2003-07-30,0.0
2003-07-31,10.0
2003-08-01,12.7273
2003-08-04,8.871
2003-08-05,-8.8889
2003-08-06,-5.2846
2003-08-07,-1.2876
2003-08-08,-5.6522
2003-08-11,0.0
2003-08-12,-5.53
2003-08-13,-2.439
2003-08-14,0.0
2003-08-15,3.0
2003-08-18,-6.3107
2003-08-19,-6.2176
2003-08-20,-2.7624
2003-08-21,3.4091
2003-08-22,4.3956
2003-08-25,0.0
2003-08-26,-4.2105
2003-08-27,-5.4945
2003-08-28,1.1628
2003-08-29,0.5747
2003-09-02,-4.0
2003-09-03,1.1905000000000001
2003-09-04,2.9412000000000003
2003-09-05,0.5714
2003-09-08,8.5227
2003-09-09,4.712
2003-09-10,13.5
2003-09-11,-4.4053
2003-09-12,-2.3041
2003-09-15,-4.2453
2003-09-16,-1.9704000000000002
2003-09-17,-4.5226
2003-09-18,0.0
2003-09-19,-1.0526
2003-09-22,1.0638
2003-09-23,4.2105
2003-09-24,1.0101
2003-09-25,1.5
2003-09-26,-0.4926
2003-09-29,-1.4851
2003-09-30,-0.5025
2003-10-01,-1.5152
2003-10-02,-1.0256
2003-10-03,-6.7358
2003-10-06,-0.5556
2003-10-07,-1.1173
2003-10-08,1.1299
2003-10-09,0.0
2003-10-10,-1.1173
2003-10-13,1.6949
2003-10-14,-1.1111
2003-10-15,-28.651699999999998
2003-10-16,-0.7874
2003-10-17,-2.3810000000000002
2003-10-20,-13.8211
2003-10-21,-7.5472
2003-10-22,2.0408
2003-10-23,2.0
2003-10-24,-0.9804
2003-10-27,-13.8614
2003-10-28,-18.3908
2003-10-29,2.8169
2003-10-30,-1.3699
2003-10-31,0.0
2003-11-03,12.5
2003-11-04,2.4691
2003-11-05,1.2048
2003-11-06,-5.9524
2003-11-07,7.5949
2003-11-10,8.2353
2003-11-11,-8.6957
2003-11-12,-10.7143
2003-11-13,0.0
2003-11-14,9.3333
2003-11-17,-6.0976
2003-11-18,-5.1948
2003-11-19,-6.8493
2003-11-20,-4.4118
2003-11-21,-16.9231
2003-11-24,3.7037
2003-11-25,16.0714
2003-11-26,12.3077
2003-11-28,5.4795
2003-12-01,1.2987
2003-12-02,1.2821
2003-12-03,-3.7975
2003-12-04,-2.6316
2003-12-05,-5.4054
2003-12-08,0.0
2003-12-09,0.0
2003-12-10,-8.5714
2003-12-11,-3.125
2003-12-12,-8.0645
2003-12-15,1.7544
2003-12-16,3.4483
2003-12-17,11.6667
2003-12-18,11.9403
2003-12-19,-5.3333
2003-12-22,1.4085
2003-12-23,-2.7778
2003-12-24,-1.4285999999999999
2003-12-26,0.0
2003-12-29,2.8986
2003-12-30,8.4507
2003-12-31,-5.1948
2004-01-02,13.6986
2004-01-05,4.8193
2004-01-06,0.0
2004-01-07,-1.1494
2004-01-08,0.0
2004-01-09,-1.1628
2004-01-12,-5.8824
2004-01-13,0.0
2004-01-14,-2.5
2004-01-15,-2.5641
2004-01-16,0.0
2004-01-20,0.0
2004-01-21,1.3158
2004-01-22,-1.2987
2004-01-23,3.9474
2004-01-26,16.4557
2004-01-27,38.0435
2004-01-28,-5.5118
2004-01-29,-33.3333
2004-01-30,13.75
2004-02-02,-9.8901
2004-02-03,-8.5366
2004-02-04,1.3333
2004-02-05,0.0
2004-02-06,-1.3158
2004-02-09,0.0
2004-02-10,-2.6667
2004-02-11,-4.1096
2004-02-12,-10.0
2004-02-13,3.1746
2004-02-17,4.6154
2004-02-18,-7.3529
2004-02-19,3.1746
2004-02-20,-3.0769
2004-02-23,-1.5873
2004-02-24,-4.8387
2004-02-25,-1.6949
2004-02-26,1.7241
2004-02-27,-3.3898
2004-03-01,-1.7544
2004-03-02,-3.5714
2004-03-03,-3.7037
2004-03-04,25.0
2004-03-05,-10.7692
2004-03-08,-3.4483
2004-03-09,-8.9286
2004-03-10,0.0
2004-03-11,3.9215999999999998
2004-03-12,-1.8868
2004-03-15,0.0
2004-03-16,0.0
2004-03-17,0.0
2004-03-18,-1.9231
2004-03-19,-19.6078
2004-03-22,-7.3171
2004-03-23,-5.2632
2004-03-24,2.7778
2004-03-25,0.0
2004-03-26,4.0541
2004-03-29,3.8961
2004-03-30,0.0
2004-03-31,-32.5
2004-04-01,-7.4074
2004-04-02,-4.0
2004-04-05,-12.5
2004-04-06,-21.4286
2004-04-07,3.0303
2004-04-08,-5.8824
2004-04-12,0.0
2004-04-13,0.0
2004-04-14,-6.25
2004-04-15,-3.3333
2004-04-16,-3.4483
2004-04-19,-10.7143
2004-04-20,-4.0
2004-04-21,0.0
2004-04-22,-8.3333
2004-04-23,27.2727
2004-04-26,0.0
2004-04-27,-21.4286
2004-04-28,0.0
2004-04-29,0.0
2004-04-30,4.5455
2004-05-03,-8.6957
2004-05-04,0.0
2004-05-05,9.5238
2004-05-06,-4.3478
2004-05-07,0.0
2004-05-10,0.0
2004-05-11,9.0909
2004-05-12,-12.5
2004-05-13,9.5238
2004-05-14,-4.3478
2004-05-17,4.5455
2004-05-18,-8.6957
2004-05-19,0.0
2004-05-20,0.0
2004-05-24,4.7619
2004-05-25,-4.5455
2004-05-26,4.7619
2004-05-27,-4.5455
2004-05-28,0.0
2004-06-01,0.0
2004-06-02,-4.7619
2004-06-03,0.0
2004-06-04,0.0
2004-06-07,-5.0
2004-06-08,0.0
2004-06-09,3.1579
2004-06-10,0.0
2004-06-14,-3.0612
2004-06-15,-15.7895
2004-06-16,-12.5
2004-06-17,0.0
2004-06-18,-14.2857
2004-06-21,16.6667
2004-06-22,0.0
2004-06-23,0.0
2004-06-24,-2.8571
2004-06-25,2.9412000000000003
