ticker,PLH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-9.2486
2000-01-04,-2.5478
2000-01-05,-2.7614
2000-01-06,-2.0333
2000-01-07,-0.7547
2000-01-10,5.5133
2000-01-11,0.9009
2000-01-12,-4.4643
2000-01-13,1.1215
2000-01-14,-0.1848
2000-01-18,-3.5185
2000-01-19,0.3839
2000-01-20,1.7208
2000-01-21,4.5113
2000-01-24,-0.5396
2000-01-25,-4.1591
2000-01-26,1.8868
2000-01-27,-0.7407
2000-01-28,1.1194
2000-01-31,-2.3985
2000-02-01,-1.5123
