ticker,JQH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.2258
2000-01-04,-1.6667
2000-01-05,-1.6949
2000-01-06,0.0
2000-01-07,0.0
2000-01-10,0.0
2000-01-11,3.4483
2000-01-12,1.6667
2000-01-13,0.0
2000-01-14,3.2787
2000-01-18,-4.7619
2000-01-19,3.3333
2000-01-20,-1.6129
2000-01-21,3.2787
2000-01-24,-3.1746
2000-01-25,0.0
2000-01-26,1.6393
2000-01-27,0.0
2000-01-28,-1.6129
2000-01-31,0.0
2000-02-01,1.6393
2000-02-02,-1.6129
2000-02-04,1.6393
2000-02-07,-3.2258
2000-02-08,-1.6667
2000-02-09,6.7797
2000-02-10,-3.1746
2000-02-11,0.0
2000-02-14,0.0
2000-02-15,3.2787
2000-02-16,0.0
2000-02-17,0.0
2000-02-18,0.0
2000-02-22,1.5873
2000-02-23,-1.5625
2000-02-24,0.0
2000-02-25,-1.5873
2000-02-28,8.0645
2000-02-29,13.4328
2000-03-01,-5.2632
2000-03-02,-5.5556
2000-03-03,0.0
2000-03-06,2.9412000000000003
2000-03-07,0.0
2000-03-08,-7.1429
2000-03-09,0.0
2000-03-10,-1.5385
2000-03-13,0.0
2000-03-14,0.0
2000-03-15,0.0
2000-03-16,6.25
2000-03-17,1.4706000000000001
2000-03-20,1.4493
2000-03-21,0.0
2000-03-22,2.8571
2000-03-23,-2.7778
2000-03-24,0.0
2000-03-27,-2.8571
2000-03-28,5.8824
2000-03-29,4.1667
2000-03-30,-4.0
2000-03-31,-2.7778
2000-04-03,-5.7143
2000-04-04,-3.0303
2000-04-05,0.0
2000-04-06,0.0
2000-04-07,6.25
2000-04-10,-2.9412000000000003
2000-04-11,-1.5152
2000-04-12,0.0
2000-04-13,0.0
2000-04-14,4.6154
2000-04-17,1.4706000000000001
2000-04-18,2.8986
2000-04-19,4.2254
2000-04-20,-1.3514
2000-04-24,-4.1096
2000-04-26,2.8571
2000-04-27,2.7778
2000-05-01,2.7027
2000-05-02,2.6316
2000-05-03,-2.5641
2000-05-05,0.0
2000-05-09,-5.2632
2000-05-10,0.0
2000-05-11,0.0
2000-05-12,0.0
2000-05-15,0.0
2000-05-16,0.0
2000-05-17,-1.3889
2000-05-18,-4.2254
2000-05-19,0.0
2000-05-22,-2.9412000000000003
2000-05-24,-1.5152
2000-05-25,4.6154
2000-05-26,1.4706000000000001
2000-05-30,-2.8986
2000-05-31,-1.4925
2000-06-01,6.0606
2000-06-02,0.0
2000-06-05,-2.8571
