ticker,MME US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.7519
2000-01-04,-1.4925
2000-01-05,6.0606
2000-01-06,2.8571
2000-01-07,6.9444
2000-01-10,-0.6494
2000-01-11,0.0
2000-01-12,2.6144
2000-01-13,1.9108
2000-01-14,0.0
2000-01-18,0.625
2000-01-19,-1.8634
2000-01-20,1.8987
2000-01-21,-0.6211
2000-01-24,-0.625
2000-01-25,0.6289
2000-01-26,0.0
2000-01-27,0.625
2000-01-28,0.6211
2000-01-31,-1.2346
2000-02-01,-1.875
2000-02-02,-3.8217
2000-02-03,-3.9735
2000-02-04,-3.4483
2000-02-07,2.1429
2000-02-08,-4.8951
2000-02-09,0.7353
2000-02-10,2.9196999999999997
2000-02-11,0.0
2000-02-14,-13.4752
2000-02-15,4.0984
2000-02-16,-3.9370000000000003
2000-02-17,4.918
2000-02-18,-0.7813
2000-02-22,3.1496
2000-02-23,0.0
2000-02-24,0.0
2000-02-25,-3.0534
2000-02-28,1.5748
2000-02-29,1.5504
2000-03-01,16.7939
2000-03-02,0.6536
2000-03-03,-1.2987
2000-03-06,0.0
2000-03-07,-2.6316
2000-03-08,0.6757
2000-03-09,2.0134
2000-03-10,0.0
2000-03-13,-2.6316
2000-03-14,2.027
2000-03-15,0.6623
2000-03-16,3.2895
2000-03-17,-1.9108
2000-03-20,2.5974
2000-03-21,0.0
2000-03-22,-3.1646
2000-03-23,0.0
2000-03-24,-5.2288
2000-03-27,-0.6897
2000-03-28,0.0
2000-03-29,0.0
2000-03-30,1.3889
2000-03-31,1.3699
2000-04-03,2.7027
2000-04-04,-3.9474
2000-04-05,3.4247
2000-04-06,1.3245
2000-04-07,0.0
2000-04-10,-1.9607999999999999
2000-04-11,-1.3333
2000-04-12,-2.7027
2000-04-13,2.0833
2000-04-14,-0.6803
2000-04-17,3.4247
2000-04-18,-2.649
2000-04-19,0.6803
2000-04-20,-1.3514
2000-04-24,1.3699
2000-04-25,0.0
2000-04-26,2.027
2000-04-27,-1.3245
2000-04-28,0.0
2000-05-01,2.0134
2000-05-02,-0.6579
2000-05-03,-1.3245
2000-05-04,0.6711
2000-05-05,-2.6667
2000-05-08,0.0
2000-05-09,1.3699
2000-05-10,0.0
2000-05-11,8.1081
2000-05-12,3.125
2000-05-15,-0.6061
2000-05-16,-0.6098
2000-05-17,-1.8405
2000-05-18,5.0
2000-05-19,4.1667
2000-05-22,-3.4286
2000-05-23,0.0
2000-05-24,-0.5917
2000-05-25,6.5476
