ticker,AB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.6263
2000-01-04,-0.4202
2000-01-05,0.4219
2000-01-06,1.6806999999999999
2000-01-07,3.3058
2000-01-10,-1.8
2000-01-11,1.6293
2000-01-12,3.2064
2000-01-13,7.5728
2000-01-14,3.7906
2000-01-18,-1.2174
2000-01-19,2.1127
2000-01-20,-0.3448
2000-01-21,2.4221
2000-01-24,4.3919
2000-01-25,1.9417
2000-01-26,0.3175
2000-01-27,-3.481
2000-01-28,0.2623
2000-01-31,0.6689
2000-02-01,1.8272
2000-02-02,1.7945
2000-02-03,0.641
2000-02-04,0.3185
2000-02-07,0.0
2000-02-08,-0.3175
2000-02-09,-1.4331
2000-02-10,-1.454
2000-02-11,0.1639
2000-02-14,0.0
2000-02-15,1.964
2000-02-16,-0.4815
2000-02-17,-0.4839
2000-02-18,-1.6207
2000-02-22,-2.1417
2000-02-23,2.1886
2000-02-24,0.8237
2000-02-25,-2.451
2000-02-28,-1.675
2000-02-29,2.0443
2000-03-01,-0.8347
2000-03-02,-0.1684
2000-03-03,1.3491
2000-03-06,0.8319
2000-03-07,-3.6304
2000-03-08,-2.911
2000-03-09,1.4109
2000-03-10,2.7826
2000-03-13,-1.8613
2000-03-14,-0.5172
2000-03-15,1.5598
2000-03-16,6.314
2000-03-17,1.6051
2000-03-20,-1.1058
2000-03-21,-0.9585
2000-03-22,0.6452
2000-03-23,9.9359
2000-03-24,-1.0204
2000-03-27,-2.2091
2000-03-28,-1.506
2000-03-29,-1.3761
2000-03-30,1.3953
2000-03-31,1.3761
2000-04-03,-0.4525
2000-04-04,-2.4242
2000-04-05,3.1056
2000-04-06,0.0
2000-04-07,1.506
2000-04-10,0.0
2000-04-11,0.5935
2000-04-12,-0.1475
2000-04-13,-2.0679
2000-04-14,-3.4691
2000-04-17,-0.1563
2000-04-18,1.7214
2000-04-19,-0.9231
2000-04-20,2.6398
2000-04-24,0.9077
2000-04-25,6.7466
2000-04-26,1.9663
2000-04-27,-0.4132
2000-04-28,-0.8299
2000-05-01,-1.5342
2000-05-02,0.8499
2000-05-03,-3.7921
2000-05-04,-0.4613
2000-05-05,0.8955
2000-05-08,1.3314
2000-05-09,1.4599
2000-05-10,-1.1511
2000-05-11,1.7467000000000001
2000-05-12,1.1445
2000-05-15,1.9802
2000-05-16,0.4161
2000-05-17,0.0
2000-05-18,1.5192999999999999
2000-05-19,-2.9932
2000-05-22,0.1403
2000-05-23,-0.7003
2000-05-24,1.6925
