ticker,ROL US Equity
2000-05-24,0.0
2000-05-25,2.1978
2000-05-26,2.6882
2000-05-30,2.0942
2000-05-31,-2.5641
2000-06-01,2.1053
2000-06-02,6.1856
2000-06-05,-2.4272
2000-06-06,0.995
2000-06-07,2.9557
2000-06-08,0.0
2000-06-09,-0.4785
2000-06-12,0.9615
2000-06-13,3.3333
2000-06-14,-1.3825
2000-06-15,-1.4019
2000-06-16,3.3175
2000-06-19,1.3761
2000-06-20,1.3575
2000-06-21,3.5714
2000-06-22,-3.0172
2000-06-23,-1.3333
2000-06-26,1.8018
2000-06-27,-4.4248
2000-06-28,5.5556
2000-06-29,2.193
2000-06-30,2.1459
2000-07-03,-1.6806999999999999
2000-07-05,0.0
2000-07-06,1.2821
2000-07-07,-1.2658
2000-07-10,0.0
2000-07-11,1.7094
2000-07-12,0.8403
2000-07-13,1.25
2000-07-14,0.0
2000-07-17,1.6461000000000001
2000-07-18,-1.6194
2000-07-19,-1.2346
2000-07-20,0.8333
2000-07-21,-1.6529
2000-07-24,1.6806999999999999
2000-07-25,-0.4132
2000-07-26,0.8299
2000-07-27,-0.823
2000-07-28,-0.8299
2000-07-31,1.2551999999999999
2000-08-01,-0.4132
2000-08-02,-1.2448
2000-08-03,1.2605
2000-08-04,0.4149
2000-08-07,-2.8926
2000-08-08,-0.9362
2000-08-09,0.0
2000-08-10,-0.431
2000-08-11,1.2987
2000-08-14,0.8547
2000-08-15,-0.8475
2000-08-16,0.4274
2000-08-17,1.7021
2000-08-18,-0.8368
2000-08-21,-0.4219
2000-08-22,-0.8475
2000-08-23,0.4274
2000-08-24,1.7021
2000-08-25,-1.2551999999999999
2000-08-28,-0.4237
2000-08-29,0.8511
2000-08-30,0.4219
2000-08-31,0.8403
2000-09-01,-0.8333
2000-09-05,-0.4202
2000-09-06,0.0
2000-09-07,0.8439
2000-09-08,0.0
2000-09-11,0.0
2000-09-12,0.4184
2000-09-13,-0.8333
2000-09-14,0.8403
2000-09-15,-0.4167
2000-09-18,-4.6025
2000-09-19,3.5088
2000-09-20,0.8475
2000-09-21,-0.8403
2000-09-22,-0.4237
2000-09-25,-0.8511
2000-09-26,0.8584
2000-09-27,0.0
2000-09-28,0.4255
2000-09-29,0.4237
2000-10-02,-0.8439
2000-10-03,0.0
2000-10-04,1.7021
2000-10-05,-0.4184
2000-10-06,0.0
2000-10-09,-0.4202
2000-10-10,1.2658
2000-10-11,0.0
2000-10-12,0.4167
2000-10-13,1.6598000000000002
2000-10-16,0.0
2000-10-17,0.4082
2000-10-18,0.813
2000-10-19,3.2258
2000-10-20,1.5625
2000-10-23,1.5385
2000-10-24,2.2727
2000-10-25,1.1111
2000-10-26,2.1978
2000-10-27,3.2258
2000-10-30,0.6944
2000-10-31,-0.3448
2000-11-01,0.346
2000-11-02,3.4483
2000-11-03,-2.6667
2000-11-06,0.3425
2000-11-07,-1.0239
2000-11-08,2.0
2000-11-09,-0.339
2000-11-10,-0.6803
2000-11-13,1.0274
2000-11-14,-0.339
2000-11-15,0.6803
2000-11-16,-1.6892
2000-11-17,1.3746
2000-11-20,-0.678
2000-11-21,1.7065000000000001
2000-11-22,2.0134
2000-11-24,5.2632
2000-11-27,7.5
2000-11-28,-6.9767
2000-11-29,5.0
2000-11-30,-0.2976
2000-12-01,1.4925
2000-12-04,-1.7647
2000-12-05,-2.9939999999999998
2000-12-06,-0.6173
2000-12-07,5.5901
2000-12-08,0.8824
2000-12-11,2.0408
2000-12-12,-3.4286
2000-12-13,-2.3669000000000002
2000-12-14,2.1212
2000-12-15,-3.8576
2000-12-18,-0.9259
2000-12-19,2.1807
2000-12-20,-4.5732
2000-12-21,3.5144
2000-12-22,3.3951000000000002
2000-12-26,-5.0746
2000-12-27,-1.8868
2000-12-28,8.0128
2000-12-29,-4.7478
2001-01-02,-4.3614
2001-01-03,1.3029
2001-01-04,-2.2508
2001-01-05,0.0
2001-01-08,0.3289
2001-01-09,0.9836
2001-01-10,2.9221
2001-01-11,-0.6309
2001-01-12,0.0
2001-01-16,-0.3175
2001-01-17,-4.4586
2001-01-18,-1.0
2001-01-19,-1.0101
2001-01-22,-0.3401
2001-01-23,-0.3413
2001-01-24,-1.3699
2001-01-25,-3.4722
2001-01-26,-2.8777
2001-01-29,0.4444
2001-01-30,0.295
2001-01-31,3.8235
2001-02-01,-0.3399
2001-02-02,2.4446
2001-02-05,1.2209
2001-02-06,0.8772
2001-02-07,1.3587
2001-02-08,-1.6667
2001-02-09,1.8043
2001-02-12,-0.7519
2001-02-13,5.9524
2001-02-14,-1.2257
2001-02-15,2.8956
2001-02-16,-1.1558
2001-02-20,-1.881
2001-02-21,3.5233
2001-02-22,-2.5526
2001-02-23,0.9245
2001-02-26,1.4249
2001-02-27,-2.007
2001-02-28,3.4306
2001-03-01,-1.2376
2001-03-02,0.8521
2001-03-05,0.0
2001-03-06,0.6461
2001-03-07,2.5679
2001-03-08,0.0963
2001-03-09,1.2506
2001-03-12,-3.0879
2001-03-13,-1.6667
2001-03-14,-1.7946
2001-03-15,-0.1015
2001-03-16,-1.7785
2001-03-19,1.3968
2001-03-20,-2.602
2001-03-21,-0.7334
2001-03-22,-2.1108
2001-03-23,5.6604
2001-03-26,-0.5102
2001-03-27,2.6667
2001-03-28,-2.3477
2001-03-29,-1.7903
2001-03-30,0.5208
2001-04-02,2.487
2001-04-03,0.3539
2001-04-04,-0.4534
2001-04-05,4.504
2001-04-06,-1.6949
2001-04-09,-1.8719000000000001
2001-04-10,-2.1586
2001-04-11,-1.4879
2001-04-12,0.1042
2001-04-16,-0.1041
2001-04-17,1.0937999999999999
2001-04-18,-0.4122
2001-04-19,-0.4139
2001-04-20,-4.6753
2001-04-23,-1.3624
2001-04-24,-3.0387
2001-04-25,3.7037
2001-04-26,1.3736
2001-04-27,2.439
2001-04-30,-1.2698
2001-05-01,1.6077
2001-05-02,0.3692
2001-05-03,-1.9968
2001-05-04,4.0751
2001-05-07,-1.5971
2001-05-08,-1.8325
2001-05-09,-1.8717000000000001
2001-05-10,1.4714
2001-05-11,-2.2556
2001-05-14,-0.3846
2001-05-15,0.1103
2001-05-16,4.4077
2001-05-17,-1.9525000000000001
2001-05-18,-1.5070000000000001
2001-05-21,4.918
2001-05-22,-1.0417
2001-05-23,-2.1579
2001-05-24,-0.5917
2001-05-25,0.2165
2001-05-29,-0.108
2001-05-30,0.6486
2001-05-31,1.2352
2001-06-01,-0.9019
2001-06-04,1.8737
2001-06-05,1.1561
2001-06-06,-1.2468
2001-06-07,-0.6312
2001-06-08,-0.5294
2001-06-11,0.8515
2001-06-12,-0.9499
2001-06-13,0.586
2001-06-14,-2.4364
2001-06-15,3.6916
2001-06-18,-0.2618
2001-06-19,-0.6299
2001-06-20,1.6904
2001-06-21,-0.3117
2001-06-22,-2.814
2001-06-25,-0.2681
2001-06-26,1.2366
2001-06-27,2.1243
2001-06-28,0.104
2001-06-29,3.4286
2001-07-02,1.105
2001-07-03,0.2484
2001-07-05,-0.1487
2001-07-06,-1.9851
2001-07-09,0.2532
2001-07-10,-3.7879
2001-07-11,-0.315
2001-07-12,2.4223
2001-07-13,2.7763
2001-07-16,-1.4506999999999999
2001-07-17,-1.0152
2001-07-18,-0.6667
2001-07-19,2.2199
2001-07-20,3.7879
2001-07-23,-1.9950999999999999
2001-07-24,-1.8371
2001-07-25,1.4163000000000001
2001-07-26,2.9925
2001-07-27,-0.4843
2001-07-30,-4.6229
2001-07-31,0.7653
2001-08-01,-0.7595
2001-08-02,1.3265
2001-08-03,0.1007
2001-08-06,-0.7042
2001-08-07,-0.0507
2001-08-08,-3.3958
2001-08-09,-0.7891
2001-08-10,-0.2651
2001-08-13,0.2127
2001-08-14,2.2281
2001-08-15,-1.4011
2001-08-16,0.6842
2001-08-17,-0.0523
2001-08-20,2.249
2001-08-21,0.5115
2001-08-22,1.2723
2001-08-23,1.407
2001-08-24,3.3201
2001-08-27,-1.3909
2001-08-28,-4.6693
2001-08-29,0.5612
2001-08-30,1.1669
2001-08-31,1.7050999999999998
2001-09-04,3.0079
2001-09-05,-0.6223
2001-09-06,-1.4451
2001-09-07,-3.5191
2001-09-10,-3.2421
2001-09-17,-4.1885
2001-09-18,-2.9508
2001-09-19,-4.3356
2001-09-20,-7.2984
2001-09-21,-4.6984
2001-09-24,3.0646
2001-09-25,0.5818
2001-09-26,-3.2776
2001-09-27,0.0664
2001-09-28,3.2537
2001-10-01,-3.3441
2001-10-02,0.7984
2001-10-03,1.5842
2001-10-04,2.0143
2001-10-05,-2.293
2001-10-08,0.5215
2001-10-09,-2.0752
2001-10-10,2.3179
2001-10-11,-0.5825
2001-10-12,-0.3906
2001-10-15,0.6536
2001-10-16,2.9221
2001-10-17,0.694
2001-10-18,0.2506
2001-10-19,-1.875
2001-10-22,2.8662
2001-10-23,1.548
2001-10-24,0.061
2001-10-25,1.7671999999999999
2001-10-26,0.0
2001-10-29,-2.2754
2001-10-30,-1.6543999999999999
2001-10-31,1.2461
2001-11-01,1.8462
2001-11-02,0.7855
2001-11-05,0.4197
2001-11-06,1.4328
2001-11-07,0.9417
2001-11-08,-2.6316
2001-11-09,0.3604
2001-11-12,1.8552
2001-11-13,1.6451
2001-11-14,3.4682
2001-11-15,-1.1173
2001-11-16,2.0904
2001-11-19,-0.166
2001-11-20,0.0554
2001-11-21,-0.277
2001-11-23,1.2222
2001-11-26,5.8727
2001-11-27,-0.6739
2001-11-28,-0.7829
2001-11-29,4.4187
2001-11-30,-2.7708
2001-12-03,-1.5544
2001-12-04,3.1579
2001-12-05,0.0
2001-12-06,1.1224
2001-12-07,1.1604
2001-12-10,-0.9975
2001-12-11,-1.0579
2001-12-12,0.2546
2001-12-13,-1.7776
2001-12-14,2.6887
2001-12-17,1.1581
2001-12-18,1.8915
2001-12-19,1.1236
2001-12-20,-0.2415
2001-12-21,0.1453
2001-12-24,0.0
2001-12-26,0.5803
2001-12-27,-0.7692
2001-12-28,0.5329
2001-12-31,-3.6145
2002-01-02,-0.75
2002-01-03,2.8212
2002-01-04,2.1068
2002-01-07,-3.3109
2002-01-08,-0.7444
2002-01-09,-0.6
2002-01-10,0.5533
2002-01-11,-0.6003
2002-01-14,-0.0503
2002-01-15,0.6042
2002-01-16,-1.4014
2002-01-17,1.7766
2002-01-18,-4.8379
2002-01-22,0.3669
2002-01-23,0.0522
2002-01-24,-1.8789
2002-01-25,1.8085
2002-01-28,1.5674000000000001
2002-01-29,-0.7202
2002-01-30,1.6061999999999999
2002-01-31,2.2947
2002-02-01,-1.2961
2002-02-04,-1.0101
2002-02-05,0.7143
2002-02-06,-1.5704
2002-02-07,-1.2352
2002-02-08,2.5078
2002-02-11,0.5607
2002-02-12,-1.5205
2002-02-13,2.2645
2002-02-14,-0.0503
2002-02-15,-0.4532
2002-02-19,-2.3773
2002-02-20,4.0415
2002-02-21,-2.3406000000000002
2002-02-22,2.7537000000000003
2002-02-25,-0.2481
2002-02-26,-0.4975
2002-02-27,0.75
2002-02-28,-0.5955
2002-03-01,0.5991
2002-03-04,1.4888
2002-03-05,0.2445
2002-03-06,0.4878
2002-03-07,-0.9223
2002-03-08,0.6859
2002-03-11,0.2433
2002-03-12,-0.4854
2002-03-13,-0.5366
2002-03-14,1.0299
2002-03-15,0.8738
2002-03-18,0.5775
2002-03-19,0.3349
2002-03-20,-1.0491
2002-03-21,1.6867
2002-03-22,0.0
2002-03-25,-0.237
2002-03-26,1.9002
2002-03-27,-1.1189
2002-03-28,-0.5186
2002-04-01,-0.4739
2002-04-02,-0.4762
2002-04-03,-1.4354
2002-04-04,0.4854
2002-04-05,0.0
2002-04-08,0.4831
2002-04-09,0.8654
2002-04-10,1.0486
2002-04-11,-0.9434
2002-04-12,2.1429
2002-04-15,-1.3986
2002-04-16,1.8913
2002-04-17,-0.464
2002-04-18,-1.3986
2002-04-19,-0.331
2002-04-22,-0.0474
2002-04-23,0.1424
2002-04-24,-3.0806
2002-04-25,-0.489
2002-04-26,-0.7862
2002-04-29,-1.0401
2002-04-30,1.1011
2002-05-01,-0.5941
2002-05-02,-0.498
2002-05-03,1.3514
2002-05-06,0.2469
2002-05-07,-0.9852
2002-05-08,3.0348
2002-05-09,-1.9845000000000002
2002-05-10,-0.9383
2002-05-13,2.9412000000000003
2002-05-14,2.615
2002-05-15,0.5191
2002-05-16,-0.6573
2002-05-17,0.8979
2002-05-20,-1.2646
2002-05-21,-3.7002
2002-05-22,1.0836999999999999
2002-05-23,4.386
2002-05-24,-1.2605
2002-05-28,-1.6076000000000001
2002-05-29,-2.4988
2002-05-30,2.07
2002-05-31,0.9174
2002-06-03,-4.4976
2002-06-04,-1.7034
2002-06-05,-0.1019
2002-06-06,-5.2551
2002-06-07,0.9693
2002-06-10,0.2667
2002-06-11,-1.0638
2002-06-12,2.1505
2002-06-13,-2.7895
2002-06-14,1.2453
2002-06-17,0.3209
2002-06-18,0.9595
2002-06-19,-3.3791
2002-06-20,1.7486000000000002
2002-06-21,0.1611
2002-06-24,0.2681
2002-06-25,0.107
2002-06-26,6.3034
2002-06-27,0.0
2002-06-28,2.2111
2002-07-01,-4.8673
2002-07-02,-2.8424
2002-07-03,0.266
2002-07-05,3.5544000000000002
2002-07-08,-1.7418
2002-07-09,-1.6684
2002-07-10,-0.8484
2002-07-11,0.9626
2002-07-12,-1.2182
2002-07-15,2.252
2002-07-16,-1.9402
2002-07-17,0.7487
2002-07-18,-1.9108
2002-07-19,1.1905000000000001
2002-07-22,-0.6952
2002-07-23,-1.0232
2002-07-24,6.9097
2002-07-25,-1.7812000000000001
2002-07-26,-0.4663
2002-07-29,4.9974
2002-07-30,-0.3471
2002-07-31,1.4925
2002-08-01,-0.4902
2002-08-02,-3.202
2002-08-05,-4.631
2002-08-06,3.4685
2002-08-07,1.444
2002-08-08,1.9878
2002-08-09,0.05
2002-08-12,-1.3487
2002-08-13,-3.1899
2002-08-14,5.0732
2002-08-15,1.8417
2002-08-16,2.1505
2002-08-19,0.5263
2002-08-20,0.9043
2002-08-21,0.6132
2002-08-22,0.6095
2002-08-23,-4.0541
2002-08-26,2.6226000000000003
2002-08-27,-4.07
2002-08-28,-2.8120000000000003
2002-08-29,1.6244
2002-08-30,-0.7493
2002-09-03,-5.3347
2002-09-04,5.2632
2002-09-05,-3.2828
2002-09-06,5.0653
2002-09-09,0.3976
2002-09-10,0.495
2002-09-11,-2.2167
2002-09-12,-3.0227
2002-09-13,2.961
2002-09-16,-0.5045
2002-09-17,-2.2312
2002-09-18,-0.9336
2002-09-19,-2.0942
2002-09-20,1.2833999999999999
2002-09-23,0.3168
2002-09-24,0.9474
2002-09-25,5.0052
2002-09-26,1.6385
2002-09-27,-3.7128
2002-09-30,-1.5728
2002-10-01,2.8866
2002-10-02,-4.8096
2002-10-03,1.5789
2002-10-04,-3.5751
2002-10-07,1.5583
2002-10-08,3.0688
2002-10-09,-2.9774000000000003
2002-10-10,3.6508000000000003
2002-10-11,1.072
2002-10-14,-0.1515
2002-10-15,4.9064
2002-10-16,-5.0145
2002-10-17,4.1117
2002-10-18,1.9503
2002-10-21,4.2562999999999995
2002-10-22,0.9174
2002-10-23,5.8182
2002-10-24,-4.5103
2002-10-25,5.3081
2002-10-28,0.3845
2002-10-29,-0.5106
2002-10-30,4.3199
2002-10-31,-3.034
2002-11-01,2.537
2002-11-04,2.6804
2002-11-05,-0.8032
2002-11-06,1.2146
2002-11-07,-2.2044
2002-11-08,-2.0492
2002-11-11,1.6318000000000001
2002-11-12,1.6056
2002-11-13,-4.2139
2002-11-14,3.8494
2002-11-15,-0.2444
2002-11-18,-1.1025
2002-11-19,-1.7753999999999999
2002-11-20,1.6393
2002-11-21,1.9438
2002-11-22,1.1764999999999999
2002-11-25,-2.1652
2002-11-26,-7.582
2002-11-27,6.2528
2002-11-29,-2.6294
2002-12-02,2.5718
2002-12-03,-2.2148
2002-12-04,0.7265
2002-12-05,2.7153
2002-12-06,3.3457
2002-12-09,-0.6395
2002-12-10,0.9252
2002-12-11,-0.5978
2002-12-12,-0.2807
2002-12-13,-0.9248
2002-12-16,1.3799000000000001
2002-12-17,-2.4019
2002-12-18,-3.6095
2002-12-19,7.9574
2002-12-20,6.3855
2002-12-23,2.7788
2002-12-24,-0.5047
2002-12-26,-1.413
2002-12-27,-4.0426
2002-12-30,0.2298
2002-12-31,-2.7512
2003-01-02,6.1297
2003-01-03,-1.9622000000000002
2003-01-06,6.5332
2003-01-07,-2.6941
2003-01-08,-2.0036
2003-01-09,4.2751
2003-01-10,-0.1426
2003-01-13,-1.678
2003-01-14,1.8519
2003-01-15,-0.107
2003-01-16,0.1071
2003-01-17,-1.4617
2003-01-21,0.2171
2003-01-22,-1.1913
2003-01-23,2.2653
2003-01-24,-0.8574
2003-01-27,-0.1802
2003-01-28,0.9386
2003-01-29,1.8598
2003-01-30,0.316
2003-01-31,2.5201000000000002
2003-02-03,0.0341
2003-02-04,2.3548999999999998
2003-02-05,0.2668
2003-02-06,-0.715
2003-02-07,-5.4399
2003-02-10,3.4446
2003-02-11,1.6821000000000002
2003-02-12,-1.0804
2003-02-13,2.0478
2003-02-14,-0.1003
2003-02-18,2.7118
2003-02-19,0.0
2003-02-20,1.9231
2003-02-21,1.4071
2003-02-24,-2.239
2003-02-25,1.0968
2003-02-26,-0.7658
2003-02-27,1.2862
2003-02-28,0.254
2003-03-03,-0.6016
2003-03-04,0.4141
2003-03-05,1.0152
2003-03-06,-1.5074999999999998
2003-03-07,0.4464
2003-03-10,-2.5397
2003-03-11,0.1629
2003-03-12,0.0488
2003-03-13,3.7055
2003-03-14,-0.7052
2003-03-17,4.7348
2003-03-18,-1.8535
2003-03-19,0.1842
2003-03-20,0.8276
2003-03-21,4.6512
2003-03-24,-1.9607999999999999
2003-03-25,3.6
2003-03-26,1.1154
2003-03-27,0.4667
2003-03-28,-0.9713
2003-03-31,-1.791
2003-04-01,-0.6079
2003-04-02,0.3932
2003-04-03,-1.9582000000000002
2003-04-04,-0.8877
2003-04-07,-2.5078
2003-04-08,1.5617999999999999
2003-04-09,1.4925
2003-04-10,3.1194
2003-04-11,-1.2532
2003-04-14,3.5449
2003-04-15,-0.634
2003-04-16,-3.0625
2003-04-17,2.7644
2003-04-21,-0.427
2003-04-22,3.8593
2003-04-23,0.2477
2003-04-24,-1.9357
2003-04-25,-1.134
2003-04-28,3.9932
2003-04-29,-1.8382
2003-04-30,0.7907
2003-05-01,-0.2477
2003-05-02,0.745
2003-05-05,-0.2876
2003-05-06,0.0
2003-05-07,-0.7417
2003-05-08,0.1664
2003-05-09,0.8721
2003-05-12,-0.3705
2003-05-13,-0.6198
2003-05-14,0.0416
2003-05-15,1.7872
2003-05-16,-4.3690999999999995
2003-05-19,-11.3151
2003-05-20,-1.3481
2003-05-21,-0.4392
2003-05-22,0.3922
2003-05-23,-1.123
2003-05-27,-2.4198
2003-05-28,0.9109
2003-05-29,1.1033
2003-05-30,2.2321
2003-06-02,-2.4745
2003-06-03,-0.0498
2003-06-04,1.0453
2003-06-05,-0.7389
2003-06-06,-2.4814
2003-06-09,-3.8167999999999997
2003-06-10,2.3810000000000002
2003-06-11,1.3437000000000001
2003-06-12,0.6119
2003-06-13,-2.6863
2003-06-16,-2.6042
2003-06-17,0.0535
2003-06-18,6.5206
2003-06-19,-1.706
2003-06-20,-0.4594
2003-06-23,-6.1538
2003-06-24,3.0601
2003-06-25,-2.5451
2003-06-26,3.1556
2003-06-27,0.7384
2003-06-30,-1.3089
2003-07-01,-0.0531
2003-07-02,1.6985000000000001
2003-07-03,-1.7223000000000002
2003-07-07,1.3808
2003-07-08,0.9429
2003-07-09,-1.5568
2003-07-10,-1.9504000000000001
2003-07-11,1.6129
2003-07-14,-0.2116
2003-07-15,1.5907
2003-07-16,-0.3132
2003-07-17,-4.555
2003-07-18,1.0422
2003-07-21,-4.0717
2003-07-22,-2.4335
2003-07-23,4.9304
2003-07-24,5.0304
2003-07-25,-0.1053
2003-07-28,-0.8957
2003-07-29,0.4785
2003-07-30,0.9524
2003-07-31,-1.8344
2003-08-01,-3.8441
2003-08-04,-1.8878
2003-08-05,-5.4329
2003-08-06,0.5386
2003-08-07,3.9286
2003-08-08,1.9529
2003-08-11,1.4085
2003-08-12,1.4444
2003-08-13,1.8072
2003-08-14,-2.0979
2003-08-15,1.0989
2003-08-18,-0.5978
2003-08-19,0.8748
2003-08-20,0.7046
2003-08-21,0.8611
2003-08-22,-3.7887
2003-08-25,-1.1093
2003-08-26,0.0
2003-08-27,2.1873
2003-08-28,-1.6465
2003-08-29,0.0558
2003-09-02,-1.5059
2003-09-03,-1.6421000000000001
2003-09-04,-1.0937999999999999
2003-09-05,-1.0477
2003-09-08,2.4706
2003-09-09,2.5832
2003-09-10,-3.4135
2003-09-11,1.2167
2003-09-12,0.4579
2003-09-15,-0.057
2003-09-16,0.9692
2003-09-17,-1.0728
2003-09-18,-0.742
2003-09-19,3.3928
2003-09-22,-2.8365
2003-09-23,0.7441
2003-09-24,-1.875
2003-09-25,2.7794
2003-09-26,0.0
2003-09-29,1.1268
2003-09-30,-0.6128
2003-10-01,3.1951
2003-10-02,-0.8691
2003-10-03,1.6985999999999999
2003-10-06,0.7543
2003-10-07,0.8021
2003-10-08,-0.9549
2003-10-09,0.9106
2003-10-10,0.0531
2003-10-13,1.5915
2003-10-14,-0.7311
2003-10-15,-0.4208
2003-10-16,0.1585
2003-10-17,-0.0527
2003-10-20,-0.5277
2003-10-21,1.4324
2003-10-22,-2.9812
2003-10-23,-0.0539
2003-10-24,0.0
2003-10-27,-0.3236
2003-10-28,1.1905000000000001
2003-10-29,8.4492
2003-10-30,-0.2465
2003-10-31,0.4449
2003-11-03,4.7736
2003-11-04,3.6167
2003-11-05,-1.4959
2003-11-06,1.7027
2003-11-07,-0.2268
2003-11-10,-0.4545
2003-11-11,-0.8219
2003-11-12,1.9797
2003-11-13,-0.6772
2003-11-14,0.0
2003-11-17,0.6818
2003-11-18,-3.5214
2003-11-19,2.5737
2003-11-20,0.5474
2003-11-21,1.6787999999999998
2003-11-24,2.4543
2003-11-25,-2.1777
2003-11-26,0.0
2003-11-28,-0.8014
2003-12-01,3.0072
2003-12-02,1.0893
2003-12-03,-0.8621
2003-12-04,-0.4348
2003-12-05,-0.917
2003-12-08,1.8951
2003-12-09,-1.6002999999999998
2003-12-10,-0.4396
2003-12-11,1.9426
2003-12-12,-0.3898
2003-12-15,-0.7826
2003-12-16,0.2191
2003-12-17,-0.0437
2003-12-18,1.2686
2003-12-19,0.432
2003-12-22,-0.2151
2003-12-23,-0.2586
2003-12-24,-0.3889
2003-12-26,0.2169
2003-12-29,0.0
2003-12-30,-0.303
2003-12-31,-2.0842
2004-01-02,1.3304
2004-01-05,-0.6565
2004-01-06,-2.0264
2004-01-07,1.4838
2004-01-08,1.4621
2004-01-09,4.8035
2004-01-12,3.125
2004-01-13,-0.202
2004-01-14,0.8907
2004-01-15,1.1637
2004-01-16,2.737
2004-01-20,-1.4672
2004-01-21,0.0
2004-01-22,-1.0972
2004-01-23,0.4358
2004-01-26,0.2761
2004-01-27,-0.9441
2004-01-28,-0.2383
2004-01-29,0.5971
2004-01-30,0.1187
2004-02-02,-0.83
2004-02-03,-1.5145
2004-02-04,-1.4974
2004-02-05,-1.1915
2004-02-06,-0.2495
2004-02-09,1.1701
2004-02-10,-0.7022
2004-02-11,1.3727
2004-02-12,-0.6976
2004-02-13,0.2066
2004-02-17,0.9897
2004-02-18,4.6958
2004-02-19,-3.0421
2004-02-20,-1.2872
2004-02-23,-3.7082
2004-02-24,-0.5925
2004-02-25,-0.8089
2004-02-26,0.9013
2004-02-27,-1.191
2004-03-01,3.9173
2004-03-02,0.58
2004-03-03,-0.2471
2004-03-04,-0.8258
2004-03-05,-0.9159
2004-03-08,3.0252
2004-03-09,5.5873
2004-03-10,-0.3476
2004-03-11,-0.969
2004-03-12,2.1526
2004-03-15,-1.341
2004-03-16,-0.5049
2004-03-17,2.0687
2004-03-18,0.0382
2004-03-19,-0.2294
2004-03-22,-2.4904
2004-03-23,0.9823
2004-03-24,-2.179
2004-03-25,2.0286
2004-03-26,-1.5594999999999999
2004-03-29,3.1287
2004-03-30,-3.2258
2004-03-31,2.2619
2004-04-01,1.6686
2004-04-02,1.6031
2004-04-05,-0.5259
2004-04-06,-0.5665
2004-04-07,1.7850000000000001
2004-04-08,-1.1194
2004-04-12,-0.1887
2004-04-13,-2.6087
2004-04-14,0.0
2004-04-15,-0.8152
2004-04-16,-1.0568
2004-04-19,2.8085
2004-04-20,-3.7707
2004-04-21,2.439
2004-04-22,1.9516
2004-04-23,-2.6034
2004-04-26,1.2186
2004-04-27,0.9709
2004-04-28,-0.3846
2004-04-29,-3.5521000000000003
2004-04-30,-4.9239
2004-05-03,0.7579
2004-05-04,-1.7133
2004-05-05,1.0204
2004-05-06,-1.1364
2004-05-07,-3.9693
2004-05-10,-2.7111
2004-05-11,2.5126
2004-05-12,1.0695000000000001
2004-05-13,1.94
2004-05-14,-1.7734
2004-05-17,-0.9247
2004-05-18,0.5333
2004-05-19,-0.5305
2004-05-20,0.7556
2004-05-21,1.1028
2004-05-24,1.6579000000000002
2004-05-25,2.3176
2004-05-26,0.0419
