ticker,URB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.0737
2000-01-04,0.7059
2000-01-05,-0.7009
2000-01-06,0.7059
2000-01-07,0.9346
2000-01-10,1.6204
2000-01-11,0.4556
2000-01-12,0.2268
2000-01-13,0.6787
2000-01-14,0.2247
2000-01-18,2.6906
2000-01-19,0.0
2000-01-20,0.4367
2000-01-21,0.2174
2000-01-24,-1.0846
2000-01-25,-0.2193
2000-01-26,0.4396
2000-01-27,-0.6565
2000-01-28,-0.6608
2000-01-31,-1.1086
2000-02-01,0.6726
2000-02-02,-0.2227
2000-02-03,0.6696
2000-02-04,-0.6652
2000-02-07,0.0
2000-02-08,0.6696
2000-02-09,0.4435
2000-02-10,0.0
2000-02-11,-0.4415
2000-02-14,0.4435
2000-02-15,-0.4415
2000-02-16,-0.6652
2000-02-17,1.8839000000000001
2000-02-18,-1.7896999999999998
2000-02-22,-0.9112
2000-02-23,0.4598
2000-02-24,0.0
2000-02-25,-0.2288
2000-02-28,0.0
2000-02-29,1.8349
2000-03-01,-0.6757
2000-03-02,-0.4535
2000-03-03,0.6834
2000-03-06,0.6787
2000-03-07,-0.8989
2000-03-08,1.1338
2000-03-09,0.2242
2000-03-10,-0.4474
2000-03-13,0.0
2000-03-14,0.6742
2000-03-15,1.3393
2000-03-16,2.8634
2000-03-17,-0.6424
2000-03-20,-0.8621
2000-03-21,-0.2174
2000-03-22,0.2179
2000-03-23,-0.2174
2000-03-24,-0.2179
2000-03-27,1.5284
2000-03-28,-1.5053999999999998
2000-03-29,0.4367
2000-03-30,0.0
2000-03-31,1.087
2000-04-03,0.0
2000-04-04,-0.2151
2000-04-05,1.2931
2000-04-06,0.2128
2000-04-07,1.9108
2000-04-10,0.625
2000-04-11,0.4141
2000-04-12,1.0309
2000-04-13,0.4082
2000-04-14,0.2033
2000-04-17,0.2028
2000-04-18,0.0
2000-04-19,-1.0121
2000-04-20,2.045
2000-04-24,0.0
2000-04-25,2.2044
2000-04-26,0.5882
2000-04-27,0.3899
2000-04-28,0.1942
2000-05-01,0.7752
2000-05-02,0.7692
2000-05-03,0.3817
2000-05-04,-0.7605
2000-05-05,0.0
2000-05-08,-1.1494
2000-05-09,0.3876
2000-05-10,-0.9653
2000-05-11,1.7544
2000-05-12,1.1494
2000-05-15,0.0
2000-05-16,0.947
2000-05-17,-0.9381
2000-05-18,0.6515
2000-05-19,-0.1916
2000-05-22,0.1919
2000-05-23,-0.3831
2000-05-24,0.7692
2000-05-25,1.145
2000-05-26,0.0
2000-05-30,0.3774
2000-05-31,0.7519
2000-06-01,0.0
2000-06-02,1.1194
2000-06-05,0.0
2000-06-06,0.0
2000-06-07,1.107
2000-06-08,-0.5474
2000-06-09,-0.1835
2000-06-12,-0.5515
2000-06-13,1.2939
2000-06-14,-0.7299
2000-06-15,0.0
2000-06-16,0.0
2000-06-19,-0.7353
2000-06-20,-0.3704
2000-06-21,0.0
2000-06-22,-1.1152
2000-06-23,0.5639
2000-06-26,0.0
2000-06-27,0.7477
2000-06-28,0.5566
2000-06-29,0.369
2000-06-30,-0.9651
2000-07-03,0.232
2000-07-05,0.1852
2000-07-06,-1.2939
2000-07-07,0.0
2000-07-10,-0.3745
2000-07-11,0.3759
2000-07-12,-0.1873
2000-07-13,-0.3752
2000-07-14,0.3766
2000-07-17,0.0
2000-07-18,0.0
2000-07-19,0.0
2000-07-20,0.0
2000-07-21,-0.1876
2000-07-24,0.188
2000-07-25,0.3752
2000-07-26,-0.9346
2000-07-27,0.0
2000-07-28,0.0
2000-07-31,0.0
2000-08-01,1.8868
2000-08-02,0.0
2000-08-03,0.7407
2000-08-04,-0.1838
2000-08-07,-0.5525
2000-08-08,0.3704
2000-08-09,1.2915
2000-08-10,1.6393
2000-08-11,3.5842
2000-08-14,-0.519
2000-08-15,-0.5217
2000-08-16,0.0
2000-08-17,-0.1748
2000-08-18,-0.4483
2000-08-21,-0.1789
2000-08-22,0.0
2000-08-23,0.3584
2000-08-24,-0.7143
2000-08-25,-0.1799
2000-08-28,-0.3604
2000-08-29,0.3617
2000-08-30,0.9009
2000-08-31,-0.1786
2000-09-01,0.0
2000-09-05,-0.8945
2000-09-06,0.1805
2000-09-07,0.5405
2000-09-08,0.5376
2000-09-11,0.8913
2000-09-12,0.0
2000-09-13,-0.1767
2000-09-14,-0.885
2000-09-15,-1.25
2000-09-18,-2.7125
2000-09-19,2.7881
2000-09-20,-1.8083
2000-09-21,0.7366
2000-09-22,0.5484
2000-09-25,0.1818
2000-09-26,37.3866
2000-09-27,0.2642
2000-09-28,0.0
2000-09-29,0.1318
2000-10-02,0.0
2000-10-03,0.0
2000-10-04,0.0
2000-10-05,0.1316
2000-10-06,0.1314
2000-10-09,-0.2625
2000-10-10,0.1316
2000-10-11,-0.1314
2000-10-12,-0.1316
2000-10-13,0.1318
2000-10-16,0.1316
2000-10-17,0.0
2000-10-18,-0.1314
2000-10-19,0.1316
2000-10-20,0.1314
2000-10-23,-0.1312
2000-10-24,0.1314
2000-10-25,0.0
2000-10-26,0.1312
2000-10-27,0.1311
2000-10-30,0.3927
2000-10-31,0.0
2000-11-01,-0.1304
2000-11-02,0.0
2000-11-03,0.1305
2000-11-06,-0.2608
2000-11-07,0.1307
