ticker,PL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.3222
2000-01-04,-1.4374
2000-01-05,-0.4167
2000-01-06,0.6276
2000-01-07,2.9106
2000-01-10,-2.4242
2000-01-11,-0.4141
2000-01-12,-2.4948
2000-01-13,2.3454
2000-01-14,0.625
2000-01-18,-1.4493
2000-01-19,-1.2605
2000-01-20,-3.4043
2000-01-21,-4.185
2000-01-24,-0.4598
2000-01-25,-0.4619
2000-01-26,0.232
2000-01-27,-0.2315
2000-01-28,-0.6961
2000-01-31,3.972
2000-02-01,-2.9213
2000-02-02,3.0093
2000-02-03,-0.8989
2000-02-04,-0.907
2000-02-07,-1.6018
2000-02-08,-0.2326
2000-02-09,-4.662
2000-02-10,-6.357
2000-02-11,1.3054999999999999
2000-02-14,-2.0619
2000-02-15,0.0
2000-02-16,-0.5474
2000-02-17,0.266
2000-02-18,-3.4483
2000-02-22,1.0989
2000-02-23,1.9022000000000001
2000-02-24,-4.8
2000-02-25,-0.8403
2000-02-28,-0.565
2000-02-29,0.0
2000-03-01,-0.2841
2000-03-02,1.7094
2000-03-03,0.0
2000-03-06,-2.8011
2000-03-07,0.8646
2000-03-08,-2.2857
2000-03-09,1.462
2000-03-10,0.2882
2000-03-13,-4.3103
2000-03-14,0.3003
2000-03-15,13.7725
2000-03-16,9.7368
2000-03-17,0.7194
2000-03-20,-2.3810000000000002
2000-03-21,1.4634
2000-03-22,7.2115
2000-03-23,0.4484
2000-03-24,2.2321
2000-03-27,-5.6769
2000-03-28,-0.463
2000-03-29,5.1163
2000-03-30,4.2035
2000-03-31,7.8556
2000-04-03,-3.1496
2000-04-04,-3.0488
2000-04-05,-0.6289
2000-04-06,0.0
2000-04-07,-5.9072
2000-04-10,-0.2242
2000-04-11,0.6742
2000-04-12,1.1161
2000-04-13,0.883
2000-04-14,-4.1575
2000-04-17,-2.2831
2000-04-18,2.8037
2000-04-19,-3.6364
2000-04-20,3.5377
2000-04-24,-2.2779
2000-04-25,6.7599
2000-04-26,-24.2358
2000-04-27,-2.0173
2000-04-28,12.0588
2000-05-01,4.9869
2000-05-02,-1.0
2000-05-03,-0.7576
2000-05-04,1.5267
2000-05-05,0.2506
2000-05-08,1.0
2000-05-09,-2.2277
2000-05-10,4.0709
2000-05-11,-1.2225
2000-05-12,0.7426
2000-05-15,2.2113
2000-05-16,1.2019
2000-05-17,-2.1378
2000-05-18,2.4272
2000-05-19,-0.9479
2000-05-22,-0.2392
2000-05-23,1.4388
