ticker,CXR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-7.3935
2000-01-04,-3.6536
2000-01-05,-4.3539
2000-01-06,0.4405
2000-01-07,2.3392
2000-01-10,3.4286
2000-01-11,0.3453
2000-01-12,-0.2065
2000-01-13,1.5171999999999999
2000-01-14,-1.6303999999999998
2000-01-18,-0.5525
2000-01-19,0.2778
2000-01-20,5.2632
2000-01-21,5.7895
2000-01-24,-7.4005
2000-01-25,-2.7535
2000-01-26,1.3812
2000-01-27,-0.1362
2000-01-28,-0.955
2000-01-31,-3.0303
2000-02-01,-3.4091
2000-02-02,-1.1764999999999999
2000-02-03,-0.1488
2000-02-04,1.1177
2000-02-07,0.8106
2000-02-08,4.0936
2000-02-09,1.1236
2000-02-10,5.5556
2000-02-11,-3.4211
2000-02-14,-0.2725
2000-02-15,-0.5464
2000-02-16,-1.3736
2000-02-17,-5.7103
2000-02-18,-2.7326
2000-02-22,-0.3797
2000-02-23,-0.5335
2000-02-24,0.5364
2000-02-25,-3.5823
2000-02-28,0.7115
2000-02-29,0.471
2000-03-01,-1.25
2000-03-02,-0.4747
2000-03-03,-4.4515
2000-03-06,-0.1664
2000-03-07,-5.9167
2000-03-08,-1.8601
2000-03-09,-2.2563
2000-03-10,-5.3555
2000-03-13,-5.0732
2000-03-14,4.2138
2000-03-15,7.4951
2000-03-16,1.9266
2000-03-17,5.7606
2000-03-20,1.1064
2000-03-21,-0.1684
2000-03-22,3.2884
2000-03-23,5.7959
2000-03-24,3.3179
2000-03-27,7.6176
2000-03-28,-4.5108
2000-03-29,-3.4884
2000-03-30,-3.5392
2000-03-31,4.918
2000-04-03,0.5952
2000-04-04,-3.7721999999999998
2000-04-05,1.4604
2000-04-06,2.4242
2000-04-07,1.4793
2000-04-10,0.2915
2000-04-11,2.1802
2000-04-12,-5.5477
2000-04-13,-0.3012
2000-04-14,-6.2689
2000-04-17,-2.0145
2000-04-18,-2.7138
2000-04-19,0.0845
2000-04-20,-2.7872
2000-04-24,0.0869
2000-04-25,0.0868
2000-04-26,3.3825
2000-04-27,-1.3423
2000-04-28,-1.3605
2000-05-01,0.3448
2000-05-02,-1.0309
2000-05-03,0.6944
2000-05-04,6.1207
2000-05-05,-3.818
2000-05-08,2.027
2000-05-09,2.3179
2000-05-10,1.1327
2000-05-11,3.2
2000-05-12,3.2558
2000-05-15,0.0
2000-05-16,0.6757
2000-05-17,2.61
2000-05-18,-2.907
2000-05-19,-3.0689
2000-05-22,0.3089
