ticker,VXS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.7246
2000-01-04,1.7032
2000-01-05,-1.6745999999999999
2000-01-06,-1.9465
2000-01-07,-0.4963
2000-01-10,1.7456
2000-01-11,-0.4902
2000-01-12,0.0
2000-01-13,0.2463
2000-01-14,3.6855
2000-01-18,0.237
2000-01-19,1.182
2000-01-20,1.1682
2000-01-21,1.1547
2000-01-24,2.5114
2000-01-25,-0.8909
2000-01-26,-0.4494
2000-01-27,0.6772
2000-01-28,0.0
2000-01-31,-0.8969
2000-02-01,-0.6787
2000-02-02,-0.6834
2000-02-03,1.1468
2000-02-04,2.9478
2000-02-07,1.3216
2000-02-08,-0.4348
2000-02-09,0.0
2000-02-10,0.0
2000-02-11,0.2183
2000-02-14,0.4357
2000-02-15,3.2538
2000-02-16,0.2101
2000-02-17,1.4675
2000-02-18,-0.4132
2000-02-22,-0.4149
2000-02-23,0.0
2000-02-24,4.1667
2000-02-25,-1.0
2000-02-28,1.0101
2000-02-29,0.2
2000-03-01,1.3972
2000-03-02,0.0
2000-03-03,1.1811
2000-03-06,1.9455
2000-03-07,1.7176
2000-03-08,0.0
2000-03-09,0.7505
2000-03-10,-0.1862
2000-03-13,0.5373
2000-03-14,0.0
2000-03-15,-2.6119
2000-03-16,0.1916
2000-03-17,-1.7208
2000-03-20,0.0
2000-03-21,-1.751
2000-03-22,1.3860999999999999
2000-03-23,1.1719
2000-03-24,0.3861
2000-03-27,1.1538
2000-03-28,0.5703
2000-03-29,0.3781
2000-03-30,-3.9548
2000-03-31,0.1961
2000-04-03,-1.9569
2000-04-04,-2.1955999999999998
2000-04-05,-3.2653
2000-04-06,1.0549
2000-04-07,-0.2088
2000-04-10,0.6276
2000-04-11,-0.4158
2000-04-12,-1.4614
2000-04-13,-1.6949
2000-04-14,-2.1552
2000-04-17,-2.6432
2000-04-18,0.2262
2000-04-19,-1.5800999999999998
2000-04-20,-0.9174
2000-04-24,-0.463
2000-04-25,0.0
2000-04-26,-0.6977
2000-04-27,-0.7026
2000-04-28,0.0
2000-05-01,2.3585
2000-05-02,-0.9217
2000-05-03,-2.093
2000-05-04,-0.2375
2000-05-05,-0.4762
2000-05-08,-0.4785
2000-05-09,0.0
2000-05-10,14.9038
2000-05-11,3.1381
2000-05-12,0.8114
2000-05-15,1.4085
2000-05-16,1.1905000000000001
2000-05-17,-1.3725
2000-05-18,0.0
2000-05-19,-3.7773
2000-05-22,-1.2397
2000-05-23,-1.2551999999999999
2000-05-24,-2.1186
2000-05-25,-0.4329
2000-05-26,0.4348
2000-05-30,2.5974
2000-05-31,2.5316
2000-06-01,4.1152
2000-06-02,2.5692
2000-06-05,2.3121
2000-06-06,0.1883
2000-06-07,0.0
2000-06-08,-1.1278
2000-06-09,0.0
2000-06-12,-3.6122
2000-06-13,3.7239
2000-06-14,0.956
2000-06-15,0.0
2000-06-16,0.5682
2000-06-19,2.0716
2000-06-20,1.476
2000-06-21,1.0909
2000-06-22,-0.3597
2000-06-23,-1.083
2000-06-26,-0.365
2000-06-27,-1.4652
2000-06-28,0.3717
2000-06-29,-1.4815
2000-06-30,1.1278
2000-07-03,0.0
2000-07-05,-0.7435
2000-07-06,0.1873
2000-07-07,0.3738
2000-07-10,1.3035
2000-07-11,0.9191
2000-07-12,1.275
2000-07-13,1.7986
2000-07-14,1.0601
2000-07-17,1.049
2000-07-18,-0.173
2000-07-19,-1.5598
2000-07-20,0.0
2000-07-21,-0.7042
2000-07-24,-1.0638
2000-07-25,-1.4337
2000-07-26,-1.0909
2000-07-27,-3.6765
2000-07-28,0.0
2000-07-31,-0.3817
2000-08-01,-0.7663
2000-08-02,1.3514
2000-08-03,-0.7619
2000-08-04,0.5758
2000-08-07,2.0992
2000-08-08,0.5607
2000-08-09,0.3717
2000-08-10,14.0963
2000-08-11,-0.5525
2000-08-14,1.1111
2000-08-15,0.3663
