ticker,HUG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.5797
2000-01-04,-4.9563
2000-01-05,0.6135
2000-01-06,-3.6585
2000-01-07,4.1139
2000-01-10,0.6079
2000-01-11,1.5106000000000002
2000-01-12,-0.2976
2000-01-13,-1.791
2000-01-14,-0.304
2000-01-18,0.3049
2000-01-19,-3.0395
2000-01-20,-3.4483
2000-01-21,0.6494
2000-01-24,-5.1613
2000-01-25,4.0816
2000-01-26,-1.3072
2000-01-27,-1.9868000000000001
2000-01-28,-2.3649
2000-01-31,-2.4221
2000-02-01,4.2553
2000-02-02,0.1224
2000-02-03,-0.3413
2000-02-04,2.7397
2000-02-07,-2.3333
2000-02-08,-1.7065000000000001
2000-02-09,0.3472
2000-02-10,-3.8062
2000-02-11,4.6763
2000-02-14,0.0
2000-02-15,-3.4364
2000-02-16,3.2028
2000-02-17,0.0
2000-02-18,-1.7241
2000-02-22,-0.7018
2000-02-23,-1.7668
2000-02-24,3.2374
2000-02-25,-3.8327999999999998
2000-02-28,2.5362
2000-02-29,1.0601
2000-03-01,3.8462
2000-03-02,-0.3367
2000-03-03,-0.3378
2000-03-06,-6.1017
2000-03-07,-1.444
2000-03-08,-1.4652
2000-03-09,10.0372
2000-03-10,-2.7027
2000-03-13,-4.8611
2000-03-14,-1.0949
2000-03-15,0.738
2000-03-16,5.8608
2000-03-17,2.4221
2000-03-20,-2.3649
2000-03-21,-1.7301
2000-03-22,-1.0563
2000-03-23,-1.4235
2000-03-24,0.0
2000-03-27,-1.444
2000-03-28,-2.1978
2000-03-29,1.1236
2000-03-30,-0.7407
2000-03-31,-7.4627
2000-04-03,5.6452
2000-04-04,-0.7634
2000-04-05,0.3846
2000-04-06,0.3831
2000-04-07,-1.145
2000-04-10,1.1583
2000-04-11,-1.5267
2000-04-12,-2.7132
2000-04-13,0.3984
2000-04-14,-1.1905000000000001
2000-04-17,-2.008
2000-04-18,0.0
2000-04-19,0.8197
2000-04-20,2.439
2000-04-24,-3.1746
2000-04-25,0.8197
2000-04-26,0.4065
2000-04-27,-1.4737
2000-04-28,0.8264
2000-05-01,-1.2295
2000-05-02,-0.4149
2000-05-03,3.3333
2000-05-04,4.8387
2000-05-05,9.2308
2000-05-08,-4.2254
2000-05-09,-0.7353
2000-05-10,-1.8519
2000-05-11,4.9056999999999995
2000-05-12,-1.4388
2000-05-15,0.0
2000-05-16,9.4891
2000-05-17,-2.3333
2000-05-18,2.0478
2000-05-19,-1.0033
